dataset,seed,fold,projection_count_left,projection_count_right,selected_features,overlap_fraction,jaccard,spearman_complete_ranking
wine,2,3,5,20,10,1.0,1.0,0.9945054945054945
wine,2,3,5,20,13,1.0,1.0,0.9945054945054945
wine,2,3,5,40,5,1.0,1.0,0.989010989010989
wine,2,3,5,40,10,1.0,1.0,0.989010989010989
wine,2,3,5,40,13,1.0,1.0,0.989010989010989
wine,2,3,10,20,5,1.0,1.0,1.0
wine,2,3,10,20,10,1.0,1.0,1.0
wine,2,3,10,20,13,1.0,1.0,1.0
wine,2,3,10,40,5,1.0,1.0,0.9945054945054945
wine,2,3,10,40,10,1.0,1.0,0.9945054945054945
wine,2,3,10,40,13,1.0,1.0,0.9945054945054945
wine,2,3,20,40,5,1.0,1.0,0.9945054945054945
wine,2,3,20,40,10,1.0,1.0,0.9945054945054945
wine,2,3,20,40,13,1.0,1.0,0.9945054945054945
wine,2,4,5,10,5,1.0,1.0,0.9505494505494506
wine,2,4,5,10,10,1.0,1.0,0.9505494505494506
wine,2,4,5,10,13,1.0,1.0,0.9505494505494506
wine,2,4,5,20,5,0.8,0.6666666666666666,0.9230769230769231
wine,2,4,5,20,10,1.0,1.0,0.9230769230769231
wine,2,4,5,20,13,1.0,1.0,0.9230769230769231
wine,2,4,5,40,5,0.8,0.6666666666666666,0.9505494505494506
wine,2,4,5,40,10,1.0,1.0,0.9505494505494506
wine,2,4,5,40,13,1.0,1.0,0.9505494505494506
wine,2,4,10,20,5,0.8,0.6666666666666666,0.9725274725274725
wine,2,4,10,20,10,1.0,1.0,0.9725274725274725
wine,2,4,10,20,13,1.0,1.0,0.9725274725274725
wine,2,4,10,40,5,0.8,0.6666666666666666,0.989010989010989
wine,2,4,10,40,10,1.0,1.0,0.989010989010989
wine,2,4,10,40,13,1.0,1.0,0.989010989010989
wine,2,4,20,40,5,1.0,1.0,0.989010989010989
wine,2,4,20,40,10,1.0,1.0,0.989010989010989
wine,2,4,20,40,13,1.0,1.0,0.989010989010989
wine,3,0,5,10,5,1.0,1.0,1.0
wine,3,0,5,10,10,1.0,1.0,1.0
wine,3,0,5,10,13,1.0,1.0,1.0
wine,3,0,5,20,5,1.0,1.0,0.9945054945054945
wine,3,0,5,20,10,1.0,1.0,0.9945054945054945
wine,3,0,5,20,13,1.0,1.0,0.9945054945054945
wine,3,0,5,40,5,1.0,1.0,0.9945054945054945
wine,3,0,5,40,10,1.0,1.0,0.9945054945054945
wine,3,0,5,40,13,1.0,1.0,0.9945054945054945
wine,3,0,10,20,5,1.0,1.0,0.9945054945054945
wine,3,0,10,20,10,1.0,1.0,0.9945054945054945
wine,3,0,10,20,13,1.0,1.0,0.9945054945054945
wine,3,0,10,40,5,1.0,1.0,0.9945054945054945
wine,3,0,10,40,10,1.0,1.0,0.9945054945054945
wine,3,0,10,40,13,1.0,1.0,0.9945054945054945
wine,3,0,20,40,5,1.0,1.0,1.0
wine,3,0,20,40,10,1.0,1.0,1.0
wine,3,0,20,40,13,1.0,1.0,1.0
wine,3,1,5,10,5,1.0,1.0,0.9780219780219779
wine,3,1,5,10,10,0.9,0.8181818181818182,0.9780219780219779
wine,3,1,5,10,13,1.0,1.0,0.9780219780219779
wine,3,1,5,20,5,1.0,1.0,0.9615384615384615
wine,3,1,5,20,10,0.9,0.8181818181818182,0.9615384615384615
wine,3,1,5,20,13,1.0,1.0,0.9615384615384615
wine,3,1,5,40,5,1.0,1.0,0.9615384615384615
wine,3,1,5,40,10,0.9,0.8181818181818182,0.9615384615384615
wine,3,1,5,40,13,1.0,1.0,0.9615384615384615
wine,3,1,10,20,5,1.0,1.0,0.9835164835164836
wine,3,1,10,20,10,1.0,1.0,0.9835164835164836
wine,3,1,10,20,13,1.0,1.0,0.9835164835164836
wine,3,1,10,40,5,1.0,1.0,0.9835164835164836
wine,3,1,10,40,10,1.0,1.0,0.9835164835164836
wine,3,1,10,40,13,1.0,1.0,0.9835164835164836
wine,3,1,20,40,5,1.0,1.0,1.0
wine,3,1,20,40,10,1.0,1.0,1.0
wine,3,1,20,40,13,1.0,1.0,1.0
wine,3,2,5,10,5,1.0,1.0,1.0
wine,3,2,5,10,10,1.0,1.0,1.0
wine,3,2,5,10,13,1.0,1.0,1.0
wine,3,2,5,20,5,1.0,1.0,0.9835164835164836
wine,3,2,5,20,10,1.0,1.0,0.9835164835164836
wine,3,2,5,20,13,1.0,1.0,0.9835164835164836
wine,3,2,5,40,5,1.0,1.0,0.989010989010989
wine,3,2,5,40,10,1.0,1.0,0.989010989010989
wine,3,2,5,40,13,1.0,1.0,0.989010989010989
wine,3,2,10,20,5,1.0,1.0,0.9835164835164836
wine,3,2,10,20,10,1.0,1.0,0.9835164835164836
wine,3,2,10,20,13,1.0,1.0,0.9835164835164836
wine,3,2,10,40,5,1.0,1.0,0.989010989010989
wine,3,2,10,40,10,1.0,1.0,0.989010989010989
wine,3,2,10,40,13,1.0,1.0,0.989010989010989
wine,3,2,20,40,5,1.0,1.0,0.989010989010989
wine,3,2,20,40,10,1.0,1.0,0.989010989010989
wine,3,2,20,40,13,1.0,1.0,0.989010989010989
wine,3,3,5,10,5,1.0,1.0,0.9395604395604396
wine,3,3,5,10,10,1.0,1.0,0.9395604395604396
wine,3,3,5,10,13,1.0,1.0,0.9395604395604396
wine,3,3,5,20,5,1.0,1.0,0.9395604395604396
wine,3,3,5,20,10,1.0,1.0,0.9395604395604396
wine,3,3,5,20,13,1.0,1.0,0.9395604395604396
wine,3,3,5,40,5,1.0,1.0,0.9285714285714285
wine,3,3,5,40,10,1.0,1.0,0.9285714285714285
wine,3,3,5,40,13,1.0,1.0,0.9285714285714285
wine,3,3,10,20,5,1.0,1.0,1.0
wine,3,3,10,20,10,1.0,1.0,1.0
wine,3,3,10,20,13,1.0,1.0,1.0
wine,3,3,10,40,5,1.0,1.0,0.9780219780219779
wine,3,3,10,40,10,1.0,1.0,0.9780219780219779
wine,3,3,10,40,13,1.0,1.0,0.9780219780219779
wine,3,3,20,40,5,1.0,1.0,0.9780219780219779
wine,3,3,20,40,10,1.0,1.0,0.9780219780219779
wine,3,3,20,40,13,1.0,1.0,0.9780219780219779
wine,3,4,5,10,5,1.0,1.0,0.9780219780219779
wine,3,4,5,10,10,1.0,1.0,0.9780219780219779
wine,3,4,5,10,13,1.0,1.0,0.9780219780219779
wine,3,4,5,20,5,1.0,1.0,0.9780219780219779
wine,3,4,5,20,10,1.0,1.0,0.9780219780219779
wine,3,4,5,20,13,1.0,1.0,0.9780219780219779
wine,3,4,5,40,5,1.0,1.0,0.9780219780219779
wine,3,4,5,40,10,1.0,1.0,0.9780219780219779
wine,3,4,5,40,13,1.0,1.0,0.9780219780219779
wine,3,4,10,20,5,1.0,1.0,0.967032967032967
wine,3,4,10,20,10,1.0,1.0,0.967032967032967
wine,3,4,10,20,13,1.0,1.0,0.967032967032967
wine,3,4,10,40,5,1.0,1.0,0.967032967032967
wine,3,4,10,40,10,1.0,1.0,0.967032967032967
wine,3,4,10,40,13,1.0,1.0,0.967032967032967
wine,3,4,20,40,5,1.0,1.0,1.0
wine,3,4,20,40,10,1.0,1.0,1.0
wine,3,4,20,40,13,1.0,1.0,1.0
wine,4,0,5,10,5,1.0,1.0,0.9395604395604396
wine,4,0,5,10,10,1.0,1.0,0.9395604395604396
wine,4,0,5,10,13,1.0,1.0,0.9395604395604396
wine,4,0,5,20,5,1.0,1.0,0.9340659340659341
wine,4,0,5,20,10,1.0,1.0,0.9340659340659341
wine,4,0,5,20,13,1.0,1.0,0.9340659340659341
wine,4,0,5,40,5,1.0,1.0,0.9340659340659341
wine,4,0,5,40,10,1.0,1.0,0.9340659340659341
wine,4,0,5,40,13,1.0,1.0,0.9340659340659341
wine,4,0,10,20,5,1.0,1.0,0.9945054945054945
wine,4,0,10,20,10,1.0,1.0,0.9945054945054945
wine,4,0,10,20,13,1.0,1.0,0.9945054945054945
wine,4,0,10,40,5,1.0,1.0,0.9945054945054945
wine,4,0,10,40,10,1.0,1.0,0.9945054945054945
wine,4,0,10,40,13,1.0,1.0,0.9945054945054945
wine,4,0,20,40,5,1.0,1.0,1.0
wine,4,0,20,40,10,1.0,1.0,1.0
wine,4,0,20,40,13,1.0,1.0,1.0
wine,4,1,5,10,5,1.0,1.0,1.0
wine,4,1,5,10,10,1.0,1.0,1.0
wine,4,1,5,10,13,1.0,1.0,1.0
wine,4,1,5,20,5,0.8,0.6666666666666666,0.9780219780219779
wine,4,1,5,20,10,1.0,1.0,0.9780219780219779
wine,4,1,5,20,13,1.0,1.0,0.9780219780219779
wine,4,1,5,40,5,0.8,0.6666666666666666,0.9560439560439561
wine,4,1,5,40,10,1.0,1.0,0.9560439560439561
wine,4,1,5,40,13,1.0,1.0,0.9560439560439561
wine,4,1,10,20,5,0.8,0.6666666666666666,0.9780219780219779
wine,4,1,10,20,10,1.0,1.0,0.9780219780219779
wine,4,1,10,20,13,1.0,1.0,0.9780219780219779
wine,4,1,10,40,5,0.8,0.6666666666666666,0.9560439560439561
wine,4,1,10,40,10,1.0,1.0,0.9560439560439561
wine,4,1,10,40,13,1.0,1.0,0.9560439560439561
wine,4,1,20,40,5,1.0,1.0,0.967032967032967
wine,4,1,20,40,10,1.0,1.0,0.967032967032967
wine,4,1,20,40,13,1.0,1.0,0.967032967032967
wine,4,2,5,10,5,1.0,1.0,0.9835164835164836
wine,4,2,5,10,10,1.0,1.0,0.9835164835164836
wine,4,2,5,10,13,1.0,1.0,0.9835164835164836
wine,4,2,5,20,5,1.0,1.0,0.9780219780219779
wine,4,2,5,20,10,1.0,1.0,0.9780219780219779
wine,4,2,5,20,13,1.0,1.0,0.9780219780219779
wine,4,2,5,40,5,1.0,1.0,0.9725274725274725
wine,4,2,5,40,10,1.0,1.0,0.9725274725274725
wine,4,2,5,40,13,1.0,1.0,0.9725274725274725
wine,4,2,10,20,5,1.0,1.0,0.9945054945054945
wine,4,2,10,20,10,1.0,1.0,0.9945054945054945
wine,4,2,10,20,13,1.0,1.0,0.9945054945054945
wine,4,2,10,40,5,1.0,1.0,0.989010989010989
wine,4,2,10,40,10,1.0,1.0,0.989010989010989
wine,4,2,10,40,13,1.0,1.0,0.989010989010989
wine,4,2,20,40,5,1.0,1.0,0.9945054945054945
wine,4,2,20,40,10,1.0,1.0,0.9945054945054945
wine,4,2,20,40,13,1.0,1.0,0.9945054945054945
wine,4,3,5,10,5,1.0,1.0,0.9120879120879121
wine,4,3,5,10,10,1.0,1.0,0.9120879120879121
wine,4,3,5,10,13,1.0,1.0,0.9120879120879121
wine,4,3,5,20,5,1.0,1.0,0.9120879120879121
wine,4,3,5,20,10,1.0,1.0,0.9120879120879121
wine,4,3,5,20,13,1.0,1.0,0.9120879120879121
wine,4,3,5,40,5,1.0,1.0,0.945054945054945
wine,4,3,5,40,10,1.0,1.0,0.945054945054945
wine,4,3,5,40,13,1.0,1.0,0.945054945054945
wine,4,3,10,20,5,1.0,1.0,1.0
wine,4,3,10,20,10,1.0,1.0,1.0
wine,4,3,10,20,13,1.0,1.0,1.0
wine,4,3,10,40,5,1.0,1.0,0.9780219780219779
wine,4,3,10,40,10,1.0,1.0,0.9780219780219779
wine,4,3,10,40,13,1.0,1.0,0.9780219780219779
wine,4,3,20,40,5,1.0,1.0,0.9780219780219779
wine,4,3,20,40,10,1.0,1.0,0.9780219780219779
wine,4,3,20,40,13,1.0,1.0,0.9780219780219779
wine,4,4,5,10,5,1.0,1.0,0.9725274725274725
wine,4,4,5,10,10,1.0,1.0,0.9725274725274725
wine,4,4,5,10,13,1.0,1.0,0.9725274725274725
wine,4,4,5,20,5,1.0,1.0,0.9725274725274725
wine,4,4,5,20,10,1.0,1.0,0.9725274725274725
wine,4,4,5,20,13,1.0,1.0,0.9725274725274725
wine,4,4,5,40,5,1.0,1.0,0.9560439560439561
wine,4,4,5,40,10,0.9,0.8181818181818182,0.9560439560439561
wine,4,4,5,40,13,1.0,1.0,0.9560439560439561
wine,4,4,10,20,5,1.0,1.0,1.0
wine,4,4,10,20,10,1.0,1.0,1.0
wine,4,4,10,20,13,1.0,1.0,1.0
wine,4,4,10,40,5,1.0,1.0,0.989010989010989
wine,4,4,10,40,10,0.9,0.8181818181818182,0.989010989010989
wine,4,4,10,40,13,1.0,1.0,0.989010989010989
wine,4,4,20,40,5,1.0,1.0,0.989010989010989
wine,4,4,20,40,10,0.9,0.8181818181818182,0.989010989010989
wine,4,4,20,40,13,1.0,1.0,0.989010989010989
