task,focus_method,baseline,dataset,n_cells,mean_delta,median_delta,min_delta,max_delta,win_share,nonloss_share
classification,cif,r_ctree,warpPIE10P,15,0.06754666666666664,0.06159999999999988,0.0035999999999999366,0.21299999999999997,1.0,1.0
classification,cif,r_ctree,orlraws10P,15,0.06426666666666668,0.062000000000000055,-0.07199999999999984,0.22799999999999998,0.6,0.6
classification,cif,r_ctree,ORL,15,0.061800000000000015,0.03699999999999992,-0.026000000000000023,0.21550000000000002,0.7333333333333333,0.7333333333333333
classification,cif,r_ctree,spam,12,0.05626402151252564,0.06213286237981497,0.008698535618107073,0.1013669285414569,1.0,1.0
classification,cif,r_ctree,arcene,15,0.055666666666666656,0.054797979797979846,0.006237373737373764,0.10131313131313135,1.0,1.0
classification,cif,r_ctree,letter,6,0.045345332564469126,0.03700786867425962,-0.00022862671711898486,0.10116378536748283,0.6666666666666666,0.6666666666666666
classification,cif,r_ctree,vowel-context,6,0.04427609427609431,0.023535353535353576,0.0,0.11737373737373741,0.5,1.0
classification,cif,r_ctree,page-blocks,6,0.037881876885669095,0.03343182495930497,-8.138351983655312e-06,0.09013796658398543,0.5,0.8333333333333334
classification,cif,r_ctree,musk,15,0.03576497220529887,0.017540488793639453,-0.0232763620038815,0.12401494152667147,0.6666666666666666,0.6666666666666666
classification,cif,r_ctree,wine,6,0.03469504569504572,0.042260221260221276,0.005925925925926001,0.05494468494468485,1.0,1.0
classification,cif,r_ctree,glass,6,0.024496031746031766,0.01197817460317463,0.0,0.06242460317460319,0.5,1.0
classification,cif,r_ctree,pendigits,6,0.014505438477723879,0.0038400636550787737,-0.0007911252440790939,0.056307298197577293,0.8333333333333334,0.8333333333333334
classification,cif,r_ctree,isolet,15,0.0032284513979429033,0.00446805736636241,-0.04510705490366512,0.06067362016514555,0.5333333333333333,0.5333333333333333
classification,cif,r_ctree,pixraw10P,15,0.002666666666666669,-0.0020000000000000018,-0.039999999999999925,0.06799999999999995,0.4666666666666667,0.4666666666666667
classification,cif,rf,warpAR10P,15,0.02742222222222223,0.023333333333333206,-0.030000000000000027,0.058666666666666756,0.9333333333333333,0.9333333333333333
classification,cif,rf,ORL,15,0.02400000000000002,0.018000000000000016,0.0045000000000000595,0.04600000000000004,1.0,1.0
classification,cif,rf,Yale,15,0.020029629629629637,0.019555555555555548,-0.004888888888888943,0.04844444444444446,0.9333333333333333,0.9333333333333333
classification,cif,rf,glass,6,0.006328042328042349,0.0,-0.002960317460317441,0.024115079365079506,0.3333333333333333,0.8333333333333334
classification,cif,rf,wine,6,0.003975308641975317,0.0045555555555555904,-0.001502645502645561,0.00702164502164504,0.8333333333333334,0.8333333333333334
classification,cif,rf,CLL_SUB_111,15,0.003333782267115611,0.0019797979797980814,-0.04383838383838379,0.05271380471380471,0.6,0.6
classification,cif,rf,vowel-context,6,0.002996632996633016,0.0,-0.005252525252525175,0.015353535353535452,0.3333333333333333,0.8333333333333334
classification,cif,rf,gamma,3,0.0,0.0,0.0,0.0,0.0,1.0
classification,cif,rf,musk,15,-0.00030508000750258574,0.001339626068711075,-0.013568220306261036,0.015373350278585884,0.6,0.6
classification,cif,rf,gisette,15,-0.0004533333333332908,0.00039999999999995595,-0.01086666666666658,0.009666666666666712,0.5333333333333333,0.5333333333333333
classification,cif,rf,page-blocks,6,-0.001198758803322042,-0.000332675726623044,-0.003916099769252335,0.0,0.0,0.3333333333333333
classification,cif,rf,warpPIE10P,15,-0.0015600000000000206,0.00039999999999995595,-0.026000000000000023,0.009399999999999964,0.5333333333333333,0.5333333333333333
classification,cif,rf,pendigits,6,-0.006351205934788773,0.0014318536567831663,-0.05709192557250442,0.009005583733049605,0.8333333333333334,0.8333333333333334
classification,cif,rf,pixraw10P,15,-0.007599999999999984,-0.0040000000000000036,-0.039999999999999925,0.008000000000000007,0.2,0.26666666666666666
classification,cif,rf,arcene,15,-0.007969696969696983,-0.004116161616161684,-0.043030303030303196,0.01755050505050504,0.26666666666666666,0.26666666666666666
classification,cif,rf,letter,6,-0.008282581326228592,0.0005660118069491515,-0.038512846150122404,0.00234035277708744,0.6666666666666666,0.6666666666666666
classification,cif,rf,spam,12,-0.010510752317228303,0.0027694545892120725,-0.14516046668057558,0.019440101847981395,0.6666666666666666,0.6666666666666666
classification,cif,rf,TOX_171,15,-0.012366402116402135,-0.011428571428571344,-0.050753968253968273,0.010714285714285787,0.2,0.2
classification,cif,rf,madelon,15,-0.012679999999999995,-0.0009000000000000119,-0.08229999999999993,0.015699999999999936,0.4666666666666667,0.4666666666666667
classification,cif,rf,ALLAML,15,-0.018237037037036993,-0.017555555555555435,-0.04977777777777781,0.008222222222222242,0.13333333333333333,0.13333333333333333
classification,cif,rf,isolet,15,-0.027893611473272507,0.006688830943068269,-0.10859887005649715,0.022553672316384166,0.6,0.6
classification,cif,rf,orlraws10P,15,-0.039466666666666636,-0.027999999999999914,-0.10399999999999987,0.006000000000000116,0.06666666666666667,0.06666666666666667
classification,cif,rfe,CLL_SUB_111,15,0.07555196408529742,0.07186531986531985,-0.01108417508417503,0.16129292929292938,0.9333333333333333,0.9333333333333333
classification,cif,rfe,arcene,15,0.024343434343434348,0.015202020202019995,-0.017727272727272703,0.09449494949494941,0.7333333333333333,0.7333333333333333
classification,cif,rfe,glass,6,0.018064153439153463,0.008480158730158782,0.0,0.055980158730158824,0.5,1.0
classification,cif,rfe,warpPIE10P,15,0.01527999999999999,0.005800000000000027,-0.006200000000000094,0.05719999999999992,0.8,0.8
classification,cif,rfe,ALLAML,15,0.012385185185185188,0.01288888888888895,-0.06666666666666676,0.12155555555555553,0.6,0.6
classification,cif,rfe,pixraw10P,15,0.011200000000000017,0.01200000000000001,-0.05800000000000005,0.07400000000000007,0.6666666666666666,0.6666666666666666
classification,cif,rfe,warpAR10P,15,0.00826666666666666,0.01333333333333342,-0.04200000000000004,0.04533333333333334,0.6666666666666666,0.6666666666666666
classification,cif,rfe,madelon,15,0.00776666666666667,0.00010000000000010001,-0.023800000000000043,0.0623999999999999,0.5333333333333333,0.5333333333333333
classification,cif,rfe,musk,15,0.004658423328444646,0.002692690583598778,-0.016451203365156486,0.031126076642878142,0.6,0.6
classification,cif,rfe,page-blocks,6,0.0036076015262737813,4.324840477887282e-05,0.0,0.011972462726289046,0.5,1.0
classification,cif,rfe,gamma,3,0.0021613270389442274,0.0018178935317409994,0.0011983383415196114,0.0034677492435720714,1.0,1.0
classification,cif,rfe,wine,6,0.0009267275933942942,0.0009523809523809823,-0.00524867724867728,0.0055238095238095974,0.6666666666666666,0.6666666666666666
classification,cif,rfe,gisette,15,0.0009133333333333585,0.00023333333333330764,-0.008433333333333293,0.020333333333333314,0.5333333333333333,0.5333333333333333
classification,cif,rfe,vowel-context,6,0.0006734006734006962,0.0,-0.0018181818181817189,0.006464646464646506,0.16666666666666666,0.6666666666666666
classification,cif,rfe,orlraws10P,15,0.0005333333333333782,0.006000000000000116,-0.07999999999999996,0.062000000000000055,0.6,0.6
classification,cif,rfe,Yale,15,-0.001096296296296284,-0.004444444444444473,-0.027555555555555555,0.0204444444444446,0.4666666666666667,0.4666666666666667
classification,cif,rfe,letter,6,-0.0035958150723688076,-0.0005193358068634191,-0.017719858761126972,0.00037041930456038763,0.5,0.5
classification,cif,rfe,ORL,15,-0.010066666666666661,0.0,-0.056499999999999884,0.013000000000000012,0.4,0.5333333333333333
classification,cif,rfe,spam,12,-0.012394861687194947,0.0022122642207013654,-0.16711706231853285,0.013249345207250407,0.6666666666666666,0.6666666666666666
classification,cif,rfe,pendigits,6,-0.013811873354985035,-0.009266599041229229,-0.041005021754251136,0.00128805674858945,0.3333333333333333,0.3333333333333333
classification,cif,rfe,TOX_171,15,-0.018943121693121713,-0.014702380952380967,-0.0749603174603175,0.01698412698412688,0.06666666666666667,0.06666666666666667
classification,cif,rfe,isolet,15,-0.08727498189193104,-0.02335419382877002,-0.22146110386788354,-0.0049969578444154505,0.0,0.0
classification,cif,xgb,Yale,15,0.03368888888888891,0.03600000000000014,-0.0066666666666664876,0.1004444444444445,0.9333333333333333,0.9333333333333333
classification,cif,xgb,warpAR10P,15,0.016222222222222218,0.022666666666666724,-0.05066666666666664,0.06933333333333336,0.7333333333333333,0.7333333333333333
classification,cif,xgb,arcene,15,0.010594276094276094,0.005050505050504861,-0.03944444444444439,0.06469696969696981,0.6,0.6
classification,cif,xgb,pendigits,6,0.009919323113676493,0.002288828586560432,-0.008193075083684609,0.03477882662720799,0.6666666666666666,0.6666666666666666
classification,cif,xgb,page-blocks,6,0.0097924469330072,0.006312700957228967,0.0,0.029843504694978873,0.5,1.0
classification,cif,xgb,wine,6,0.006817540484207167,0.005952861952861932,0.00046560846560850244,0.015767195767195763,1.0,1.0
classification,cif,xgb,ALLAML,15,0.005111111111111104,0.009777777777777663,-0.07622222222222219,0.1373333333333333,0.6,0.6
classification,cif,xgb,vowel-context,6,0.002727272727272745,0.0016161616161616266,0.0,0.009494949494949556,0.5,1.0
classification,cif,xgb,warpPIE10P,15,0.002613333333333297,-0.008400000000000074,-0.05300000000000005,0.0776,0.2,0.2
classification,cif,xgb,musk,15,0.000980860738646309,0.0015560289925355963,-0.024053613594279044,0.02476184298948647,0.6,0.6
classification,cif,xgb,pixraw10P,15,3.700743415417188e-17,0.0,-0.03799999999999992,0.030000000000000027,0.4666666666666667,0.6
classification,cif,xgb,gamma,3,0.0,0.0,0.0,0.0,0.0,1.0
classification,cif,xgb,glass,6,-0.001650793650793662,0.0,-0.01364682539682549,0.003238095238095151,0.3333333333333333,0.8333333333333334
classification,cif,xgb,letter,6,-0.009776600638654783,-0.000151271078339843,-0.05554932248745614,0.008825445973260515,0.3333333333333333,0.3333333333333333
classification,cif,xgb,spam,12,-0.016134142160095316,-0.00037379349010585594,-0.1492464691906944,0.002650074502264621,0.5,0.5
classification,cif,xgb,madelon,15,-0.020046666666666657,-0.007299999999999862,-0.07279999999999986,0.005900000000000016,0.26666666666666666,0.26666666666666666
classification,cif,xgb,gisette,15,-0.022271111111111092,-0.020466666666666633,-0.039966666666666706,-0.008233333333333426,0.0,0.0
classification,cif,xgb,ORL,15,-0.029699999999999966,-0.025000000000000022,-0.08949999999999991,0.0040000000000000036,0.06666666666666667,0.13333333333333333
classification,cif,xgb,isolet,15,-0.03726556569607418,-0.016009126466753676,-0.09791090830073879,0.0016892655367231058,0.06666666666666667,0.06666666666666667
classification,cif,xgb,CLL_SUB_111,15,-0.03940650953984286,-0.041818181818181754,-0.13074747474747472,0.08747474747474737,0.2,0.2
classification,cif,xgb,orlraws10P,15,-0.04426666666666664,-0.03799999999999992,-0.118,-0.0039999999999998925,0.0,0.0
classification,cif,xgb,TOX_171,15,-0.06630555555555559,-0.07440476190476197,-0.10630952380952385,-0.009126984126984206,0.0,0.0
regression,cif,boruta,coepra2,15,0.6598112046949205,-0.029704051050360267,-1.1755185508138903,6.019654127852442,0.4666666666666667,0.4666666666666667
regression,cif,boruta,coepra3,15,0.10695068344057197,0.12235307402425544,-0.07817331907971188,0.31970875558362843,0.8666666666666667,0.8666666666666667
regression,cif,boruta,coepra1,15,0.08303467993386947,0.11239026439807814,-0.2635066638723199,0.3014360007144789,0.7333333333333333,0.7333333333333333
regression,cif,boruta,residential,15,0.03390716650954786,0.01622737386203303,-0.008126124384921996,0.17824351562403928,0.7333333333333333,0.7333333333333333
regression,cif,boruta,comm_violence,15,0.02288942740352396,0.006614585815723051,-0.07618741218970881,0.19997096454740826,0.6666666666666666,0.6666666666666666
regression,cif,boruta,community_crime,15,0.007958999740664349,-0.0004137345702027728,-0.019642014647827666,0.08717190347714054,0.4666666666666667,0.4666666666666667
regression,cif,boruta,facebook,6,0.007786733713572552,0.004670760308340686,-0.0032449884340035595,0.02165093705504484,0.8333333333333334,0.8333333333333334
regression,cif,boruta,imports-85,12,0.006871554128864217,0.0005142547604228137,-0.04564604391098559,0.047248747940044744,0.75,0.75
regression,cif,cat,coepra1,15,0.15320299715042546,-0.030177694096967522,-0.2928870870923759,3.0537381149988327,0.26666666666666666,0.26666666666666666
regression,cif,cat,coepra3,15,0.07075079621762735,0.0495265674168652,-0.005818215648268343,0.286319164112394,0.8666666666666667,0.8666666666666667
regression,cif,cat,residential,15,0.01698982828726596,0.007810937940235685,-0.0018850002957104817,0.09294883254176489,0.6666666666666666,0.6666666666666666
regression,cif,cat,facebook,6,0.007546763225420093,0.0001890504638885071,-0.000126808315161403,0.0239897280903644,0.6666666666666666,0.6666666666666666
regression,cif,cat,imports-85,12,-0.0023065021222995288,0.00013736786261539513,-0.03331710563487833,0.03173642417406786,0.6666666666666666,0.6666666666666666
regression,cif,cat,community_crime,15,-0.00866181002975075,-0.006645592958528068,-0.035754828547815753,0.009986526494798809,0.26666666666666666,0.26666666666666666
regression,cif,cat,coepra2,15,-0.017475781738737886,-0.14448464827291002,-0.4516095846259225,1.855608608807747,0.13333333333333333,0.13333333333333333
regression,cif,cat,comm_violence,15,-0.01931411752620309,-0.0061534645418065415,-0.09367996738233897,0.020037525733321182,0.26666666666666666,0.26666666666666666
regression,cif,cit,coepra2,15,2.2415340239143076,0.24097874093634158,-0.30000437401296765,7.393309362764611,0.8,0.8
regression,cif,cit,coepra3,15,0.6451636366582306,0.16194858247481247,-0.31540780097422483,2.444419507854215,0.8,0.8
regression,cif,cit,residential,15,0.013011661648060547,0.00026936902113494643,-0.011583189987721787,0.106483974216947,0.5333333333333333,0.5333333333333333
regression,cif,cit,coepra1,15,0.012289325151366144,-0.016601165306578153,-0.43740448493582623,0.27698370272128964,0.4,0.4
regression,cif,cit,community_crime,15,0.0038598446303291195,0.0018395719618745643,-0.03005275066433777,0.03149514240056028,0.5333333333333333,0.5333333333333333
regression,cif,cit,facebook,6,0.0010960293569118092,0.00011800515547888413,-0.022277093537980908,0.024578321146396066,0.5,0.5
regression,cif,cit,imports-85,12,-0.002112392979409135,0.0012551194024773837,-0.06965406946074792,0.04048394805745792,0.75,0.75
regression,cif,cit,comm_violence,15,-0.036613366739727565,-0.006668731785505533,-0.2024868906146733,0.004795329821012731,0.13333333333333333,0.13333333333333333
regression,cif,cpi,coepra2,15,4.1767510945507915,1.0092757923376723,0.0879544969774443,14.263904573677179,1.0,1.0
regression,cif,cpi,coepra1,15,0.5062398690452911,0.3952308907980449,0.00683277809036692,1.7382578103404,1.0,1.0
regression,cif,cpi,community_crime,15,0.14280002720781687,0.09444312316064285,0.006107472176788975,0.37821154388153755,1.0,1.0
regression,cif,cpi,imports-85,12,0.05376634743359185,0.027211783197553907,0.0003884942894888943,0.21861086483986986,1.0,1.0
regression,cif,cpi,residential,15,0.040436010959712235,0.01993250514212079,-0.0009447634559330842,0.12802580050279022,0.8666666666666667,0.8666666666666667
regression,cif,cpi,facebook,6,0.022431373234026653,0.0251583258564112,0.001175105196427717,0.044901232916124065,1.0,1.0
regression,cif,cpi,coepra3,15,0.0176179840555248,0.006967939393886114,-0.08707704364999466,0.1579982024298313,0.5333333333333333,0.5333333333333333
regression,cif,cpi,comm_violence,15,-0.0019478487102599785,0.004040095637373467,-0.058911051675074044,0.03655319095100814,0.6,0.6
regression,cif,et,coepra3,15,0.1340952751948333,0.14035024912146804,-0.03498279458642167,0.28232040454111185,0.9333333333333333,0.9333333333333333
regression,cif,et,facebook,6,0.006253072261415773,0.0030700770545137417,-2.393224480257139e-06,0.019408625815718797,0.8333333333333334,0.8333333333333334
regression,cif,et,residential,15,0.004063530486504056,0.0004846487418419254,-0.0044886513400183015,0.04102649709426942,0.5333333333333333,0.5333333333333333
regression,cif,et,community_crime,15,-0.007202086256233723,-0.008494222336092316,-0.022382805012318374,0.0031409003900897403,0.2,0.2
regression,cif,et,imports-85,12,-0.014843459893737532,-0.00984202646269966,-0.0747369252240232,0.03086986164449912,0.4166666666666667,0.4166666666666667
regression,cif,et,comm_violence,15,-0.019491255718949205,-0.006199690366861965,-0.0657303578347267,0.0025369568811014487,0.13333333333333333,0.13333333333333333
regression,cif,et,coepra1,15,-0.05428317516885763,-0.08846728983018498,-0.30784764363605877,0.2511102161660371,0.26666666666666666,0.26666666666666666
regression,cif,et,coepra2,15,-0.23931399338222453,-0.1795556670494283,-0.9304277581530365,0.10981864428622781,0.13333333333333333,0.13333333333333333
regression,cif,lgbm,coepra2,15,2.239246427124348,0.23181458160395835,-0.3115989337667857,7.396944907277561,0.8,0.8
regression,cif,lgbm,coepra1,15,0.5824226036916827,0.01314515134868649,-0.530187093144577,3.3667918659423024,0.5333333333333333,0.5333333333333333
regression,cif,lgbm,residential,15,0.028473515762535612,0.014184518675252528,-0.00445851439987921,0.17391889785994885,0.6666666666666666,0.6666666666666666
regression,cif,lgbm,coepra3,15,0.020156457005025018,0.019262039915355356,-0.16952916731605777,0.423416777594385,0.6,0.6
regression,cif,lgbm,imports-85,12,0.008930080864305575,0.0004806590482799161,-0.01014839175659532,0.034720137993707434,0.75,0.75
regression,cif,lgbm,facebook,6,-0.0006932542412169557,-2.4887992408236664e-05,-0.009793024744502166,0.008663995437176553,0.5,0.5
regression,cif,lgbm,community_crime,15,-0.008322553762650942,-0.005027654794094283,-0.03902540286204781,0.007565454590984455,0.26666666666666666,0.26666666666666666
regression,cif,lgbm,comm_violence,15,-0.009066453777056317,-0.003183435245729005,-0.07609358225491003,0.016447620612816405,0.4,0.4
regression,cif,pi,coepra2,15,1.3762477338859325,0.15439176962448325,-0.825246629108476,4.96491203905947,0.7333333333333333,0.7333333333333333
regression,cif,pi,coepra1,15,0.21485642160861765,0.1862114206185757,0.03540200631379537,0.6518683201401093,1.0,1.0
regression,cif,pi,coepra3,15,0.1655009511016867,0.02001225579604169,-0.042415583869649415,2.074546896963406,0.7333333333333333,0.7333333333333333
regression,cif,pi,residential,15,0.028179969495426012,0.012267659747305718,-0.007516274929148303,0.1408227402703337,0.6666666666666666,0.6666666666666666
regression,cif,pi,facebook,6,0.01782260340340446,0.015361603020258033,0.001383082441011596,0.037393814657598515,1.0,1.0
regression,cif,pi,imports-85,12,0.008332507119532685,0.0008336611174559888,-0.005375575903134422,0.04281634203550955,0.8333333333333334,0.8333333333333334
regression,cif,pi,community_crime,15,-0.005263715712853897,-0.00378179909717824,-0.03363627351824472,0.007368036868370065,0.26666666666666666,0.26666666666666666
regression,cif,pi,comm_violence,15,-0.013474194592170865,-0.005163012831469693,-0.08102898776294576,0.01762653016633115,0.3333333333333333,0.3333333333333333
regression,cif,ptest_dc,coepra2,15,0.8427099585791423,0.25256622529025946,-0.3538627484728418,4.218295062892455,0.7333333333333333,0.7333333333333333
regression,cif,ptest_dc,coepra1,15,0.5858159970326574,0.06668507086842115,-0.1084854517456699,2.0948035290817626,0.7333333333333333,0.7333333333333333
regression,cif,ptest_dc,coepra3,15,0.1892786987620658,0.19611068102062362,-0.28831201165874953,0.5551751672916336,0.9333333333333333,0.9333333333333333
regression,cif,ptest_dc,imports-85,12,0.011451794302873195,0.0038106777560140137,-0.016002929950015732,0.053901033925336184,0.6666666666666666,0.6666666666666666
regression,cif,ptest_dc,comm_violence,15,0.010916396364521285,0.0027051111631032354,-0.006188041923293221,0.06512500857774484,0.8666666666666667,0.8666666666666667
regression,cif,ptest_dc,community_crime,15,0.0033927902646507507,0.004987752331781725,-0.01984987054267162,0.01366346790117512,0.7333333333333333,0.7333333333333333
regression,cif,ptest_dc,facebook,6,-0.003873421428744366,-0.003607702078503139,-0.01006499538328931,1.3064240082294454e-05,0.16666666666666666,0.16666666666666666
regression,cif,ptest_dc,residential,15,-0.009588462607378268,-0.0028968860828620935,-0.061881566310138525,0.0021844318999623136,0.26666666666666666,0.26666666666666666
regression,cif,ptest_pc,coepra2,15,0.5047632162185928,0.26182362857942754,-0.6195948583406945,2.142000528057973,0.8,0.8
regression,cif,ptest_pc,coepra1,15,0.27427957016533683,0.07033660482766863,-0.29573695093979147,1.0687296901686747,0.8,0.8
regression,cif,ptest_pc,coepra3,15,0.20250180863080983,0.187163216019454,-0.4132493722799516,0.7033730957086513,0.9333333333333333,0.9333333333333333
regression,cif,ptest_pc,comm_violence,15,0.009256967651026097,0.004100265509785907,-0.0011245201758748324,0.03443668447876447,0.8,0.8
regression,cif,ptest_pc,community_crime,15,0.00307399287860984,0.004208757769078586,-0.018189631002939022,0.011813025490335582,0.8666666666666667,0.8666666666666667
regression,cif,ptest_pc,imports-85,12,0.0019013111699918324,0.0003301321862516776,-0.01639572692136526,0.03230572274654253,0.5833333333333334,0.5833333333333334
regression,cif,ptest_pc,facebook,6,-0.002679318904534564,-0.0031438986888044085,-0.0054668231095506,6.8032013140761904e-06,0.16666666666666666,0.16666666666666666
regression,cif,ptest_pc,residential,15,-0.014749409455467247,-0.007576106858104732,-0.07570129472451981,0.002620182272610183,0.06666666666666667,0.06666666666666667
regression,cif,ptest_rdc,coepra2,15,1.0569902189749047,0.40635217162311277,-0.06609129813289338,4.856802269365176,0.8666666666666667,0.8666666666666667
regression,cif,ptest_rdc,coepra3,15,0.5350882868885904,0.20025445966048125,0.05002146411435553,2.9016442258369466,1.0,1.0
regression,cif,ptest_rdc,coepra1,15,0.21839807770288802,0.07691074113478202,-0.02348768898949738,0.9927753004092588,0.8666666666666667,0.8666666666666667
regression,cif,ptest_rdc,imports-85,12,0.009257431467330905,0.002156535823419306,-0.013259589671599015,0.03591905730226852,0.5833333333333334,0.5833333333333334
regression,cif,ptest_rdc,comm_violence,15,0.008605137733041677,0.00306834145856949,-0.011526610489781514,0.06446350177173499,0.6,0.6
regression,cif,ptest_rdc,community_crime,15,-0.0027052573112797667,-0.0010457130300629558,-0.015069820591657845,0.006197098735280959,0.4666666666666667,0.4666666666666667
regression,cif,ptest_rdc,facebook,6,-0.0038511746565899007,-0.0035539343112966464,-0.01006499538328931,1.3064240082294454e-05,0.16666666666666666,0.16666666666666666
regression,cif,ptest_rdc,residential,15,-0.016578791898176497,-0.011339430638653183,-0.07017623092743197,0.00196702558537043,0.06666666666666667,0.06666666666666667
regression,cif,r_cforest,coepra2,15,4.860960012062531,0.5515140719819593,-0.546478339368004,17.377468876221148,0.8,0.8
regression,cif,r_cforest,coepra1,15,0.645661137625788,0.2664927355518848,-0.10612674493021787,2.081101341939102,0.9333333333333333,0.9333333333333333
regression,cif,r_cforest,coepra3,15,0.1936165015093044,0.16035159137794733,-0.3130193518490363,0.5762262089199848,0.8666666666666667,0.8666666666666667
regression,cif,r_cforest,comm_violence,15,0.03392389732949512,0.02495105930623487,-0.0029799838702905083,0.10118462726422972,0.8666666666666667,0.8666666666666667
regression,cif,r_cforest,imports-85,12,0.02779763499986912,0.027685020938021165,0.0008450969429131261,0.062432587762410674,1.0,1.0
regression,cif,r_cforest,community_crime,15,0.009857166561207394,0.007381125605187888,-0.002651153899147496,0.019869545816479595,0.9333333333333333,0.9333333333333333
regression,cif,r_cforest,facebook,6,0.0008709331581066264,6.329614592404109e-06,-0.0025448983407941883,0.007060367204082461,0.5,0.5
regression,cif,r_cforest,residential,15,-0.003974079295462745,-0.00037253337920895024,-0.02598828955268273,0.006369201059854834,0.3333333333333333,0.3333333333333333
regression,cif,r_ctree,coepra2,15,0.8506108849129715,0.5503975383803138,0.030809867101583288,1.809244661251716,1.0,1.0
regression,cif,r_ctree,coepra3,15,0.3017750949011483,0.11356330455534336,-0.08952911963583918,2.5373617907818633,0.8,0.8
regression,cif,r_ctree,coepra1,15,0.295112393790698,0.07499281848692402,-0.45669797023587216,1.604497453557621,0.8666666666666667,0.8666666666666667
regression,cif,r_ctree,comm_violence,15,0.28343372195313477,0.3098378958946464,0.007803611929742251,0.5855536960689849,1.0,1.0
regression,cif,r_ctree,facebook,6,0.03943907388594709,0.034333409525408684,0.000492599617074263,0.09360612708389893,1.0,1.0
regression,cif,r_ctree,community_crime,15,0.02916211384531561,0.031892768538885785,-0.007835257908044624,0.06711462920039635,0.8666666666666667,0.8666666666666667
regression,cif,r_ctree,residential,15,0.020512732139791084,0.009643183107427622,-0.00854227145548525,0.10129286854943487,0.8,0.8
regression,cif,r_ctree,imports-85,12,-0.008420873130068724,0.0012985810672387077,-0.06656057137716398,0.02317979708529805,0.6666666666666666,0.6666666666666666
regression,cif,rf,coepra3,15,0.03934977937620874,0.04623454547966982,-0.029701020039385836,0.13361355127849286,0.7333333333333333,0.7333333333333333
regression,cif,rf,residential,15,0.032992731900945524,0.015450073941336781,-0.0076561502168420725,0.17556834795888132,0.8,0.8
regression,cif,rf,imports-85,12,0.007762135880170725,0.0006991588143689664,-0.032069398557047046,0.045892896014935625,0.8333333333333334,0.8333333333333334
regression,cif,rf,coepra1,15,0.006379843134866994,0.005340620200308066,-0.1563714426337025,0.2333692312222633,0.6,0.6
regression,cif,rf,facebook,6,0.002781487380343818,0.001104408480084411,-0.00010651968447006332,0.012067282236746024,0.8333333333333334,0.8333333333333334
regression,cif,rf,community_crime,15,-0.006980017736879463,-0.008446445511935075,-0.018176833047128804,0.006665132758986725,0.26666666666666666,0.26666666666666666
regression,cif,rf,comm_violence,15,-0.01568069386853001,-0.0061534645418065415,-0.08216220596636348,0.013884676933440657,0.3333333333333333,0.3333333333333333
regression,cif,rf,coepra2,15,-0.045472579918665906,-0.061937636733050944,-0.8735953411103072,1.5431360615662544,0.4666666666666667,0.4666666666666667
regression,cif,rfe,coepra2,15,0.6870014373320704,0.053897986202044335,-0.7773459846181683,2.260166040870428,0.5333333333333333,0.5333333333333333
regression,cif,rfe,coepra3,15,0.08512046972635835,0.055217018668331445,-0.04288413744839639,0.35119745570627114,0.8,0.8
regression,cif,rfe,comm_violence,15,0.059150237014024526,0.06559311611769258,0.005247299038991909,0.11853816573233178,1.0,1.0
regression,cif,rfe,coepra1,15,0.04275557914116378,-0.022320858007788658,-0.2800339819860546,0.7654485573572352,0.4666666666666667,0.4666666666666667
regression,cif,rfe,residential,15,0.034374154591895974,0.018569328726751502,-0.01007913691682405,0.17798928892834087,0.7333333333333333,0.7333333333333333
regression,cif,rfe,community_crime,15,0.006376252837120955,0.008693236719119701,-0.0110497874263914,0.016779571484866085,0.8,0.8
regression,cif,rfe,imports-85,12,0.0038662858677932246,0.00040877561698288156,-0.04233851784408771,0.04059434476435586,0.75,0.75
regression,cif,rfe,facebook,6,0.003067864776594414,0.0016519755322047629,-1.1178226816399572e-06,0.012781444695421737,0.8333333333333334,0.8333333333333334
regression,cif,xgb,coepra2,15,0.24674453944168637,0.08015898173201141,-0.8452796701180654,2.4386147174123205,0.6,0.6
regression,cif,xgb,community_crime,15,0.10216325229070725,0.02971668441656039,-0.019569117060497798,0.36910649270257556,0.8,0.8
regression,cif,xgb,coepra1,15,0.0582713357602338,-0.0996000805315814,-0.5097713374793063,1.7041322643003693,0.3333333333333333,0.3333333333333333
regression,cif,xgb,coepra3,15,0.037242015655537725,0.018826579928615847,-0.05472650743632557,0.3599248501729385,0.5333333333333333,0.5333333333333333
regression,cif,xgb,residential,15,0.03319986059712413,0.017335192171118688,-0.0032019620581345,0.17670811782951223,0.8,0.8
regression,cif,xgb,imports-85,12,0.02407897414896255,0.01885419870262217,0.0006816714667591539,0.08042006109542754,1.0,1.0
regression,cif,xgb,facebook,6,0.007007558198077086,0.00631380437489687,-0.0015510635998527977,0.01613534300698348,0.8333333333333334,0.8333333333333334
regression,cif,xgb,comm_violence,15,-0.03052483693391699,-0.014002831134254337,-0.12165250753380075,0.012618739904962404,0.2,0.2
