task,dataset,downstream_model,endpoint_k,method_base,method_id,has_endpoint_row,missing_endpoint_row
classification,warpPIE10P,lr,2420,cif,cif__6556bbc3e830b25a,True,False
classification,warpPIE10P,lr,2420,cit,cit__bc8d0ddbb26c15b5,True,False
classification,warpPIE10P,lr,2420,cpi,cpi__6e89acc5e72da5a8,True,False
classification,warpPIE10P,lr,2420,dt,dt__99914b932bd37a50,True,False
classification,warpPIE10P,lr,2420,et,et__f5580a1865f967c8,True,False
classification,warpPIE10P,lr,2420,lgbm,lgbm__71ba9ba402678146,True,False
classification,warpPIE10P,lr,2420,pi,pi__6e89acc5e72da5a8,True,False
classification,warpPIE10P,lr,2420,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,warpPIE10P,lr,2420,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,warpPIE10P,lr,2420,r_cforest,r_cforest__37be32340835a93b,True,False
classification,warpPIE10P,lr,2420,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,warpPIE10P,lr,2420,rf,rf__27caa3a0a3b84fd9,True,False
classification,warpPIE10P,lr,2420,rfe,rfe__99914b932bd37a50,True,False
classification,warpPIE10P,lr,2420,rt,rt__99914b932bd37a50,True,False
classification,warpPIE10P,lr,2420,xgb,xgb__1c62fadfc5e2988f,True,False
classification,warpPIE10P,svm,2420,boruta,boruta__7f986516a1727870,True,False
classification,warpPIE10P,svm,2420,cat,cat__024a0842d4337711,True,False
classification,warpPIE10P,svm,2420,cif,cif__6556bbc3e830b25a,True,False
classification,warpPIE10P,svm,2420,cit,cit__bc8d0ddbb26c15b5,True,False
classification,warpPIE10P,svm,2420,cpi,cpi__6e89acc5e72da5a8,True,False
classification,warpPIE10P,svm,2420,dt,dt__99914b932bd37a50,True,False
classification,warpPIE10P,svm,2420,et,et__f5580a1865f967c8,True,False
classification,warpPIE10P,svm,2420,lgbm,lgbm__71ba9ba402678146,True,False
classification,warpPIE10P,svm,2420,pi,pi__6e89acc5e72da5a8,True,False
classification,warpPIE10P,svm,2420,ptest_mc,ptest_mc__307d6fc3284c28e2,True,False
classification,warpPIE10P,svm,2420,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
classification,warpPIE10P,svm,2420,r_cforest,r_cforest__37be32340835a93b,True,False
classification,warpPIE10P,svm,2420,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
classification,warpPIE10P,svm,2420,rf,rf__27caa3a0a3b84fd9,True,False
classification,warpPIE10P,svm,2420,rfe,rfe__99914b932bd37a50,True,False
classification,warpPIE10P,svm,2420,rt,rt__99914b932bd37a50,True,False
classification,warpPIE10P,svm,2420,xgb,xgb__1c62fadfc5e2988f,True,False
regression,coepra1,knn,5787,boruta,boruta__7f986516a1727870,True,False
regression,coepra1,knn,5787,cat,cat__024a0842d4337711,True,False
regression,coepra1,knn,5787,cif,cif__a01a3672a449d400,True,False
regression,coepra1,knn,5787,cit,cit__2cd925b5323e9208,True,False
regression,coepra1,knn,5787,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra1,knn,5787,dt,dt__99914b932bd37a50,True,False
regression,coepra1,knn,5787,et,et__f09eb85fc7f75870,True,False
regression,coepra1,knn,5787,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra1,knn,5787,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra1,knn,5787,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra1,knn,5787,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra1,knn,5787,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra1,knn,5787,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra1,knn,5787,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra1,knn,5787,rf,rf__aed17443e3db937d,True,False
regression,coepra1,knn,5787,rfe,rfe__99914b932bd37a50,True,False
regression,coepra1,knn,5787,rt,rt__99914b932bd37a50,True,False
regression,coepra1,knn,5787,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra1,ridge,5787,boruta,boruta__7f986516a1727870,True,False
regression,coepra1,ridge,5787,cat,cat__024a0842d4337711,True,False
regression,coepra1,ridge,5787,cif,cif__a01a3672a449d400,True,False
regression,coepra1,ridge,5787,cit,cit__2cd925b5323e9208,True,False
regression,coepra1,ridge,5787,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra1,ridge,5787,dt,dt__99914b932bd37a50,True,False
regression,coepra1,ridge,5787,et,et__f09eb85fc7f75870,True,False
regression,coepra1,ridge,5787,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra1,ridge,5787,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra1,ridge,5787,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra1,ridge,5787,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra1,ridge,5787,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra1,ridge,5787,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra1,ridge,5787,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra1,ridge,5787,rf,rf__aed17443e3db937d,True,False
regression,coepra1,ridge,5787,rfe,rfe__99914b932bd37a50,True,False
regression,coepra1,ridge,5787,rt,rt__99914b932bd37a50,True,False
regression,coepra1,ridge,5787,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra1,svr,5787,boruta,boruta__7f986516a1727870,True,False
regression,coepra1,svr,5787,cat,cat__024a0842d4337711,True,False
regression,coepra1,svr,5787,cif,cif__a01a3672a449d400,True,False
regression,coepra1,svr,5787,cit,cit__2cd925b5323e9208,True,False
regression,coepra1,svr,5787,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra1,svr,5787,dt,dt__99914b932bd37a50,True,False
regression,coepra1,svr,5787,et,et__f09eb85fc7f75870,True,False
regression,coepra1,svr,5787,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra1,svr,5787,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra1,svr,5787,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra1,svr,5787,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra1,svr,5787,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra1,svr,5787,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra1,svr,5787,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra1,svr,5787,rf,rf__aed17443e3db937d,True,False
regression,coepra1,svr,5787,rfe,rfe__99914b932bd37a50,True,False
regression,coepra1,svr,5787,rt,rt__99914b932bd37a50,True,False
regression,coepra1,svr,5787,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra2,knn,5144,boruta,boruta__7f986516a1727870,True,False
regression,coepra2,knn,5144,cat,cat__024a0842d4337711,True,False
regression,coepra2,knn,5144,cif,cif__a01a3672a449d400,True,False
regression,coepra2,knn,5144,cit,cit__2cd925b5323e9208,True,False
regression,coepra2,knn,5144,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra2,knn,5144,dt,dt__99914b932bd37a50,True,False
regression,coepra2,knn,5144,et,et__f09eb85fc7f75870,True,False
regression,coepra2,knn,5144,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra2,knn,5144,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra2,knn,5144,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra2,knn,5144,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra2,knn,5144,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra2,knn,5144,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra2,knn,5144,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra2,knn,5144,rf,rf__aed17443e3db937d,True,False
regression,coepra2,knn,5144,rfe,rfe__99914b932bd37a50,True,False
regression,coepra2,knn,5144,rt,rt__99914b932bd37a50,True,False
regression,coepra2,knn,5144,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra2,ridge,5144,boruta,boruta__7f986516a1727870,True,False
regression,coepra2,ridge,5144,cat,cat__024a0842d4337711,True,False
regression,coepra2,ridge,5144,cif,cif__a01a3672a449d400,True,False
regression,coepra2,ridge,5144,cit,cit__2cd925b5323e9208,True,False
regression,coepra2,ridge,5144,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra2,ridge,5144,dt,dt__99914b932bd37a50,True,False
regression,coepra2,ridge,5144,et,et__f09eb85fc7f75870,True,False
regression,coepra2,ridge,5144,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra2,ridge,5144,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra2,ridge,5144,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra2,ridge,5144,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra2,ridge,5144,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra2,ridge,5144,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra2,ridge,5144,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra2,ridge,5144,rf,rf__aed17443e3db937d,True,False
regression,coepra2,ridge,5144,rfe,rfe__99914b932bd37a50,True,False
regression,coepra2,ridge,5144,rt,rt__99914b932bd37a50,True,False
regression,coepra2,ridge,5144,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra2,svr,5144,boruta,boruta__7f986516a1727870,True,False
regression,coepra2,svr,5144,cat,cat__024a0842d4337711,True,False
regression,coepra2,svr,5144,cif,cif__a01a3672a449d400,True,False
regression,coepra2,svr,5144,cit,cit__2cd925b5323e9208,True,False
regression,coepra2,svr,5144,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra2,svr,5144,dt,dt__99914b932bd37a50,True,False
regression,coepra2,svr,5144,et,et__f09eb85fc7f75870,True,False
regression,coepra2,svr,5144,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra2,svr,5144,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra2,svr,5144,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra2,svr,5144,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra2,svr,5144,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra2,svr,5144,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra2,svr,5144,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra2,svr,5144,rf,rf__aed17443e3db937d,True,False
regression,coepra2,svr,5144,rfe,rfe__99914b932bd37a50,True,False
regression,coepra2,svr,5144,rt,rt__99914b932bd37a50,True,False
regression,coepra2,svr,5144,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra3,knn,5787,boruta,boruta__7f986516a1727870,True,False
regression,coepra3,knn,5787,cat,cat__024a0842d4337711,True,False
regression,coepra3,knn,5787,cif,cif__a01a3672a449d400,True,False
regression,coepra3,knn,5787,cit,cit__2cd925b5323e9208,True,False
regression,coepra3,knn,5787,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra3,knn,5787,dt,dt__99914b932bd37a50,True,False
regression,coepra3,knn,5787,et,et__f09eb85fc7f75870,True,False
regression,coepra3,knn,5787,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra3,knn,5787,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra3,knn,5787,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra3,knn,5787,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra3,knn,5787,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra3,knn,5787,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra3,knn,5787,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra3,knn,5787,rf,rf__aed17443e3db937d,True,False
regression,coepra3,knn,5787,rfe,rfe__99914b932bd37a50,True,False
regression,coepra3,knn,5787,rt,rt__99914b932bd37a50,True,False
regression,coepra3,knn,5787,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra3,ridge,5787,boruta,boruta__7f986516a1727870,True,False
regression,coepra3,ridge,5787,cat,cat__024a0842d4337711,True,False
regression,coepra3,ridge,5787,cif,cif__a01a3672a449d400,True,False
regression,coepra3,ridge,5787,cit,cit__2cd925b5323e9208,True,False
regression,coepra3,ridge,5787,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra3,ridge,5787,dt,dt__99914b932bd37a50,True,False
regression,coepra3,ridge,5787,et,et__f09eb85fc7f75870,True,False
regression,coepra3,ridge,5787,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra3,ridge,5787,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra3,ridge,5787,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra3,ridge,5787,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra3,ridge,5787,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra3,ridge,5787,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra3,ridge,5787,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra3,ridge,5787,rf,rf__aed17443e3db937d,True,False
regression,coepra3,ridge,5787,rfe,rfe__99914b932bd37a50,True,False
regression,coepra3,ridge,5787,rt,rt__99914b932bd37a50,True,False
regression,coepra3,ridge,5787,xgb,xgb__c2661145d45caaf6,True,False
regression,coepra3,svr,5787,boruta,boruta__7f986516a1727870,True,False
regression,coepra3,svr,5787,cat,cat__024a0842d4337711,True,False
regression,coepra3,svr,5787,cif,cif__a01a3672a449d400,True,False
regression,coepra3,svr,5787,cit,cit__2cd925b5323e9208,True,False
regression,coepra3,svr,5787,cpi,cpi__6e89acc5e72da5a8,True,False
regression,coepra3,svr,5787,dt,dt__99914b932bd37a50,True,False
regression,coepra3,svr,5787,et,et__f09eb85fc7f75870,True,False
regression,coepra3,svr,5787,lgbm,lgbm__71ba9ba402678146,True,False
regression,coepra3,svr,5787,pi,pi__6e89acc5e72da5a8,True,False
regression,coepra3,svr,5787,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,coepra3,svr,5787,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,coepra3,svr,5787,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,coepra3,svr,5787,r_cforest,r_cforest__37be32340835a93b,True,False
regression,coepra3,svr,5787,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,coepra3,svr,5787,rf,rf__aed17443e3db937d,True,False
regression,coepra3,svr,5787,rfe,rfe__99914b932bd37a50,True,False
regression,coepra3,svr,5787,rt,rt__99914b932bd37a50,True,False
regression,coepra3,svr,5787,xgb,xgb__c2661145d45caaf6,True,False
regression,comm_violence,knn,2210,boruta,boruta__7f986516a1727870,True,False
regression,comm_violence,knn,2210,cat,cat__024a0842d4337711,True,False
regression,comm_violence,knn,2210,cif,cif__a01a3672a449d400,True,False
regression,comm_violence,knn,2210,cit,cit__2cd925b5323e9208,True,False
regression,comm_violence,knn,2210,cpi,cpi__6e89acc5e72da5a8,True,False
regression,comm_violence,knn,2210,dt,dt__99914b932bd37a50,True,False
regression,comm_violence,knn,2210,et,et__f09eb85fc7f75870,True,False
regression,comm_violence,knn,2210,lgbm,lgbm__71ba9ba402678146,True,False
regression,comm_violence,knn,2210,pi,pi__6e89acc5e72da5a8,True,False
regression,comm_violence,knn,2210,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,comm_violence,knn,2210,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,comm_violence,knn,2210,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,comm_violence,knn,2210,r_cforest,r_cforest__37be32340835a93b,True,False
regression,comm_violence,knn,2210,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,comm_violence,knn,2210,rf,rf__aed17443e3db937d,True,False
regression,comm_violence,knn,2210,rfe,rfe__99914b932bd37a50,True,False
regression,comm_violence,knn,2210,rt,rt__99914b932bd37a50,True,False
regression,comm_violence,knn,2210,xgb,xgb__c2661145d45caaf6,True,False
regression,comm_violence,ridge,2210,boruta,boruta__7f986516a1727870,True,False
regression,comm_violence,ridge,2210,cat,cat__024a0842d4337711,True,False
regression,comm_violence,ridge,2210,cif,cif__a01a3672a449d400,True,False
regression,comm_violence,ridge,2210,cit,cit__2cd925b5323e9208,True,False
regression,comm_violence,ridge,2210,cpi,cpi__6e89acc5e72da5a8,True,False
regression,comm_violence,ridge,2210,dt,dt__99914b932bd37a50,True,False
regression,comm_violence,ridge,2210,et,et__f09eb85fc7f75870,True,False
regression,comm_violence,ridge,2210,lgbm,lgbm__71ba9ba402678146,True,False
regression,comm_violence,ridge,2210,pi,pi__6e89acc5e72da5a8,True,False
regression,comm_violence,ridge,2210,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,comm_violence,ridge,2210,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,comm_violence,ridge,2210,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,comm_violence,ridge,2210,r_cforest,r_cforest__37be32340835a93b,True,False
regression,comm_violence,ridge,2210,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,comm_violence,ridge,2210,rf,rf__aed17443e3db937d,True,False
regression,comm_violence,ridge,2210,rfe,rfe__99914b932bd37a50,True,False
regression,comm_violence,ridge,2210,rt,rt__99914b932bd37a50,True,False
regression,comm_violence,ridge,2210,xgb,xgb__c2661145d45caaf6,True,False
regression,comm_violence,svr,2210,boruta,boruta__7f986516a1727870,True,False
regression,comm_violence,svr,2210,cat,cat__024a0842d4337711,True,False
regression,comm_violence,svr,2210,cif,cif__a01a3672a449d400,True,False
regression,comm_violence,svr,2210,cit,cit__2cd925b5323e9208,True,False
regression,comm_violence,svr,2210,cpi,cpi__6e89acc5e72da5a8,True,False
regression,comm_violence,svr,2210,dt,dt__99914b932bd37a50,True,False
regression,comm_violence,svr,2210,et,et__f09eb85fc7f75870,True,False
regression,comm_violence,svr,2210,lgbm,lgbm__71ba9ba402678146,True,False
regression,comm_violence,svr,2210,pi,pi__6e89acc5e72da5a8,True,False
regression,comm_violence,svr,2210,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,comm_violence,svr,2210,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,comm_violence,svr,2210,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,comm_violence,svr,2210,r_cforest,r_cforest__37be32340835a93b,True,False
regression,comm_violence,svr,2210,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,comm_violence,svr,2210,rf,rf__aed17443e3db937d,True,False
regression,comm_violence,svr,2210,rfe,rfe__99914b932bd37a50,True,False
regression,comm_violence,svr,2210,rt,rt__99914b932bd37a50,True,False
regression,comm_violence,svr,2210,xgb,xgb__c2661145d45caaf6,True,False
regression,community_crime,knn,1954,boruta,boruta__7f986516a1727870,True,False
regression,community_crime,knn,1954,cat,cat__024a0842d4337711,True,False
regression,community_crime,knn,1954,cif,cif__a01a3672a449d400,True,False
regression,community_crime,knn,1954,cit,cit__2cd925b5323e9208,True,False
regression,community_crime,knn,1954,cpi,cpi__6e89acc5e72da5a8,True,False
regression,community_crime,knn,1954,dt,dt__99914b932bd37a50,True,False
regression,community_crime,knn,1954,et,et__f09eb85fc7f75870,True,False
regression,community_crime,knn,1954,lgbm,lgbm__71ba9ba402678146,True,False
regression,community_crime,knn,1954,pi,pi__6e89acc5e72da5a8,True,False
regression,community_crime,knn,1954,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,community_crime,knn,1954,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,community_crime,knn,1954,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,community_crime,knn,1954,r_cforest,r_cforest__37be32340835a93b,True,False
regression,community_crime,knn,1954,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,community_crime,knn,1954,rf,rf__aed17443e3db937d,True,False
regression,community_crime,knn,1954,rfe,rfe__99914b932bd37a50,True,False
regression,community_crime,knn,1954,rt,rt__99914b932bd37a50,True,False
regression,community_crime,knn,1954,xgb,xgb__c2661145d45caaf6,True,False
regression,community_crime,ridge,1954,boruta,boruta__7f986516a1727870,True,False
regression,community_crime,ridge,1954,cat,cat__024a0842d4337711,True,False
regression,community_crime,ridge,1954,cif,cif__a01a3672a449d400,True,False
regression,community_crime,ridge,1954,cit,cit__2cd925b5323e9208,True,False
regression,community_crime,ridge,1954,cpi,cpi__6e89acc5e72da5a8,True,False
regression,community_crime,ridge,1954,dt,dt__99914b932bd37a50,True,False
regression,community_crime,ridge,1954,et,et__f09eb85fc7f75870,True,False
regression,community_crime,ridge,1954,lgbm,lgbm__71ba9ba402678146,True,False
regression,community_crime,ridge,1954,pi,pi__6e89acc5e72da5a8,True,False
regression,community_crime,ridge,1954,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,community_crime,ridge,1954,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,community_crime,ridge,1954,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,community_crime,ridge,1954,r_cforest,r_cforest__37be32340835a93b,True,False
regression,community_crime,ridge,1954,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,community_crime,ridge,1954,rf,rf__aed17443e3db937d,True,False
regression,community_crime,ridge,1954,rfe,rfe__99914b932bd37a50,True,False
regression,community_crime,ridge,1954,rt,rt__99914b932bd37a50,True,False
regression,community_crime,ridge,1954,xgb,xgb__c2661145d45caaf6,True,False
regression,community_crime,svr,1954,boruta,boruta__7f986516a1727870,True,False
regression,community_crime,svr,1954,cat,cat__024a0842d4337711,True,False
regression,community_crime,svr,1954,cif,cif__a01a3672a449d400,True,False
regression,community_crime,svr,1954,cit,cit__2cd925b5323e9208,True,False
regression,community_crime,svr,1954,cpi,cpi__6e89acc5e72da5a8,True,False
regression,community_crime,svr,1954,dt,dt__99914b932bd37a50,True,False
regression,community_crime,svr,1954,et,et__f09eb85fc7f75870,True,False
regression,community_crime,svr,1954,lgbm,lgbm__71ba9ba402678146,True,False
regression,community_crime,svr,1954,pi,pi__6e89acc5e72da5a8,True,False
regression,community_crime,svr,1954,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,community_crime,svr,1954,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,community_crime,svr,1954,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,community_crime,svr,1954,r_cforest,r_cforest__37be32340835a93b,True,False
regression,community_crime,svr,1954,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,community_crime,svr,1954,rf,rf__aed17443e3db937d,True,False
regression,community_crime,svr,1954,rfe,rfe__99914b932bd37a50,True,False
regression,community_crime,svr,1954,rt,rt__99914b932bd37a50,True,False
regression,community_crime,svr,1954,xgb,xgb__c2661145d45caaf6,True,False
regression,residential,knn,107,boruta,boruta__7f986516a1727870,True,False
regression,residential,knn,107,cat,cat__024a0842d4337711,True,False
regression,residential,knn,107,cif,cif__a01a3672a449d400,True,False
regression,residential,knn,107,cit,cit__2cd925b5323e9208,True,False
regression,residential,knn,107,cpi,cpi__6e89acc5e72da5a8,True,False
regression,residential,knn,107,dt,dt__99914b932bd37a50,True,False
regression,residential,knn,107,et,et__f09eb85fc7f75870,True,False
regression,residential,knn,107,lgbm,lgbm__71ba9ba402678146,True,False
regression,residential,knn,107,pi,pi__6e89acc5e72da5a8,True,False
regression,residential,knn,107,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,residential,knn,107,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,residential,knn,107,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,residential,knn,107,r_cforest,r_cforest__37be32340835a93b,True,False
regression,residential,knn,107,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,residential,knn,107,rf,rf__aed17443e3db937d,True,False
regression,residential,knn,107,rfe,rfe__99914b932bd37a50,True,False
regression,residential,knn,107,rt,rt__99914b932bd37a50,True,False
regression,residential,knn,107,xgb,xgb__c2661145d45caaf6,True,False
regression,residential,ridge,107,boruta,boruta__7f986516a1727870,True,False
regression,residential,ridge,107,cat,cat__024a0842d4337711,True,False
regression,residential,ridge,107,cif,cif__a01a3672a449d400,True,False
regression,residential,ridge,107,cit,cit__2cd925b5323e9208,True,False
regression,residential,ridge,107,cpi,cpi__6e89acc5e72da5a8,True,False
regression,residential,ridge,107,dt,dt__99914b932bd37a50,True,False
regression,residential,ridge,107,et,et__f09eb85fc7f75870,True,False
regression,residential,ridge,107,lgbm,lgbm__71ba9ba402678146,True,False
regression,residential,ridge,107,pi,pi__6e89acc5e72da5a8,True,False
regression,residential,ridge,107,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,residential,ridge,107,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,residential,ridge,107,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,residential,ridge,107,r_cforest,r_cforest__37be32340835a93b,True,False
regression,residential,ridge,107,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,residential,ridge,107,rf,rf__aed17443e3db937d,True,False
regression,residential,ridge,107,rfe,rfe__99914b932bd37a50,True,False
regression,residential,ridge,107,rt,rt__99914b932bd37a50,True,False
regression,residential,ridge,107,xgb,xgb__c2661145d45caaf6,True,False
regression,residential,svr,107,boruta,boruta__7f986516a1727870,True,False
regression,residential,svr,107,cat,cat__024a0842d4337711,True,False
regression,residential,svr,107,cif,cif__a01a3672a449d400,True,False
regression,residential,svr,107,cit,cit__2cd925b5323e9208,True,False
regression,residential,svr,107,cpi,cpi__6e89acc5e72da5a8,True,False
regression,residential,svr,107,dt,dt__99914b932bd37a50,True,False
regression,residential,svr,107,et,et__f09eb85fc7f75870,True,False
regression,residential,svr,107,lgbm,lgbm__71ba9ba402678146,True,False
regression,residential,svr,107,pi,pi__6e89acc5e72da5a8,True,False
regression,residential,svr,107,ptest_dc,ptest_dc__307d6fc3284c28e2,True,False
regression,residential,svr,107,ptest_pc,ptest_pc__307d6fc3284c28e2,True,False
regression,residential,svr,107,ptest_rdc,ptest_rdc__307d6fc3284c28e2,True,False
regression,residential,svr,107,r_cforest,r_cforest__37be32340835a93b,True,False
regression,residential,svr,107,r_ctree,r_ctree__b6e09ceb0eb26367,True,False
regression,residential,svr,107,rf,rf__aed17443e3db937d,True,False
regression,residential,svr,107,rfe,rfe__99914b932bd37a50,True,False
regression,residential,svr,107,rt,rt__99914b932bd37a50,True,False
regression,residential,svr,107,xgb,xgb__c2661145d45caaf6,True,False
