study,task,n,k,threshold_test,stopping,nominal_alpha,effect,step_quantile,replicates,split_rate,ci_low,ci_high,seconds_per_fit,budget_note
stageb_only,classification,500,16,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.00134290546,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.004,0.0,0.0095326186205087,0.0092198542539999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.02,0.05,0.5,200,0.175,0.1223392461124985,0.2276607538875014,0.0070304962699999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.02,0.1,0.5,200,0.865,0.8176395291408541,0.9123604708591458,0.0027360120849999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0017237191949999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.0050743857059999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.05,0.05,0.5,200,0.235,0.1762367614915583,0.2937632385084416,0.006502943535,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.05,0.1,0.5,200,0.9,0.8584221212662311,0.941577878733769,0.0024499040399999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0016947534350001,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.016,0.0050016228106142,0.0269983771893857,0.005002370666,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.1,0.05,0.5,200,0.345,0.279117317905234,0.4108826820947659,0.005632685475,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.1,0.1,0.5,200,0.965,0.9395294248200006,0.9904705751799994,0.0019160842649999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0016868118099999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.04,0.0228234205966379,0.057176579403362,0.004817440546,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.2,0.05,0.5,200,0.455,0.3859847567562064,0.5240152432437937,0.0047492404599999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.2,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.00172633224,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0017030767549999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.088,0.0631681072167263,0.1128318927832736,0.00444804589,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.35,0.05,0.5,200,0.56,0.4912042792028458,0.6287957207971543,0.0039084590449999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0017263630949999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.00169186925,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.118,0.0897221513689601,0.1462778486310398,0.0042266817959999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.5,0.05,0.5,200,0.61,0.5424013077049563,0.6775986922950437,0.0035067040599999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0017214894849999,fixed 999 per candidate
stageb_only,classification,500,16,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0017133251499998,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.002,0.0,0.0059160780380375,0.050750016146,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.02,0.05,0.5,200,0.165,0.1135570004762552,0.2164429995237447,0.0725504441399999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.02,0.1,0.5,200,0.86,0.8119100509461696,0.9080899490538304,0.01683096031,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.00326314577,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.01,0.0012785505791755,0.0187214494208245,0.0221692326239999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.05,0.05,0.5,200,0.235,0.1762367614915583,0.2937632385084416,0.02882683264,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.05,0.1,0.5,200,0.92,0.8824006808572283,0.9575993191427716,0.0055235079499999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.0023441068299999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.01,0.0012785505791755,0.0187214494208245,0.0176512028139999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.1,0.05,0.5,200,0.265,0.2038343380645643,0.3261656619354356,0.0231299436349999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.1,0.1,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.00463651661,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0023472555949999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.028,0.0135395030790778,0.0424604969209221,0.013698558292,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.2,0.05,0.5,200,0.395,0.3272487505650265,0.4627512494349735,0.0144406502549998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.2,0.1,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0033691245899998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0024198157799997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.046,0.0276378228741796,0.0643621771258203,0.008962371178,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.35,0.05,0.5,200,0.45,0.3810508883305956,0.5189491116694044,0.00892994751,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0023809075550002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.002398828375,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.05,0.0308962830841744,0.0691037169158255,0.007734952722,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.5,0.05,0.5,200,0.48,0.4107589948079896,0.5492410051920102,0.0073165537849999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0022287667199998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.002145251695,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.018889554266,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.02,0.05,0.5,200,0.0,0.0,0.0,0.0320569336599999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.02,0.1,0.5,200,0.0,0.0,0.0,0.0371041479750002,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.03748566901,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0187299318719999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.05,0.05,0.5,200,0.0,0.0,0.0,0.0319918603149997,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.05,0.1,0.5,200,0.0,0.0,0.0,0.03704705805,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.03791396208,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.01,0.0012785505791755,0.0187214494208245,0.018414810608,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.1,0.05,0.5,200,0.265,0.2038343380645643,0.3261656619354356,0.02297126493,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.1,0.1,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.0046931211150001,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.0023540209899999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.028,0.0135395030790778,0.0424604969209221,0.017791273032,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.2,0.05,0.5,200,0.395,0.3272487505650265,0.4627512494349735,0.0185655841899998,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.2,0.1,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0036287765299999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0023645679249997,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.046,0.0276378228741796,0.0643621771258203,0.0172876145819999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.35,0.05,0.5,200,0.45,0.3810508883305956,0.5189491116694044,0.0166562762799998,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.35,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.0025614281049999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0023403942449999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.05,0.0308962830841744,0.0691037169158255,0.0172671696579999,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.5,0.05,0.5,200,0.48,0.4107589948079896,0.5492410051920102,0.015494111225,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.5,0.1,0.5,200,0.99,0.9762101776661192,1.0,0.002572364895,fixed 999 per candidate
stageb_only,classification,500,64,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0023460145000001,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.850825400134,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.02,0.05,0.5,200,0.125,0.0791646970120192,0.1708353029879807,1.2655644909700003,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.02,0.1,0.5,200,0.81,0.7556298684938136,0.8643701315061865,0.3302526108649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,1.0,1.0,1.0,0.0108071731649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.004,0.0,0.0095326186205087,0.3420371312659999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.05,0.05,0.5,200,0.19,0.1356298684938136,0.2443701315061863,0.4698729726100009,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.05,0.1,0.5,200,0.865,0.8176395291408541,0.9123604708591458,0.098729222055,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,1.0,1.0,1.0,0.006863525105,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.171931232846,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.1,0.05,0.5,200,0.22,0.1625883914177629,0.2774116085822371,0.2096373656100001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.1,0.1,0.5,200,0.925,0.8884958221569093,0.9615041778430908,0.0284945244249991,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,1.0,1.0,1.0,0.00499964019,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.0819609815520002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.2,0.05,0.5,200,0.27,0.2084703583628183,0.3315296416371817,0.1015744111799995,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.2,0.1,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.0143983189250002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,1.0,1.0,1.0,0.0044235265400004,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.0663109931059998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.35,0.05,0.5,200,0.31,0.2459017067309901,0.3740982932690099,0.0771804378449996,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.35,0.1,0.5,200,0.95,0.919794371385452,0.980205628614548,0.0103816342899995,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0105065234200003,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.0681692773239997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.5,0.05,0.5,200,0.31,0.2459017067309901,0.3740982932690099,0.0781204631399998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.5,0.1,0.5,200,0.95,0.919794371385452,0.980205628614548,0.0105417417950002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0043667441000002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0653089880960001,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.02,0.05,0.5,200,0.0,0.0,0.0,0.1131928597950002,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.02,0.1,0.5,200,0.0,0.0,0.0,0.132085382335,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.1374306734699996,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0730083463459995,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.05,0.05,0.5,200,0.0,0.0,0.0,0.1241563445700001,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.05,0.1,0.5,200,0.0,0.0,0.0,0.1450798023549998,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.1442828580550008,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.0,0.0,0.0,0.0715313318339999,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.1,0.05,0.5,200,0.0,0.0,0.0,0.1162883148500009,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.1,0.1,0.5,200,0.0,0.0,0.0,0.131528768899999,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.0,0.0,0.0,0.1324220904649996,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.0,0.0,0.0,0.0651775095840002,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.2,0.05,0.5,200,0.0,0.0,0.0,0.1133866545549995,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.2,0.1,0.5,200,0.0,0.0,0.0,0.1315183194849987,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.0,0.0,0.0,0.1325113556199994,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.063620109204,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.35,0.05,0.5,200,0.31,0.2459017067309901,0.3740982932690099,0.0735647956949992,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.35,0.1,0.5,200,0.95,0.919794371385452,0.980205628614548,0.0102063821849992,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,1.0,1.0,1.0,0.0043245767600001,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.0650677920839998,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.5,0.05,0.5,200,0.31,0.2459017067309901,0.3740982932690099,0.0736929803249995,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.5,0.1,0.5,200,0.95,0.919794371385452,0.980205628614548,0.0102824453799985,fixed 999 per candidate
stageb_only,classification,500,256,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,1.0,1.0,1.0,0.0043335361100002,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.017209829882,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.005,0.0,0.0147754692981974,0.00272878034,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.095,0.0543624828514339,0.135637517148566,0.0029488333449999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,0.66,0.5943473138401787,0.7256526861598214,0.0020631156049999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.0020485515059999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.02,0.0005969899242411,0.0394030100757588,0.0022784502499999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.13,0.083390721953671,0.1766092780463289,0.00243628525,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,0.76,0.7008092980274774,0.8191907019725226,0.0016419695449999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.028,0.0135395030790778,0.0424604969209221,0.001685018812,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.03,0.0063578173596429,0.053642182640357,0.00187971137,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.26,0.1992083953164584,0.3207916046835416,0.0018004368649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,0.86,0.8119100509461696,0.9080899490538304,0.00127942407,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.074,0.0510547696285262,0.0969452303714737,0.0014367705999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.09,0.0503372315640978,0.1296627684359022,0.00158343256,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.355,0.2886814369878236,0.4213185630121763,0.0014762308999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,0.92,0.8824006808572283,0.9575993191427716,0.001103003095,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.128,0.0987157371409147,0.1572842628590852,0.001315703878,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.23,0.1716755900158433,0.2883244099841567,0.0013475032399999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.46,0.3909256400681121,0.5290743599318879,0.0012941670099999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,0.955,0.9262691141800328,0.9837308858199671,0.0010262054949998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.164,0.1315439150112032,0.1964560849887968,0.0012651591179999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.29,0.2271117880680329,0.352888211931967,0.0012646242599998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.515,0.4457347258721948,0.5842652741278052,0.0012167135599999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,0.965,0.9395294248200006,0.9904705751799994,0.0010116511149999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.0063105448659999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.005,0.0,0.0147754692981974,0.00249926864,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.095,0.0543624828514339,0.135637517148566,0.0026976860249999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.66,0.5943473138401787,0.7256526861598214,0.0019281249650001,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.012,0.0024557860878959,0.021544213912104,0.002194103222,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.02,0.0005969899242411,0.0394030100757588,0.0024497671449999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.13,0.083390721953671,0.1766092780463289,0.00259874697,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.76,0.7008092980274774,0.8191907019725226,0.001655884325,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.024,0.0105846626281706,0.0374153373718293,0.002163037302,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.03,0.0063578173596429,0.053642182640357,0.00251797877,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.26,0.1992083953164584,0.3207916046835416,0.0026062271100001,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,0.86,0.8119100509461696,0.9080899490538304,0.00137406314,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.076,0.0527718912349713,0.0992281087650286,0.0020136757139999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.105,0.062513863437587,0.1474861365624129,0.0022128996899999,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.35,0.2838953859401629,0.416104614059837,0.001994878945,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,0.92,0.8824006808572283,0.9575993191427716,0.001231855755,fixed 999 per candidate
stageb_only,regression,100,16,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.13,0.1005217042555035,0.1594782957444965,0.0018815475739999,fixed 999 per candidate
