study,task,n,k,threshold_test,stopping,nominal_alpha,effect,step_quantile,replicates,split_rate,ci_low,ci_high,seconds_per_fit,budget_note
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,0.99,0.9762101776661192,1.0,0.0018081692299999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.02,0.0077284589394811,0.0322715410605188,0.00918596592,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.07,0.0346384276367693,0.1053615723632307,0.0128145762749998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.45,0.3810508883305956,0.5189491116694044,0.009744165075,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,0.99,0.9762101776661192,1.0,0.0017224145499999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.056,0.035846472150018,0.076153527849982,0.006838816656,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.15,0.1005124258020258,0.1994875741979741,0.00887891413,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.00545563227,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0016738140549999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.086,0.0614250075727376,0.1105749924272623,0.0047715174479999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.19,0.1356298684938136,0.2443701315061863,0.0063384554999998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.7,0.6364887411556029,0.763511258844397,0.0036417422799999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.00160023901,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.096,0.0701779391062603,0.1218220608937396,0.0043472405859999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.24,0.1808092980274773,0.2991907019725227,0.00548943382,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.745,0.684592717326468,0.805407282673532,0.0030794151899999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0015642022749999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0088282393399999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.0129939696499999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.0,0.0,0.0,0.016200054855,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.0,0.0,0.0,0.017393534225,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.0088330901339999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.0129747788849999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.0,0.0,0.0,0.01631431746,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.0,0.0,0.0,0.01732464023,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.02,0.0077284589394811,0.0322715410605188,0.0085437553199999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.07,0.0346384276367693,0.1053615723632307,0.0119494957949999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.45,0.3810508883305956,0.5189491116694044,0.009150544645,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,0.99,0.9762101776661192,1.0,0.001706360745,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.056,0.035846472150018,0.076153527849982,0.007997193378,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.15,0.1005124258020258,0.1994875741979741,0.01064481086,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.625,0.5579039867056171,0.6920960132943829,0.0063271053100001,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0016182237149999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.084,0.0596858859754257,0.1083141140245742,0.0075167744379999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.19,0.1356298684938136,0.2443701315061863,0.0099949652799998,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.695,0.6311907859318107,0.7588092140681892,0.0056842379649998,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0016267435849999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.098,0.0719392220530545,0.1240607779469454,0.0073022011299999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.24,0.1808092980274773,0.2991907019725227,0.0092858715599999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.75,0.6899875013018122,0.8100124986981878,0.0043393712249999,fixed 999 per candidate
stageb_only,regression,200,64,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0016175221049999,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.002,0.0,0.0059160780380375,0.2298899287739999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.035,0.0095294248200006,0.0604705751799993,0.3248780514649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.21,0.1535499583702544,0.2664500416297455,0.332014458035,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,0.96,0.93284144333732,0.98715855666268,0.0211623885599999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.006,0.0,0.0127692396027914,0.090987345922,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.045,0.0162691141800326,0.0737308858199673,0.1306311916299995,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.335,0.2695854588031071,0.4004145411968929,0.1125088086150003,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,0.98,0.9605969899242413,0.9994030100757588,0.0062298561549999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.0470396475179998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.06,0.0270860029774565,0.0929139970225434,0.0666041294850003,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.43,0.3613860014282799,0.49861399857172,0.04980840688,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,0.985,0.9681536888310824,1.0,0.0039789214000001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.026,0.0120511879788994,0.0399488120211005,0.023961886004,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.085,0.0463489689658865,0.1236510310341134,0.0336433403500001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.505,0.4357070003535711,0.574292999646429,0.0229518007000001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0028191994449997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.026,0.0120511879788994,0.0399488120211005,0.0260722587,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.085,0.0463489689658865,0.1236510310341134,0.0370556504349997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.505,0.4357070003535711,0.574292999646429,0.0248897903300002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0028290592000001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.056,0.035846472150018,0.076153527849982,0.0210926964159998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.0287005405999997,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.59,0.5218353816118655,0.6581646183881344,0.0177996731349998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0028622688299998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.0,0.0,0.0,0.0254811349819999,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.0,0.0,0.0,0.0380469485649996,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.0,0.0,0.0,0.0477202602350001,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,0.0,0.0,0.0,0.0517720037750001,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.0,0.0,0.0,0.025497496186,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.0,0.0,0.0,0.0380313672300002,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.0,0.0,0.0,0.0476957356599996,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,0.0,0.0,0.0,0.0512722285900002,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.0,0.0,0.0,0.025506587566,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.0,0.0,0.0,0.0384954281899996,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.0,0.0,0.0,0.0478571284550002,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,0.0,0.0,0.0,0.0518428081449997,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.0,0.0,0.0,0.0255753784539999,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.0,0.0,0.0,0.0380052882199999,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.0,0.0,0.0,0.04789358149,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,0.0,0.0,0.0,0.051241823075,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.026,0.0120511879788994,0.0399488120211005,0.0244487801519999,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.085,0.0463489689658865,0.1236510310341134,0.0339488761950002,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.505,0.4357070003535711,0.574292999646429,0.0231979281249999,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0028245749800004,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.056,0.035846472150018,0.076153527849982,0.0227976776779999,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.03093169391,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.59,0.5218353816118655,0.6581646183881344,0.0190383582100002,fixed 999 per candidate
stageb_only,regression,200,256,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,0.995,0.9852245307018026,1.0,0.0028266426049998,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.018,0.0063463206153592,0.0296536793846407,0.0192404472759999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.006570795945,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.78,0.722588391417763,0.8374116085822371,0.0031618057150001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,1.0,1.0,1.0,0.0015478515899999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.022,0.009142639026612,0.0348573609733879,0.0035841602959999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.205,0.1490498096517983,0.2609501903482016,0.0047304877749999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.845,0.7948425698425448,0.8951574301574552,0.0023904926999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,1.0,1.0,1.0,0.0018060966049999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.038,0.0212409111464853,0.0547590888535146,0.0025904495759999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.3,0.2364887411556029,0.363511258844397,0.00305860031,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.00165885742,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,1.0,1.0,1.0,0.0014460292649999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.088,0.0631681072167263,0.1128318927832736,0.0018784181759999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.405,0.336965833583412,0.4730341664165881,0.002197471245,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.955,0.9262691141800328,0.9837308858199671,0.0013823365999999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,1.0,1.0,1.0,0.0012845027649998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.122,0.0933121340772792,0.1506878659227207,0.0016732118859999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.505,0.4357070003535711,0.574292999646429,0.00181662903,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.97,0.946357817359643,0.993642182640357,0.0012678067399998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,1.0,1.0,1.0,0.0012148233,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.178,0.1444712796068803,0.2115287203931196,0.0015359449399999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.00163320497,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.985,0.9681536888310824,1.0,0.0012028118399999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,adaptive,0.5,0.8,0.5,200,1.0,1.0,1.0,0.0011811296449999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.02,0.0,0.5,500,0.018,0.0063463206153592,0.0296536793846407,0.0085824657819999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.02,0.2,0.5,200,0.145,0.0962013135422683,0.1937986864577316,0.0063582421099999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.02,0.4,0.5,200,0.78,0.722588391417763,0.8374116085822371,0.00309480938,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.02,0.8,0.5,200,1.0,1.0,1.0,0.0015810986799999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.05,0.0,0.5,500,0.022,0.009142639026612,0.0348573609733879,0.0044829545439999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.05,0.2,0.5,200,0.205,0.1490498096517983,0.2609501903482016,0.0059033125999999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.05,0.4,0.5,200,0.845,0.7948425698425448,0.8951574301574552,0.002598117295,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.05,0.8,0.5,200,1.0,1.0,1.0,0.001537789555,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.1,0.0,0.5,500,0.038,0.0212409111464853,0.0547590888535146,0.004365533798,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.1,0.2,0.5,200,0.3,0.2364887411556029,0.363511258844397,0.005177021155,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.1,0.4,0.5,200,0.935,0.9008332588618698,0.9691667411381304,0.0019520719599999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.1,0.8,0.5,200,1.0,1.0,1.0,0.00154159135,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.2,0.0,0.5,500,0.09,0.0649150626869429,0.115084937313057,0.0039668642419999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.2,0.2,0.5,200,0.395,0.3272487505650265,0.4627512494349735,0.004464798515,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.2,0.4,0.5,200,0.955,0.9262691141800328,0.9837308858199671,0.0017951252899999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.2,0.8,0.5,200,1.0,1.0,1.0,0.0015399992599999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.35,0.0,0.5,500,0.124,0.0951109031501502,0.1528890968498497,0.003706193868,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.35,0.2,0.5,200,0.515,0.4457347258721948,0.5842652741278052,0.0035515787599999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.35,0.4,0.5,200,0.97,0.946357817359643,0.993642182640357,0.00168767685,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.35,0.8,0.5,200,1.0,1.0,1.0,0.001535722315,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.5,0.0,0.5,500,0.182,0.1481792359163782,0.2158207640836217,0.003273277816,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.5,0.2,0.5,200,0.58,0.5115962808028686,0.6484037191971314,0.0030654469799999,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.5,0.4,0.5,200,0.985,0.9681536888310824,1.0,0.001569550465,fixed 999 per candidate
stageb_only,regression,500,16,bonferroni_fixed,exhaustive,0.5,0.8,0.5,200,1.0,1.0,1.0,0.0015368549,fixed 999 per candidate
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.02,0.0,0.5,500,0.008,0.0001914229721414,0.0158085770278585,0.045591035648,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.02,0.2,0.5,200,0.12,0.0749626288511418,0.1650373711488581,0.0673499922149999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.02,0.4,0.5,200,0.775,0.7171260421260132,0.8328739578739869,0.0230985012949999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.02,0.8,0.5,200,1.0,1.0,1.0,0.00302069097,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.05,0.0,0.5,500,0.022,0.009142639026612,0.0348573609733879,0.01913883261,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.05,0.2,0.5,200,0.18,0.126754335387752,0.233245664612248,0.02649531134,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.05,0.4,0.5,200,0.855,0.8062013135422683,0.9037986864577316,0.0074909389449999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.05,0.8,0.5,200,1.0,1.0,1.0,0.002197152325,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.1,0.0,0.5,500,0.024,0.0105846626281706,0.0374153373718293,0.0155767874759999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.1,0.2,0.5,200,0.195,0.1400893835401568,0.2499106164598432,0.0210270013299999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.1,0.4,0.5,200,0.87,0.823390721953671,0.916609278046329,0.00584141216,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.1,0.8,0.5,200,1.0,1.0,1.0,0.0020864982699998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.2,0.0,0.5,500,0.046,0.0276378228741796,0.0643621771258203,0.011034552458,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.2,0.2,0.5,200,0.34,0.2743473138401786,0.4056526861598214,0.0123606533749999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.2,0.4,0.5,200,0.95,0.919794371385452,0.980205628614548,0.0030142801249999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.2,0.8,0.5,200,1.0,1.0,1.0,0.0021226662799998,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.35,0.0,0.5,500,0.06,0.0391833605017524,0.0808166394982475,0.0072523373639999,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.35,0.2,0.5,200,0.405,0.336965833583412,0.4730341664165881,0.0075573839450001,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.35,0.4,0.5,200,0.965,0.9395294248200006,0.9904705751799994,0.0023808829400002,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.35,0.8,0.5,200,1.0,1.0,1.0,0.002013967215,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.5,0.0,0.5,500,0.092,0.0666657584443504,0.1173342415556495,0.006058752676,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.5,0.2,0.5,200,0.44,0.3712042792028457,0.5087957207971543,0.006310375555,raised to the floor ceil(K/alpha) by the sequential path
stageb_only,regression,500,64,bonferroni_fixed,adaptive,0.5,0.4,0.5,200,0.97,0.946357817359643,0.993642182640357,0.00218955561,raised to the floor ceil(K/alpha) by the sequential path
