task,dataset,model_variant,ranking_variant,candidate_dataset_score,candidate_n_cells,candidate_score_missing_rows,reference_dataset_score,reference_n_cells,reference_score_missing_rows,reference_model_variant,reference_ranking_variant,delta_vs_reference
regression,imports-85,cif_default,split_count,0.4419465661791749,12,0,0.43860300252394596,12,0,cif_default,split_importance,0.0033435636552289205
regression,imports-85,cif_no_bootstrap,split_count,0.4337408628336141,12,0,0.43860300252394596,12,0,cif_default,split_importance,-0.004862139690331835
regression,imports-85,cif_no_bootstrap,split_importance,0.4265993930751948,12,0,0.43860300252394596,12,0,cif_default,split_importance,-0.012003609448751174
regression,imports-85,cif_no_mute,split_count,0.44106539894395475,12,0,0.43860300252394596,12,0,cif_default,split_importance,0.0024623964200087833
regression,imports-85,cif_no_mute,split_importance,0.43856587237124756,12,0,0.43860300252394596,12,0,cif_default,split_importance,-3.7130152698405805e-05
regression,imports-85,cif_one_tree,split_count,0.42595769956643453,12,0,0.43860300252394596,12,0,cif_default,split_importance,-0.012645302957511428
regression,imports-85,cif_one_tree,split_importance,0.42392666095000536,12,0,0.43860300252394596,12,0,cif_default,split_importance,-0.014676341573940599
regression,residential,cif_default,split_count,0.5766932870415575,15,0,0.5780620922796952,15,0,cif_default,split_importance,-0.0013688052381376492
regression,residential,cif_no_bootstrap,split_count,0.5793601003090355,15,0,0.5780620922796952,15,0,cif_default,split_importance,0.0012980080293403251
regression,residential,cif_no_bootstrap,split_importance,0.5801884315522188,15,0,0.5780620922796952,15,0,cif_default,split_importance,0.002126339272523592
regression,residential,cif_no_mute,split_count,0.576470217336224,15,0,0.5780620922796952,15,0,cif_default,split_importance,-0.0015918749434712387
regression,residential,cif_no_mute,split_importance,0.5779730206057262,15,0,0.5780620922796952,15,0,cif_default,split_importance,-8.907167396898785e-05
regression,residential,cif_one_tree,split_count,0.5138165273616367,15,0,0.5780620922796952,15,0,cif_default,split_importance,-0.06424556491805844
regression,residential,cif_one_tree,split_importance,0.5117832808700528,15,0,0.5780620922796952,15,0,cif_default,split_importance,-0.06627881140964242
