task,dataset_group,variant,n_dataset_types,mean_elapsed_seconds,mean_depth,mean_max_depth,mean_features_used,mean_real_downstream_score,mean_synthetic_quality,mean_precision_over_standard_k,mean_precision_at_10,mean_confounder_rate_at_10,default_elapsed_seconds,default_depth,default_features_used,default_real_downstream_score,default_synthetic_quality,default_precision_over_standard_k,default_precision_at_10,default_confounder_rate_at_10,elapsed_seconds_ratio_vs_default,delta_depth_vs_default,delta_features_used_vs_default,delta_real_downstream_vs_default,delta_synthetic_quality_vs_default,delta_precision_over_standard_k_vs_default,delta_precision_at_10_vs_default,delta_confounder_rate_at_10_vs_default
regression,synthetic,cit,6,13.049657982600307,7.1000000000000005,7.1000000000000005,6.7,0.5871336450567605,0.5940973557901531,0.47333333333333333,0.47333333333333333,0.3399999999999999,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,0.7662440695880315,2.248000000000001,0.16266666666666652,-0.019942593717440893,-0.10554972114011762,-0.13666666666666666,-0.13666666666666666,-0.24000000000000005
regression,synthetic,et,6,0.12260849906670042,0.0,0.0,113.266,0.6196723961036761,0.7266433342970732,0.65,0.65,0.54,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,0.007199271844228716,-4.851999999999999,106.72866666666667,0.012596157329474722,0.026996257366802445,0.040000000000000036,0.040000000000000036,-0.039999999999999925
regression,synthetic,exact_all,6,86.20356529276681,4.892333333333333,10.433333333333334,6.692666666666668,0.6043148742584398,0.6933713590022285,0.6,0.6,0.6,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,5.061662977757625,0.040333333333333776,0.155333333333334,-0.0027613645157615885,-0.006275717928042268,-0.010000000000000009,-0.010000000000000009,0.020000000000000018
regression,synthetic,histogram_128,6,5.4603998001002765,4.926666666666667,10.4,6.669666666666667,0.6053464449791863,0.703928689415349,0.61,0.61,0.58,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,0.3206213503821497,0.07466666666666733,0.1323333333333334,-0.0017297937950150333,0.004281612485078301,0.0,0.0,0.0
regression,synthetic,histogram_256,6,17.030680563200196,4.851999999999999,10.799999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regression,synthetic,histogram_32,6,1.1198775004664638,5.067333333333333,10.6,6.950666666666667,0.6077253380454068,0.7047634290924795,0.62,0.62,0.5599999999999999,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,0.06575647381269596,0.2153333333333336,0.4133333333333331,0.0006490992712054888,0.005116352162208737,0.010000000000000009,0.010000000000000009,-0.020000000000000018
regression,synthetic,histogram_512,6,54.62761325219969,4.775666666666667,10.433333333333332,6.382666666666666,0.6070414091044941,0.6997368636867242,0.6133333333333334,0.6133333333333334,0.58,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,3.207600133739737,-0.07633333333333248,-0.1546666666666674,-3.48296697072481e-05,8.978675645343603e-05,0.0033333333333334103,0.0033333333333334103,0.0
regression,synthetic,histogram_64,6,2.119956014033232,4.971666666666667,10.4,6.817333333333333,0.6112815728009187,0.7036657392726394,0.6133333333333334,0.6133333333333334,0.54,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,0.12447864347911156,0.11966666666666725,0.27999999999999936,0.0042053340267173,0.004018662342368695,0.0033333333333334103,0.0033333333333334103,-0.039999999999999925
regression,synthetic,histogram_all,6,83.02797874003373,4.814333333333333,10.5,6.514333333333333,0.6095907655473445,0.6947699206805655,0.6066666666666667,0.6066666666666667,0.58,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,4.8752002852687015,-0.037666666666666515,-0.023000000000000576,0.002514526773143122,-0.004877156249705195,-0.0033333333333332993,-0.0033333333333332993,0.0
regression,synthetic,rf,6,0.21756856760002843,0.0,0.0,104.52166666666666,0.6177366894190446,0.7179788920757132,0.6333333333333334,0.6333333333333334,0.52,17.030680563200196,4.851999999999999,6.537333333333334,0.6070762387742014,0.6996470769302707,0.61,0.61,0.58,0.012775095322388316,-4.851999999999999,97.98433333333332,0.010660450644843222,0.018331815145442465,0.023333333333333428,0.023333333333333428,-0.05999999999999994
