task,dataset,model_variant,ranking_variant,downstream_model,k,mean_score,median_score,std_score,n_fold_seed_rows,n_nonnull_score_rows,n_seeds,n_folds,n_features,score_missing_rows,scores_complete
regression,coepra2,cif_one_tree,split_importance,ridge,50,-0.7364620060517634,-0.12707419042217505,1.2233867357852146,25,25,5,5,5144,0,True
regression,coepra2,cif_one_tree,split_importance,ridge,100,-0.7306959608121992,-0.12878639997407437,1.1843878585060073,25,25,5,5,5144,0,True
regression,coepra2,cif_one_tree,split_importance,svr,5,-0.20373451250506416,-0.19306463770897575,0.23467068528616564,25,25,5,5,5144,0,True
regression,coepra2,cif_one_tree,split_importance,svr,10,-0.24996438303650115,-0.20229963574106358,0.3162722061176125,25,25,5,5,5144,0,True
regression,coepra2,cif_one_tree,split_importance,svr,25,-0.29144076884658426,-0.20649291096946643,0.3548063084440413,25,25,5,5,5144,0,True
regression,coepra2,cif_one_tree,split_importance,svr,50,-0.3169558928141609,-0.20384174145259015,0.4263567254974137,25,25,5,5,5144,0,True
regression,coepra2,cif_one_tree,split_importance,svr,100,-0.3224526784941619,-0.2044143891925323,0.434686483343036,25,25,5,5,5144,0,True
regression,coepra3,cif_default,split_count,knn,5,-0.22537620511812087,-0.14621398138820219,0.3118726719630616,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,knn,10,-0.19348654359646525,-0.08748313753134163,0.27898355197624564,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,knn,25,-0.15738749129243168,-0.09468392178751284,0.280367166023397,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,knn,50,0.027896907617535927,0.11334365119190615,0.3386278479089605,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,knn,100,0.006752795980013304,0.005114483995361074,0.1754166884322863,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,ridge,5,-0.21658023778836666,-0.0267945285445772,0.9268324033620342,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,ridge,10,-0.04594358794456289,-0.04841269055200037,0.2167703394314689,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,ridge,25,-0.00847410280936172,-0.03327622779707973,0.23497148351454092,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,ridge,50,-0.19126155794837185,-0.053743077739515144,0.6194670535477695,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,ridge,100,-0.8978666542646482,-0.41394449742125605,1.6616366036614625,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,svr,5,-0.06769564978840992,-0.020948750866601085,0.19337957752284068,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,svr,10,-0.040688195328120534,0.002966752406977635,0.18111985701104588,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,svr,25,-0.00839723570967426,0.022610158471459085,0.25234364163571743,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,svr,50,0.1034097744200896,0.1454558709698437,0.26641261363491,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_count,svr,100,0.16902752310331007,0.20299696384668964,0.1943731617961399,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,knn,5,-0.20416842086177478,-0.10808185014650173,0.27787556141340014,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,knn,10,-0.28529373857133394,-0.1579884403691798,0.49042290392225174,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,knn,25,-0.013874863721318617,0.04670639869766435,0.2983327778951011,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,knn,50,0.03933389028478247,0.08991422379460601,0.21451467097013416,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,knn,100,0.009295115918999697,0.01983676433532411,0.18275188811692314,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,ridge,5,-0.06374226950962196,-0.047316703697984464,0.26811153517259323,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,ridge,10,-0.03225272756106711,0.026834375446842196,0.2947126366360456,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,ridge,25,0.0001069409833974877,0.03948914749898702,0.27407747570832747,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,ridge,50,-0.19474791000283895,-0.03607166613568835,0.8788664999236954,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,ridge,100,-0.8943308837650906,-0.3303068644277578,1.6659477455882037,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,svr,5,-0.07139458506321211,-0.008595036918931598,0.22171399037316816,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,svr,10,-0.04663592778724748,0.021611037181868076,0.2335440879980198,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,svr,25,0.07497979049803642,0.11330746532179437,0.21750984285948882,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,svr,50,0.1415611207804734,0.13954522938327485,0.21171000507558588,25,25,5,5,5787,0,True
regression,coepra3,cif_default,split_importance,svr,100,0.18117545128980292,0.20299696384668942,0.18131829862834223,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,knn,5,-0.3839324683932358,-0.3113937932993678,0.3598927004818481,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,knn,10,-0.2340751174630103,-0.10822417084804514,0.45368577936051663,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,knn,25,-0.044162807660781914,-0.012716205256887214,0.3604599051128233,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,knn,50,-0.026386257711483407,0.006497397682006634,0.25095035519061526,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,knn,100,-0.017991008526800766,0.04456240661292865,0.23650909658281014,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,ridge,5,-0.0947279563934045,-0.03670100683934541,0.2614661393605736,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,ridge,10,-0.01241036691033687,0.0313088102454937,0.32080113623924544,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,ridge,25,-0.07675183963843747,0.04577469776848497,0.29022014237834426,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,ridge,50,-0.4075733639079997,-0.15161348096033356,0.9333893452158396,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,ridge,100,-0.22992314175663403,-0.09249768839477301,0.40751784555839476,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,svr,5,-0.1078605011030551,-0.05740851274716796,0.23070246431916785,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,svr,10,-0.028552813601662636,0.005579462287168657,0.30455281761720615,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,svr,25,0.02196410639170597,0.08665052117647665,0.26486396671090706,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,svr,50,0.07665478492897854,0.11815766026910934,0.19508018109743133,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_count,svr,100,0.07376521239548099,0.12375074258676377,0.19571673114473223,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,knn,5,-0.49022053375048186,-0.2587505843435678,0.7550297703134093,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,knn,10,-0.3782560762884389,-0.18987409737738048,0.9786400527969393,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,knn,25,-0.01620051765916773,-0.018392834924324086,0.27383759122632556,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,knn,50,-0.02638625786758156,0.00649740156009182,0.25095035507759417,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,knn,100,-0.01799100846756996,0.04456240661292876,0.23650909640410978,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,ridge,5,-0.09045966364677889,-0.02416003991452942,0.305565479130715,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,ridge,10,-0.028833090879601807,0.09719047232383493,0.34310839198970067,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,ridge,25,-0.056000751454740864,0.05097133951153876,0.28247813023101565,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,ridge,50,-0.40757336390800364,-0.15161348096033533,0.9333893452158508,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,ridge,100,-0.2299231417566366,-0.09249768839477568,0.4075178455584029,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,svr,5,-0.12970864737594115,-0.024428219666744688,0.3075481293547273,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,svr,10,-0.06047893123822631,0.047836151643235514,0.35496153406273706,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,svr,25,0.04454019221400392,0.0930969454673809,0.2540523315545771,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,svr,50,0.07665478492897865,0.11815766026910934,0.1950801810974314,25,25,5,5,5787,0,True
regression,coepra3,cif_no_bootstrap,split_importance,svr,100,0.07376521239548088,0.12375074258676322,0.19571673114473231,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,knn,5,-0.29217670723902833,-0.2612844662350182,0.2857733907845043,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,knn,10,-0.24925677198355636,-0.20097734011847446,0.3001138483155903,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,knn,25,-0.20927414884091522,-0.1797466308308724,0.34030701453520495,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,knn,50,0.05170956974654172,0.15233089485470053,0.3394697465051147,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,knn,100,-0.0027896218725955626,-0.023592412122505735,0.18113386654319766,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,ridge,5,-0.28898022305114,0.005569909339926293,1.2823253954327154,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,ridge,10,-0.04898022412543197,-0.0340392053855183,0.23038232405560388,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,ridge,25,-0.040895024747584226,-0.03477204100086584,0.2639181732479577,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,ridge,50,-0.21700812749571327,-0.11329376144732639,0.5787593111165642,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,ridge,100,-0.7329544935245903,-0.3182882222191368,1.1558642841230042,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,svr,5,-0.08519283583976976,-0.030621215636481125,0.19790582793423042,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,svr,10,-0.06654649952007116,0.002170407030436694,0.20131471387920244,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,svr,25,-0.02755448926352441,0.03018447165931859,0.2651507436654866,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,svr,50,0.10648384493754257,0.18549514357827557,0.2793376434361281,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_count,svr,100,0.16766674066058124,0.20419732717393135,0.20065404899839093,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,knn,5,-0.2987438691327435,-0.13024750656053663,0.5507740503610559,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,knn,10,-0.2851840137296482,-0.13586876082310284,0.49104788153461437,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,knn,25,0.0011248901643963994,0.06797264714846385,0.2759915213285179,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,knn,50,0.030577092461466438,0.05164463690087884,0.24427026112191455,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,knn,100,-0.00509314882357645,-0.01665511368557082,0.20332933541799925,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,ridge,5,-0.06220361837150314,-0.03604497835477205,0.26283914693539784,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,ridge,10,-0.026569789359559823,0.01843641835945098,0.3000752102540438,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,ridge,25,0.012522757407742956,0.044953052100739965,0.27926372144726375,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,ridge,50,-0.12649348745628067,-0.04688798882128098,0.48875282523857305,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,ridge,100,-0.7169232176927247,-0.25537726302841746,1.1608622426954605,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,svr,5,-0.07045420348636786,-0.06179618249122565,0.2205429218494154,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,svr,10,-0.04778177213025422,-0.007140999917834456,0.2316188087474063,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,svr,25,0.08651088621616189,0.1136779882354807,0.2117135559932564,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,svr,50,0.1379253413740326,0.1555815359113294,0.20914335606538456,25,25,5,5,5787,0,True
regression,coepra3,cif_no_mute,split_importance,svr,100,0.18557022799124478,0.20419732717393102,0.17804856692540727,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,knn,5,-0.2792872995284178,-0.19007692940670662,0.28838019611555255,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,knn,10,-0.2632499539409751,-0.219981685737481,0.2660355849635154,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,knn,25,-0.38192439282430707,-0.28895020709431507,0.4051352210602306,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,knn,50,-0.39554840364740845,-0.28895021006424804,0.3985775340381765,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,knn,100,-0.3938842355509594,-0.2889502101223951,0.4054580587204361,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,ridge,5,-0.04824891053545384,0.013315692614693453,0.1855482386106389,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,ridge,10,-0.04019353271755424,0.003983415604990048,0.17512391902662353,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,ridge,25,-1.1288138200013915,-0.06548796343307162,2.9985317466973287,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,ridge,50,-2.18071594921276,-0.18759781212390592,4.891008656938362,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,ridge,100,-0.4786714161856333,-0.17332691732259398,1.156708227564538,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,svr,5,-0.05924099955779125,-0.03493407632881196,0.18487600082115818,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,svr,10,-0.0580371274671689,-0.019599885514496762,0.1889605970163727,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,svr,25,-0.045341831425375415,-0.023725299625566132,0.1724619356648007,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,svr,50,-0.03368841220787881,-0.01133280185553498,0.16956070167118936,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_count,svr,100,-0.0371090332013702,-0.038443724268003354,0.16193694529338748,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,knn,5,-0.2792872995284178,-0.19007692940670662,0.2883801961155526,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,knn,10,-0.2632499539409751,-0.219981685737481,0.2660355849635154,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,knn,25,-0.3825223425521292,-0.28895020709431507,0.40433714820069805,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,knn,50,-0.3955484036474084,-0.28895021006424804,0.3985775340381762,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,knn,100,-0.39388423567789593,-0.2889502101223951,0.4054580585259051,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,ridge,5,-0.04824891053545384,0.013315692614693453,0.18554823861063893,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,ridge,10,-0.04019353271755425,0.003983415604989937,0.17512391902662355,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,ridge,25,-1.1288138200013815,-0.06548796343307162,2.998531746697284,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,ridge,50,-2.180715949212777,-0.18759781212390791,4.891008656938386,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,ridge,100,-0.47867141618564707,-0.17332691732259553,1.1567082275645906,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,svr,5,-0.059240999557791295,-0.03493407632881196,0.18487600082115818,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,svr,10,-0.05803712746716897,-0.019599885514496762,0.1889605970163727,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,svr,25,-0.045341831425375505,-0.023725299625566132,0.17246193566480075,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,svr,50,-0.03368841220787891,-0.011332801855534314,0.16956070167118936,25,25,5,5,5787,0,True
regression,coepra3,cif_one_tree,split_importance,svr,100,-0.0371090332013701,-0.03844372426800291,0.16193694529338742,25,25,5,5,5787,0,True
regression,comm_violence,cif_default,split_count,knn,5,0.7957227502939009,0.7900714531394636,0.03342562345877652,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,knn,10,0.7848328509526289,0.789902544533503,0.03637045089314815,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,knn,25,0.7282708626985872,0.7350334738078683,0.03181453210809249,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,knn,50,0.6814268173432956,0.6751843553550372,0.032520349110448765,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,knn,100,0.6105794628934051,0.613446033180165,0.03588386550225831,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,ridge,5,0.8490675795496361,0.8497793046194504,0.03421766409801794,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,ridge,10,0.8538125053901463,0.8589895737362943,0.03263624347826091,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,ridge,25,0.8565299814060936,0.8512693135909133,0.029349124368544352,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,ridge,50,0.8614656717428825,0.872252012869301,0.04855195472785828,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,ridge,100,0.8654517603134881,0.8812281292995152,0.04714311551008627,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,svr,5,0.09069333073269505,0.08910248364358442,0.019861438717597022,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,svr,10,0.06721012182827739,0.07005265503892244,0.017122877857532113,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,svr,25,0.046766474331036825,0.04711719704775885,0.016105020229186664,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,svr,50,0.02703803839250503,0.02888118808613449,0.016010767089458564,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_count,svr,100,0.01198455931955027,0.014323041787649204,0.015620145380928622,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,knn,5,0.7909637397009202,0.7900714531394636,0.032855729661185086,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,knn,10,0.7748303637909311,0.7874525974193641,0.034409858448603524,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,knn,25,0.725934555455732,0.7256077480505354,0.03146725512250855,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,knn,50,0.6747925205009477,0.6727266878455728,0.031184929239696665,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,knn,100,0.6125563420495261,0.6187076223563309,0.039403449810881,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,ridge,5,0.8497985818005344,0.8564412424386206,0.03402654516426028,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,ridge,10,0.8522847056019432,0.8600644011520568,0.032000217973596694,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,ridge,25,0.8581450093977279,0.8596443105530175,0.029180451249414277,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,ridge,50,0.8630203642200953,0.864896420305555,0.03844847601263896,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,ridge,100,0.8618127728467543,0.8822617482531789,0.05136592862401496,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,svr,5,0.08685123121868496,0.08632379596118656,0.020153040534437006,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,svr,10,0.06518063971300854,0.06527956678877556,0.016846534385028724,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,svr,25,0.045311065211777406,0.04792121129683624,0.016687099810125037,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,svr,50,0.027607842864265604,0.02961996399413247,0.01667864252509574,25,25,5,5,2210,0,True
regression,comm_violence,cif_default,split_importance,svr,100,0.014621227461894955,0.017956450182264216,0.015728771497888042,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,knn,5,0.7921315627838513,0.7887104446359137,0.033440531752112895,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,knn,10,0.7784486271857464,0.782862038257024,0.038627070421634296,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,knn,25,0.7312014795202677,0.7338415224247674,0.03140677164584328,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,knn,50,0.6686978538341232,0.6616917489493506,0.04194066057307023,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,knn,100,0.6033863782782952,0.6039424153471984,0.04027511372594339,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,ridge,5,0.8494135262927728,0.8497793046194504,0.03425729917563715,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,ridge,10,0.8523116632998251,0.8603810900544974,0.0327725512651359,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,ridge,25,0.8567318167564423,0.8601169954901112,0.03065257307002965,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,ridge,50,0.8543898125316989,0.86476287550925,0.04816586151016678,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,ridge,100,0.8510101120267511,0.8810653094692797,0.06977382630804141,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,svr,5,0.08926375451376253,0.09186627856259433,0.018570405394206128,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,svr,10,0.06651507200497632,0.06936032550922389,0.017368056635507268,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,svr,25,0.045824683658800734,0.04774066607438554,0.01691997283293826,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,svr,50,0.026478543205731203,0.028010167827936194,0.01674240427989143,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_count,svr,100,0.01321334360218307,0.015730860558654913,0.015843381262273484,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,knn,5,0.7913442596524206,0.7845827431597518,0.03327277351681608,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,knn,10,0.7646179884293777,0.7697769344788453,0.0361904223485722,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,knn,25,0.7228541246463568,0.722731670629202,0.029292720734131684,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,knn,50,0.6696390870020376,0.6684825953188182,0.04066013954101691,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,knn,100,0.6037439440846222,0.6039128900490662,0.04116420999467629,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,ridge,5,0.8480864817326819,0.852049782858554,0.03420745888805457,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,ridge,10,0.8512643790163474,0.8601964386236158,0.032711953101240684,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,ridge,25,0.8572910244351941,0.8599161934735452,0.030038961229308363,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,ridge,50,0.8608971894746893,0.8663613834704149,0.04022753079390028,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,ridge,100,0.8501748522082131,0.8806742706223378,0.07159864297600554,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,svr,5,0.08633176102251922,0.08549922100802487,0.020675888390464102,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,svr,10,0.064113315266029,0.06710003737579073,0.018468464878070315,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,svr,25,0.04528301444474831,0.04595320253222612,0.016153163633849426,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,svr,50,0.027126235527696066,0.02755296571652155,0.015989456863164043,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_bootstrap,split_importance,svr,100,0.013272599632740358,0.01653827634841587,0.015929705979361997,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,knn,5,0.7964845817807469,0.7903477195455906,0.030770934477557466,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,knn,10,0.7851985613698431,0.7882395021113878,0.039091537816933995,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,knn,25,0.7297183950387377,0.7352491252656538,0.03333573213707415,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,knn,50,0.6823504407883663,0.676288095214721,0.033077467895324196,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,knn,100,0.6072167849160074,0.6063533136293293,0.03860138906264257,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,ridge,5,0.8490956034933163,0.8497793046194504,0.0341543655311549,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,ridge,10,0.8539280942143637,0.8599786750401026,0.03206629019917558,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,ridge,25,0.8575945073647979,0.8603986185992805,0.02945531682082998,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,ridge,50,0.8626933878024778,0.8736457984363155,0.04735865278612362,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,ridge,100,0.8616125569760813,0.8766385273468503,0.05326855139704196,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,svr,5,0.09152085568627893,0.08910248364358442,0.01824093628426651,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,svr,10,0.0667268194148616,0.06726674648313458,0.01725547536922031,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,svr,25,0.0469845641689979,0.04823448285755294,0.016438041582163915,25,25,5,5,2210,0,True
regression,comm_violence,cif_no_mute,split_count,svr,50,0.027345577414232353,0.030186052184562162,0.016438167156947518,25,25,5,5,2210,0,True
