study,task,n,k,threshold_test,stopping,repeats,censored,timeout_seconds,seconds_per_fit,seconds_min,seconds_max,depth
synthetic_scaling,regression,1000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.2975850610000634,0.2722651310000401,0.3032718839999688,7.0
synthetic_scaling,regression,1000,64,bonferroni,adaptive,3,False,1200.0,0.3882714309999073,0.3741380910000771,0.402723051999942,6.0
synthetic_scaling,regression,1000,64,bonferroni,exhaustive,3,False,1200.0,0.672630073999926,0.6695041750000428,0.6788864799999601,6.0
synthetic_scaling,regression,1000,64,maxt,adaptive,3,False,1200.0,0.3210567849999961,0.3087739089999104,0.4143283170000131,6.666666666666667
synthetic_scaling,regression,1000,64,maxt,exhaustive,3,False,1200.0,0.3801345910000009,0.3797896039999386,0.4003932890000214,6.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.340374880000013,0.3339415860000372,0.3467830390000017,6.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.2797886550000612,0.2637354779999441,0.3948391940000419,0.0
synthetic_scaling,regression,1000,256,bonferroni,adaptive,3,False,1200.0,0.4327144689999613,0.4319543100000373,0.4599107709999543,6.0
synthetic_scaling,regression,1000,256,bonferroni,exhaustive,3,False,1200.0,0.9672649919999684,0.9653652949999696,0.9940537930000346,6.0
synthetic_scaling,regression,1000,256,maxt,adaptive,3,False,1200.0,0.3566921320000347,0.3252493180000328,0.3831618210000442,6.0
synthetic_scaling,regression,1000,256,maxt,exhaustive,3,False,1200.0,0.5154150089999803,0.5078830500000322,0.5799332379999669,6.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.4257995340000207,0.4252194959999542,0.4269118320000871,6.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.4323156820000804,0.4321282079999946,0.4905719429999635,0.0
synthetic_scaling,regression,4000,16,bonferroni,adaptive,3,False,1200.0,0.4426999110000906,0.4088883009999335,0.5035177050000357,8.0
synthetic_scaling,regression,4000,16,bonferroni,exhaustive,3,False,1200.0,0.4491178999999192,0.444901136999988,0.4519497819999287,8.0
synthetic_scaling,regression,4000,16,maxt,adaptive,3,False,1200.0,0.3847198590000289,0.3778182390000211,0.4133578860000853,9.0
synthetic_scaling,regression,4000,16,maxt,exhaustive,3,False,1200.0,0.5233716039999763,0.5008447109998997,0.5381628739999087,8.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.4166411129999687,0.3962394669999867,0.4462545879998743,8.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.41025655500016,0.4034031630001209,0.424017079000123,8.0
synthetic_scaling,regression,4000,64,bonferroni,adaptive,3,False,1200.0,0.6540444480001497,0.6529257400000006,0.6995875659999911,7.0
synthetic_scaling,regression,4000,64,bonferroni,exhaustive,3,False,1200.0,1.7240304430001745,1.6131585690000063,1.7632673450000311,7.0
synthetic_scaling,regression,4000,64,maxt,adaptive,3,False,1200.0,0.4532191529999636,0.4415088400000968,0.4666200399999525,8.333333333333334
synthetic_scaling,regression,4000,64,maxt,exhaustive,3,False,1200.0,0.7581902960000662,0.7535951500001374,0.7632808450000539,8.0
synthetic_scaling,regression,4000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.5393430050000916,0.5345116749999761,0.5605957899999794,7.0
