study,task,n,k,threshold_test,stopping,repeats,censored,timeout_seconds,seconds_per_fit,seconds_min,seconds_max,depth
synthetic_scaling,regression,4000,16,maxt,adaptive,3,False,1200.0,0.1546057150001161,0.1506177119999847,0.1579291909999938,9.0
synthetic_scaling,regression,4000,16,maxt,exhaustive,3,False,1200.0,0.2534267989999534,0.2530286049998267,0.2539453659999253,8.0
synthetic_scaling,regression,4000,64,bonferroni,adaptive,3,False,1200.0,0.3715025390001756,0.3661353020002025,0.3983244030000605,8.0
synthetic_scaling,regression,4000,64,bonferroni,exhaustive,3,False,1200.0,1.1031139560000156,1.1000728139999865,1.1536941399999705,8.0
synthetic_scaling,regression,4000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.2752462079999986,0.2720876539999608,0.2799701540000114,8.0
synthetic_scaling,regression,4000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.2039516410000033,0.2038366680001218,0.2052039469999727,0.0
synthetic_scaling,regression,4000,64,maxt,adaptive,3,False,1200.0,0.2168657859999712,0.212855392999927,0.2194000169999981,8.666666666666666
synthetic_scaling,regression,4000,64,maxt,exhaustive,3,False,1200.0,0.5232055480000781,0.5208145999999942,0.5397139589999824,8.0
synthetic_scaling,regression,4000,256,bonferroni,adaptive,3,False,1200.0,1.2851932070000205,1.2811983760000203,1.2953128970000307,8.0
synthetic_scaling,regression,4000,256,bonferroni,exhaustive,3,False,1200.0,8.766421697999931,8.765781712000035,8.998221880000074,8.0
synthetic_scaling,regression,4000,256,bonferroni_fixed,adaptive,3,False,1200.0,1.0119768890001524,1.0104495350001343,1.014161051000201,8.0
synthetic_scaling,regression,4000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.7888077009999961,0.7865096560001348,0.8065747119999287,0.0
synthetic_scaling,regression,4000,256,maxt,adaptive,3,False,1200.0,0.3733666440000434,0.3561583890000293,0.4097571720001269,9.0
synthetic_scaling,regression,4000,256,maxt,exhaustive,3,False,1200.0,1.381032512000047,1.3655337139998664,1.4114508130001011,8.0
synthetic_scaling,regression,16000,16,bonferroni,adaptive,3,False,1200.0,0.5986394029998792,0.5985564370000702,0.606176866999931,10.0
synthetic_scaling,regression,16000,16,bonferroni,exhaustive,3,False,1200.0,0.8342202460000863,0.8311569540001074,0.8400519150000036,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.5371677840000757,0.535869115999958,0.5492222650000258,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.6566657910000231,0.6542075620000105,0.6675244149998889,10.0
synthetic_scaling,regression,16000,16,maxt,adaptive,3,False,1200.0,0.4951835280000978,0.4863924909998331,0.5072459639998215,10.0
synthetic_scaling,regression,16000,16,maxt,exhaustive,3,False,1200.0,1.0348050580000745,1.0279357530000652,1.0387907100000575,11.0
synthetic_scaling,regression,16000,64,bonferroni,adaptive,3,False,1200.0,1.120896913000024,1.110400860000027,1.156492633000198,9.0
synthetic_scaling,regression,16000,64,bonferroni,exhaustive,3,False,1200.0,3.3077310880000823,3.303992365000113,3.317597572000068,9.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.808818004999921,0.8035601270000825,0.819514589000164,9.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.8455714179999632,0.8418374430000313,0.8475870899999336,0.0
synthetic_scaling,regression,16000,64,maxt,adaptive,3,False,1200.0,0.7383823540001231,0.731619733000116,0.7466120359999877,10.666666666666666
synthetic_scaling,regression,16000,64,maxt,exhaustive,3,False,1200.0,2.1477699069998835,2.1385079799999858,2.1634772160000466,9.0
synthetic_scaling,regression,16000,256,bonferroni,adaptive,3,False,1200.0,8.645659901000045,8.519220869000037,9.335903397000038,9.0
synthetic_scaling,regression,16000,256,bonferroni,exhaustive,3,False,1200.0,62.5531531879999,60.96004168100012,67.50063572300019,9.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,4.463271109000061,4.435148195000011,5.02358958700006,9.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.2463544430002003,3.2392920230004165,3.296379947999867,0.0
synthetic_scaling,regression,16000,256,maxt,adaptive,3,False,1200.0,1.3796280349997687,1.340453024999988,1.3804712109999857,10.0
synthetic_scaling,regression,16000,256,maxt,exhaustive,3,False,1200.0,6.139380007999989,6.085578776000148,6.345985903999917,11.0
synthetic_scaling,classification,1000,16,bonferroni,adaptive,3,False,1200.0,0.0294610029999944,0.029341807999998,0.0295488649999953,5.0
synthetic_scaling,classification,1000,16,bonferroni,exhaustive,3,False,1200.0,0.041289895999995,0.0412627859999759,0.0419905800000037,5.0
synthetic_scaling,classification,1000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.027108658000003,0.0270582470000135,0.027375027000005,5.0
synthetic_scaling,classification,1000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.0350869500000214,0.0349804769999764,0.0357247309999877,5.0
synthetic_scaling,classification,1000,16,maxt,adaptive,3,False,1200.0,0.0300390289999938,0.0285695940000039,0.0306172280000112,5.0
synthetic_scaling,classification,1000,16,maxt,exhaustive,3,False,1200.0,0.0560661430000095,0.0554350029999852,0.0565863610000008,6.0
synthetic_scaling,classification,1000,64,bonferroni,adaptive,3,False,1200.0,0.1171475959999952,0.1170112609999876,0.1177420839999854,4.0
synthetic_scaling,classification,1000,64,bonferroni,exhaustive,3,False,1200.0,0.4243876849999992,0.4224182170000006,0.4440826080000022,4.0
synthetic_scaling,classification,1000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.0739301599999748,0.0587907609999831,0.0742569290000005,4.333333333333333
synthetic_scaling,classification,1000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.0618787779999934,0.0618700079999996,0.062078845000002,0.0
synthetic_scaling,classification,1000,64,maxt,adaptive,3,False,1200.0,0.0455583119999971,0.0431924460000061,0.0461036080000099,5.0
synthetic_scaling,classification,1000,64,maxt,exhaustive,3,False,1200.0,0.1085701679999999,0.1077803130000063,0.1086916110000117,5.0
synthetic_scaling,classification,1000,256,bonferroni,adaptive,3,False,1200.0,0.4494544500000188,0.442575593000015,0.456737301000004,5.0
synthetic_scaling,classification,1000,256,bonferroni,exhaustive,3,False,1200.0,3.3978924809999853,3.367101529999985,3.437488298000005,5.0
synthetic_scaling,classification,1000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.3657765139999753,0.3640897780000216,0.3985781009999982,5.0
synthetic_scaling,classification,1000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.2369848950000062,0.2367027759999871,0.2372689450000109,0.0
synthetic_scaling,classification,1000,256,maxt,adaptive,3,False,1200.0,0.1202682359999869,0.0631899370000041,0.1212579190000155,5.666666666666667
synthetic_scaling,classification,1000,256,maxt,exhaustive,3,False,1200.0,0.2753377089999844,0.2733270460000199,0.277251428999989,5.0
synthetic_scaling,classification,4000,16,bonferroni,adaptive,3,False,1200.0,0.1206962969999949,0.1198528330000385,0.121937599999967,6.0
synthetic_scaling,classification,4000,16,bonferroni,exhaustive,3,False,1200.0,0.1820155959999851,0.1819537040000227,0.1853049590000068,6.0
synthetic_scaling,classification,4000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.1122082709999858,0.1118041079999443,0.1125093109999966,6.0
synthetic_scaling,classification,4000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.1441370150000125,0.1440948910000088,0.1590218250000248,6.0
synthetic_scaling,classification,4000,16,maxt,adaptive,3,False,1200.0,0.1121486890000369,0.1090904099999647,0.1129135820000328,8.0
synthetic_scaling,classification,4000,16,maxt,exhaustive,3,False,1200.0,0.2188326030000098,0.2173705440000048,0.2205107149999889,6.0
synthetic_scaling,classification,4000,64,bonferroni,adaptive,3,False,1200.0,0.4382081919999905,0.437324096999987,0.4403344410000045,6.0
synthetic_scaling,classification,4000,64,bonferroni,exhaustive,3,False,1200.0,1.5913876679999817,1.589578515000028,1.593089636000002,6.0
synthetic_scaling,classification,4000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.2079987270000174,0.2079636059999643,0.2082232419999741,7.0
synthetic_scaling,classification,4000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.2205613710000307,0.2202018010000301,0.2243927619999794,0.0
synthetic_scaling,classification,4000,64,maxt,adaptive,3,False,1200.0,0.1430105929999854,0.1386836650000305,0.1432828220000033,7.666666666666667
synthetic_scaling,classification,4000,64,maxt,exhaustive,3,False,1200.0,0.4462451349999696,0.4421705650000262,0.4492429010000478,6.0
synthetic_scaling,classification,4000,256,bonferroni,adaptive,3,False,1200.0,1.9762523450000344,1.9340760119999911,1.9814408949999915,7.0
synthetic_scaling,classification,4000,256,bonferroni,exhaustive,3,False,1200.0,15.833434901000032,15.756895221000036,16.145871502999967,7.0
synthetic_scaling,classification,4000,256,bonferroni_fixed,adaptive,3,False,1200.0,1.2073756429999776,1.1886302620000038,1.2469503109999778,7.0
synthetic_scaling,classification,4000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.8501122029999806,0.8486224879999895,0.8528963839999619,0.0
synthetic_scaling,classification,4000,256,maxt,adaptive,3,False,1200.0,0.3068904109999835,0.3068522089999987,0.3464034849999962,7.0
synthetic_scaling,classification,4000,256,maxt,exhaustive,3,False,1200.0,1.3209697899999924,1.3191202279999743,1.3278232320000145,6.0
synthetic_scaling,classification,16000,16,bonferroni,adaptive,3,False,1200.0,0.4769498050000038,0.4667062109999733,0.4950865879999924,8.0
synthetic_scaling,classification,16000,16,bonferroni,exhaustive,3,False,1200.0,0.7241792130000135,0.7203352420000328,0.7436855020000053,8.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.4203729229999453,0.4198272059999794,0.4372496189999992,8.0
synthetic_scaling,classification,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.5474440240000149,0.5412737299999435,0.5484729180000159,8.0
synthetic_scaling,classification,16000,16,maxt,adaptive,3,False,1200.0,0.350959247999981,0.3386255199999368,0.4056161689999271,8.666666666666666
synthetic_scaling,classification,16000,16,maxt,exhaustive,3,False,1200.0,0.8872835880000594,0.8862515450000501,0.9039592969999148,8.0
synthetic_scaling,classification,16000,64,bonferroni,adaptive,3,False,1200.0,1.1133480610000106,1.1130253119999909,1.113631891999944,8.0
synthetic_scaling,classification,16000,64,bonferroni,exhaustive,3,False,1200.0,3.5713662880000356,3.521223758000019,3.5850605640000595,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.6385249500000327,0.6361719160000803,0.6396026940000183,8.0
synthetic_scaling,classification,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.8875831840000501,0.8866462250000495,0.8879044050000857,0.0
synthetic_scaling,classification,16000,64,maxt,adaptive,3,False,1200.0,0.5358429749999232,0.5060086710000178,0.5362412790000235,9.0
synthetic_scaling,classification,16000,64,maxt,exhaustive,3,False,1200.0,2.008243552000067,2.0038954540000304,2.010782549999931,8.0
synthetic_scaling,classification,16000,256,bonferroni,adaptive,3,False,1200.0,10.679884691999971,10.610382964999983,10.69451039599994,7.0
synthetic_scaling,classification,16000,256,bonferroni,exhaustive,3,False,1200.0,89.30494075500008,88.59105347600007,90.19412524900008,7.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,7.576971545999868,7.530829750999828,7.587609076000035,7.0
synthetic_scaling,classification,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.4634806970000227,3.448316402000046,3.5002293630000167,0.0
synthetic_scaling,classification,16000,256,maxt,adaptive,3,False,1200.0,1.2229391379999015,1.1930487600000106,1.23619657800009,9.0
synthetic_scaling,classification,16000,256,maxt,exhaustive,3,False,1200.0,6.243224607999991,6.23660430599989,6.256824929000004,9.0
synthetic_scaling,regression,1000,16,bonferroni,adaptive,3,False,1200.0,0.0562403330000051,0.0562359820000892,0.0563169759998345,7.0
synthetic_scaling,regression,1000,16,bonferroni,exhaustive,3,False,1200.0,0.0695946339999409,0.0693228259999614,0.070458993000102,7.0
synthetic_scaling,regression,1000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.0525640460000431,0.0523311379999995,0.0528200530000049,7.0
synthetic_scaling,regression,1000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.0592294560001391,0.0589500779999525,0.0594597340000291,7.0
synthetic_scaling,regression,1000,16,maxt,adaptive,3,False,1200.0,0.050004865999881,0.0483350219999465,0.054111826000053,7.333333333333333
synthetic_scaling,regression,1000,16,maxt,exhaustive,3,False,1200.0,0.0765428669999437,0.0758894470000086,0.076730722999855,6.0
synthetic_scaling,regression,1000,64,bonferroni,adaptive,3,False,1200.0,0.1377408469998045,0.1366237219999675,0.1382448510000813,6.0
synthetic_scaling,regression,1000,64,bonferroni,exhaustive,3,False,1200.0,0.4555322300000171,0.453455305000034,0.4560341369999605,6.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.1050822199999856,0.1038524119999237,0.105455812999935,6.0
synthetic_scaling,regression,1000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.057061128999976,0.0569657250000545,0.0675631909998628,0.0
synthetic_scaling,regression,1000,64,maxt,adaptive,3,False,1200.0,0.0672399109998878,0.0575294440000107,0.0687740389998907,6.666666666666667
synthetic_scaling,regression,1000,64,maxt,exhaustive,3,False,1200.0,0.148243199000035,0.1476813219999257,0.1489530320000085,6.0
synthetic_scaling,regression,1000,256,bonferroni,adaptive,3,False,1200.0,0.2037035570001535,0.2021632890000546,0.2038227500001994,6.0
synthetic_scaling,regression,1000,256,bonferroni,exhaustive,3,False,1200.0,0.7348359119998804,0.7337495560000207,0.7623717449998821,6.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,adaptive,3,False,1200.0,0.1879596359999595,0.1865686730000106,0.1894033020000733,6.0
synthetic_scaling,regression,1000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.2181783839998843,0.2178939750001518,0.2185257649998675,0.0
synthetic_scaling,regression,1000,256,maxt,adaptive,3,False,1200.0,0.088945988999967,0.0882169260000864,0.0890300319999823,6.0
synthetic_scaling,regression,1000,256,maxt,exhaustive,3,False,1200.0,0.2898021539999718,0.2887086200000794,0.2937179689999993,6.0
synthetic_scaling,regression,4000,16,bonferroni,adaptive,3,False,1200.0,0.1683259559999896,0.167631842999981,0.1684258679999857,8.0
synthetic_scaling,regression,4000,16,bonferroni,exhaustive,3,False,1200.0,0.2239137489998484,0.2234394510001038,0.2411544850001519,8.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.1505485469999712,0.1498569940001743,0.1512983100001292,8.0
synthetic_scaling,regression,4000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.1821042259998648,0.1811858570001732,0.182375944999876,8.0
synthetic_scaling,regression,4000,16,maxt,adaptive,3,False,1200.0,0.15157408999994,0.1500950650001868,0.1549919389999559,9.0
synthetic_scaling,regression,4000,16,maxt,exhaustive,3,False,1200.0,0.2788791259999925,0.2781898440000532,0.2792314350001561,8.0
synthetic_scaling,regression,4000,64,bonferroni,adaptive,3,False,1200.0,0.4341554220000034,0.4253941360000226,0.4462272859998393,7.0
synthetic_scaling,regression,4000,64,bonferroni,exhaustive,3,False,1200.0,1.4131317589999526,1.4049157389999891,1.4396229870001207,7.0
synthetic_scaling,regression,4000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.3124656960001175,0.2972040219999599,0.3230970019999404,7.0
synthetic_scaling,regression,4000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.2039645390000259,0.2037608919999911,0.2049040289998629,0.0
synthetic_scaling,regression,4000,64,maxt,adaptive,3,False,1200.0,0.2063473270000031,0.2036413010000615,0.2070930810000391,8.333333333333334
synthetic_scaling,regression,4000,64,maxt,exhaustive,3,False,1200.0,0.5667098230001102,0.5269382330000099,0.5899888309998005,8.0
synthetic_scaling,regression,4000,256,bonferroni,adaptive,3,False,1200.0,1.4661585119999927,1.4648813219998829,1.4713109849999455,7.0
synthetic_scaling,regression,4000,256,bonferroni,exhaustive,3,False,1200.0,8.86356649000004,8.848857396999847,8.901132164000046,7.0
synthetic_scaling,regression,4000,256,bonferroni_fixed,adaptive,3,False,1200.0,1.4503994609999609,1.4348749470000255,1.459444607000023,7.0
synthetic_scaling,regression,4000,256,bonferroni_fixed,exhaustive,3,False,1200.0,0.7894858810000187,0.7879329119998602,0.7935529500000484,0.0
synthetic_scaling,regression,4000,256,maxt,adaptive,3,False,1200.0,0.3634780459999547,0.3596784139999727,0.3779609319999508,9.0
synthetic_scaling,regression,4000,256,maxt,exhaustive,3,False,1200.0,1.369869967000113,1.3501172010001028,1.4478323180001098,7.666666666666667
synthetic_scaling,regression,16000,16,bonferroni,adaptive,3,False,1200.0,0.5889642099998582,0.5783362669999406,0.5994082710001294,10.0
synthetic_scaling,regression,16000,16,bonferroni,exhaustive,3,False,1200.0,0.8464288719999331,0.843957084000067,0.8472286879998592,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,adaptive,3,False,1200.0,0.5267815619999965,0.5254735199998777,0.5378609930000948,10.0
synthetic_scaling,regression,16000,16,bonferroni_fixed,exhaustive,3,False,1200.0,0.6547577079998064,0.6532915820000653,0.6569867379998868,10.0
synthetic_scaling,regression,16000,16,maxt,adaptive,3,False,1200.0,0.4967794789999971,0.4931272530000115,0.5106034870000258,10.0
synthetic_scaling,regression,16000,16,maxt,exhaustive,3,False,1200.0,1.0405508480000665,1.034431548999919,1.0415762000000086,10.0
synthetic_scaling,regression,16000,64,bonferroni,adaptive,3,False,1200.0,1.2464065490000849,1.2402495220001128,1.2502255490001062,9.0
synthetic_scaling,regression,16000,64,bonferroni,exhaustive,3,False,1200.0,3.744873805999987,3.734919108999975,3.766521442999874,9.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,adaptive,3,False,1200.0,0.8088308190001499,0.8072818989999178,0.8101892049999151,9.0
synthetic_scaling,regression,16000,64,bonferroni_fixed,exhaustive,3,False,1200.0,0.831792317999998,0.8316148839999187,0.8329928870000458,0.0
synthetic_scaling,regression,16000,64,maxt,adaptive,3,False,1200.0,0.7115955570000096,0.6992724839999482,0.726026284999989,11.0
synthetic_scaling,regression,16000,64,maxt,exhaustive,3,False,1200.0,2.152338332999989,2.1442082580001625,2.170698098999992,10.0
synthetic_scaling,regression,16000,256,bonferroni,adaptive,3,False,1200.0,8.116973802999837,8.075024216999964,8.123537437999858,8.0
synthetic_scaling,regression,16000,256,bonferroni,exhaustive,3,False,1200.0,60.97425010799998,60.83386891600003,62.93619138199983,8.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,adaptive,3,False,1200.0,5.549895626999842,5.544024187000105,5.616515506999804,8.0
synthetic_scaling,regression,16000,256,bonferroni_fixed,exhaustive,3,False,1200.0,3.223447166999904,3.2230409250000776,3.2777881080000952,0.0
synthetic_scaling,regression,16000,256,maxt,adaptive,3,False,1200.0,1.3950502120001147,1.3928391099998407,2.418994991999625,11.666666666666666
synthetic_scaling,regression,16000,256,maxt,exhaustive,3,False,1200.0,6.308712898000067,6.2614158639999005,6.323741522000091,10.0
