task,downstream_model,dataset,method_base,n_k,supported_k,start_k,end_k,start_rank,end_rank,delta_rank,mean_rank,best_rank,worst_rank,start_score,end_score,delta_score,mean_score
classification,lr,CLL_SUB_111,xgb,5,"5,10,25,50,100",5,100,1.0,2.0,1.0,2.0,1.0,4.0,0.8143703703703703,0.8273670033670034,0.012996632996633117,0.8018101010101011
classification,lr,ORL,boruta,5,"5,10,25,50,100",5,100,13.0,12.0,-1.0,13.0,12.0,14.0,0.2755,0.884,0.6085,0.6088
classification,lr,ORL,cat,5,"5,10,25,50,100",5,100,7.0,4.0,-3.0,4.8,4.0,7.0,0.40950000000000003,0.9640000000000001,0.5545,0.7656
classification,lr,ORL,cif,5,"5,10,25,50,100",5,100,4.0,3.0,-1.0,5.0,3.0,7.0,0.45549999999999996,0.966,0.5105,0.7705
classification,lr,ORL,cit,5,"5,10,25,50,100",5,100,8.0,9.0,1.0,6.6,3.0,9.0,0.39899999999999997,0.9395,0.5405,0.7555
classification,lr,ORL,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.1215,0.7145,0.593,0.36550000000000005
classification,lr,ORL,et,5,"5,10,25,50,100",5,100,9.0,7.0,-2.0,8.6,7.0,10.0,0.396,0.9520000000000001,0.556,0.725
classification,lr,ORL,lgbm,5,"5,10,25,50,100",5,100,2.0,1.5,-0.5,2.5,1.5,4.0,0.485,0.968,0.483,0.8015000000000001
classification,lr,ORL,pi,5,"5,10,25,50,100",5,100,10.0,11.0,1.0,10.6,10.0,11.0,0.3685,0.93,0.5615000000000001,0.7090000000000001
classification,lr,ORL,ptest_mc,5,"5,10,25,50,100",5,100,12.0,10.0,-2.0,12.4,10.0,14.0,0.27949999999999997,0.9345,0.655,0.61
classification,lr,ORL,ptest_rdc,5,"5,10,25,50,100",5,100,14.0,13.0,-1.0,12.8,12.0,14.0,0.2605,0.8809999999999999,0.6204999999999998,0.6188
classification,lr,ORL,r_cforest,5,"5,10,25,50,100",5,100,11.0,8.0,-3.0,9.4,8.0,11.0,0.3615,0.948,0.5865,0.7157000000000001
classification,lr,ORL,r_ctree,5,"5,10,25,50,100",5,100,5.0,14.0,9.0,8.2,5.0,14.0,0.41850000000000004,0.848,0.42949999999999994,0.7253999999999999
classification,lr,ORL,rf,5,"5,10,25,50,100",5,100,6.0,6.0,0.0,7.0,6.0,8.0,0.413,0.9555,0.5425,0.7464000000000001
classification,lr,ORL,rfe,5,"5,10,25,50,100",5,100,1.0,5.0,4.0,2.2,1.0,5.0,0.4955,0.9584999999999999,0.4629999999999999,0.8036
classification,lr,ORL,xgb,5,"5,10,25,50,100",5,100,3.0,1.5,-1.5,1.9,1.0,3.0,0.4805,0.968,0.4875,0.8020999999999999
classification,lr,TOX_171,boruta,5,"5,10,25,50,100",5,100,8.0,4.0,-4.0,5.6,4.0,8.0,0.5910714285714286,0.8750595238095238,0.2839880952380952,0.7390992063492063
classification,lr,TOX_171,cat,5,"5,10,25,50,100",5,100,4.0,7.0,3.0,5.2,4.0,7.0,0.642797619047619,0.8526587301587302,0.20986111111111116,0.7535198412698413
classification,lr,TOX_171,cif,5,"5,10,25,50,100",5,100,10.0,8.0,-2.0,9.0,8.0,11.0,0.5678968253968254,0.8502182539682539,0.2823214285714285,0.7094285714285713
classification,lr,TOX_171,cit,5,"5,10,25,50,100",5,100,6.0,9.0,3.0,9.2,6.0,11.0,0.6200992063492063,0.8363690476190476,0.21626984126984128,0.6974365079365079
classification,lr,TOX_171,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,14.6,13.0,15.0,0.39849206349206345,0.7737698412698413,0.3752777777777778,0.5700039682539682
classification,lr,TOX_171,et,5,"5,10,25,50,100",5,100,11.0,6.0,-5.0,8.0,5.0,11.0,0.559781746031746,0.8656150793650794,0.3058333333333334,0.7153055555555555
classification,lr,TOX_171,lgbm,5,"5,10,25,50,100",5,100,2.0,2.0,0.0,1.8,1.0,2.0,0.66375,0.8905555555555555,0.2268055555555556,0.7910277777777777
classification,lr,TOX_171,pi,5,"5,10,25,50,100",5,100,12.0,12.0,0.0,12.0,12.0,12.0,0.4722420634920635,0.8128571428571427,0.34061507936507923,0.6423373015873015
classification,lr,TOX_171,ptest_mc,5,"5,10,25,50,100",5,100,5.0,11.0,6.0,8.6,5.0,11.0,0.6325396825396825,0.8169642857142857,0.18442460317460319,0.7141190476190477
classification,lr,TOX_171,ptest_rdc,5,"5,10,25,50,100",5,100,7.0,10.0,3.0,7.6,5.0,10.0,0.6094841269841269,0.8261309523809524,0.21664682539682545,0.7238888888888888
classification,lr,TOX_171,r_cforest,5,"5,10,25,50,100",5,100,13.0,14.0,1.0,13.8,13.0,15.0,0.4355753968253968,0.7846428571428571,0.3490674603174603,0.597718253968254
classification,lr,TOX_171,r_ctree,5,"5,10,25,50,100",5,100,14.0,13.0,-1.0,13.6,13.0,14.0,0.4298412698412698,0.7947420634920636,0.36490079365079375,0.5951190476190475
classification,lr,TOX_171,rf,5,"5,10,25,50,100",5,100,9.0,5.0,-4.0,6.8,5.0,9.0,0.5909126984126984,0.870436507936508,0.2795238095238095,0.729186507936508
classification,lr,TOX_171,rfe,5,"5,10,25,50,100",5,100,3.0,3.0,0.0,2.8,2.0,3.0,0.654186507936508,0.8771428571428571,0.2229563492063491,0.7812103174603175
classification,lr,TOX_171,xgb,5,"5,10,25,50,100",5,100,1.0,1.0,0.0,1.4,1.0,3.0,0.6678373015873017,0.9000992063492064,0.23226190476190467,0.7903015873015873
classification,lr,Yale,boruta,5,"5,10,25,50,100",5,100,11.0,8.0,-3.0,9.8,8.0,11.0,0.3262222222222222,0.7275555555555555,0.4013333333333333,0.5446222222222221
classification,lr,Yale,cat,5,"5,10,25,50,100",5,100,7.0,1.0,-6.0,5.2,1.0,9.0,0.3897777777777777,0.7755555555555556,0.38577777777777783,0.6101333333333333
classification,lr,Yale,cif,5,"5,10,25,50,100",5,100,2.0,2.0,0.0,1.8,1.0,2.0,0.4711111111111111,0.7586666666666666,0.2875555555555555,0.6457777777777778
classification,lr,Yale,cit,5,"5,10,25,50,100",5,100,9.0,13.0,4.0,8.6,4.0,13.0,0.3844444444444444,0.6417777777777778,0.25733333333333336,0.5724444444444444
classification,lr,Yale,cpi,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.14622222222222223,0.5133333333333333,0.36711111111111105,0.292
classification,lr,Yale,et,5,"5,10,25,50,100",5,100,3.0,4.5,1.5,5.7,3.0,8.0,0.43111111111111117,0.7533333333333333,0.32222222222222213,0.6120888888888889
classification,lr,Yale,lgbm,5,"5,10,25,50,100",5,100,5.0,4.5,-0.5,4.1,3.0,5.0,0.4275555555555555,0.7533333333333333,0.3257777777777778,0.6269333333333333
classification,lr,Yale,pi,5,"5,10,25,50,100",5,100,13.0,12.0,-1.0,12.4,11.0,13.0,0.3035555555555555,0.6484444444444444,0.34488888888888886,0.4884444444444444
classification,lr,Yale,ptest_mc,5,"5,10,25,50,100",5,100,8.0,9.0,1.0,8.4,8.0,9.0,0.38888888888888884,0.6964444444444444,0.3075555555555556,0.5841777777777777
classification,lr,Yale,ptest_rdc,5,"5,10,25,50,100",5,100,14.0,10.0,-4.0,13.2,10.0,14.0,0.284,0.6897777777777777,0.40577777777777774,0.4694222222222222
classification,lr,Yale,r_cforest,5,"5,10,25,50,100",5,100,12.0,11.0,-1.0,11.8,11.0,12.0,0.3168888888888889,0.6546666666666667,0.33777777777777784,0.4953777777777778
classification,lr,Yale,r_ctree,5,"5,10,25,50,100",5,100,10.0,14.0,4.0,11.6,10.0,14.0,0.34,0.5773333333333333,0.23733333333333323,0.5060444444444444
classification,lr,Yale,rf,5,"5,10,25,50,100",5,100,4.0,6.0,2.0,5.0,2.0,7.0,0.4302222222222222,0.7448888888888888,0.31466666666666665,0.6200888888888888
classification,lr,Yale,rfe,5,"5,10,25,50,100",5,100,1.0,7.0,6.0,3.6,1.0,7.0,0.4968888888888889,0.7364444444444445,0.23955555555555558,0.6391111111111111
classification,lr,Yale,xgb,5,"5,10,25,50,100",5,100,6.0,3.0,-3.0,3.8,1.0,6.0,0.4053333333333333,0.7573333333333333,0.352,0.6232888888888889
classification,lr,arcene,boruta,5,"5,10,25,50,100",5,100,5.0,1.0,-4.0,3.6,1.0,7.0,0.6916161616161617,0.7836363636363636,0.09202020202020189,0.7329949494949495
classification,lr,arcene,cat,5,"5,10,25,50,100",5,100,4.0,3.0,-1.0,3.2,2.0,4.0,0.6936616161616161,0.7604545454545455,0.06679292929292935,0.7321262626262627
classification,lr,arcene,cif,5,"5,10,25,50,100",5,100,8.0,2.0,-6.0,6.0,2.0,8.0,0.6822979797979798,0.7665151515151516,0.0842171717171718,0.7188585858585859
classification,lr,arcene,cit,5,"5,10,25,50,100",5,100,12.0,13.0,1.0,11.8,9.0,14.0,0.6498737373737374,0.6775757575757575,0.02770202020202006,0.6714343434343434
classification,lr,arcene,cpi,5,"5,10,25,50,100",5,100,10.0,15.0,5.0,11.8,8.0,15.0,0.6583080808080808,0.6693939393939394,0.011085858585858643,0.6671010101010102
classification,lr,arcene,et,5,"5,10,25,50,100",5,100,1.0,6.0,5.0,2.8,1.0,6.0,0.7173484848484848,0.7449747474747475,0.027626262626262665,0.7377323232323232
classification,lr,arcene,lgbm,5,"5,10,25,50,100",5,100,3.0,7.0,4.0,3.2,1.0,7.0,0.7036616161616162,0.7381060606060607,0.0344444444444445,0.7352323232323232
classification,lr,arcene,pi,5,"5,10,25,50,100",5,100,11.0,11.0,0.0,10.8,9.0,12.0,0.6576767676767676,0.6963383838383838,0.03866161616161612,0.6771111111111111
classification,lr,arcene,ptest_mc,5,"5,10,25,50,100",5,100,9.0,4.0,-5.0,7.2,4.0,9.0,0.6676767676767676,0.7542676767676768,0.08659090909090916,0.7117575757575757
classification,lr,arcene,ptest_rdc,5,"5,10,25,50,100",5,100,15.0,10.0,-5.0,13.4,10.0,15.0,0.5429545454545455,0.7014646464646465,0.158510101010101,0.6364646464646464
classification,lr,arcene,r_cforest,5,"5,10,25,50,100",5,100,14.0,9.0,-5.0,12.6,9.0,14.0,0.5900252525252525,0.7050252525252526,0.1150000000000001,0.6522121212121212
classification,lr,arcene,r_ctree,5,"5,10,25,50,100",5,100,13.0,12.0,-1.0,12.2,10.0,14.0,0.6291414141414141,0.6814393939393939,0.05229797979797979,0.6701767676767677
classification,lr,arcene,rf,5,"5,10,25,50,100",5,100,7.0,5.0,-2.0,5.4,5.0,7.0,0.685050505050505,0.7542171717171717,0.06916666666666671,0.7255757575757575
classification,lr,arcene,rfe,5,"5,10,25,50,100",5,100,6.0,14.0,8.0,9.8,6.0,14.0,0.6889898989898989,0.673939393939394,-0.015050505050504981,0.6928838383838384
classification,lr,arcene,xgb,5,"5,10,25,50,100",5,100,2.0,8.0,6.0,6.2,2.0,10.0,0.7137878787878787,0.7156313131313131,0.0018434343434343692,0.715040404040404
classification,lr,dexter,boruta,5,"5,10,25,50,100",5,100,4.0,5.0,1.0,3.6,1.0,5.0,0.7893333333333333,0.8793333333333334,0.09000000000000008,0.8626666666666667
classification,lr,dexter,cat,5,"5,10,25,50,100",5,100,1.0,6.0,5.0,3.0,1.0,6.0,0.8373333333333334,0.8693333333333334,0.03200000000000003,0.8704000000000001
classification,lr,dexter,cif,5,"5,10,25,50,100",5,100,8.0,4.0,-4.0,6.4,4.0,8.0,0.7493333333333334,0.8853333333333333,0.1359999999999999,0.8329333333333334
classification,lr,dexter,cit,5,"5,10,25,50,100",5,100,7.0,12.0,5.0,10.6,7.0,12.0,0.7566666666666667,0.764,0.007333333333333303,0.7578666666666667
classification,lr,dexter,cpi,5,"5,10,25,50,100",5,100,13.0,11.0,-2.0,11.6,11.0,13.0,0.6813333333333333,0.7826666666666666,0.10133333333333328,0.7521333333333333
classification,lr,dexter,et,5,"5,10,25,50,100",5,100,9.0,2.0,-7.0,6.4,2.0,9.0,0.742,0.8926666666666666,0.15066666666666662,0.8330666666666667
classification,lr,dexter,lgbm,5,"5,10,25,50,100",5,100,3.0,8.0,5.0,5.0,3.0,8.0,0.8293333333333334,0.8560000000000001,0.026666666666666727,0.8589333333333334
classification,lr,dexter,pi,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,10.2,9.0,11.0,0.7086666666666668,0.8273333333333334,0.11866666666666659,0.7824
classification,lr,dexter,ptest_mc,5,"5,10,25,50,100",5,100,10.0,1.0,-9.0,5.6,1.0,10.0,0.7233333333333333,0.8946666666666667,0.17133333333333345,0.8324
classification,lr,dexter,ptest_rdc,5,"5,10,25,50,100",5,100,6.0,10.0,4.0,8.2,6.0,10.0,0.762,0.8206666666666667,0.058666666666666645,0.8098666666666666
classification,lr,dexter,rf,5,"5,10,25,50,100",5,100,5.0,3.0,-2.0,3.2,1.0,5.0,0.7686666666666667,0.888,0.11933333333333329,0.8562666666666667
classification,lr,dexter,rfe,5,"5,10,25,50,100",5,100,12.0,13.0,1.0,12.8,12.0,13.0,0.7013333333333334,0.7606666666666666,0.05933333333333324,0.7289333333333333
classification,lr,dexter,xgb,5,"5,10,25,50,100",5,100,2.0,7.0,5.0,4.4,1.0,7.0,0.8366666666666667,0.8566666666666667,0.020000000000000018,0.8642666666666667
classification,lr,gamma,boruta,1,5,5,5,14.0,14.0,0.0,14.0,14.0,14.0,0.6258056627295542,0.6258056627295542,0.0,0.6258056627295542
classification,lr,gamma,cat,1,5,5,5,3.0,3.0,0.0,3.0,3.0,3.0,0.7579971795997084,0.7579971795997084,0.0,0.7579971795997084
classification,lr,gamma,cif,1,5,5,5,3.0,3.0,0.0,3.0,3.0,3.0,0.7579971795997084,0.7579971795997084,0.0,0.7579971795997084
classification,lr,gamma,cit,1,5,5,5,13.0,13.0,0.0,13.0,13.0,13.0,0.732982815568546,0.732982815568546,0.0,0.732982815568546
classification,lr,gamma,cpi,1,5,5,5,6.0,6.0,0.0,6.0,6.0,6.0,0.7575058851843359,0.7575058851843359,0.0,0.7575058851843359
classification,lr,gamma,et,1,5,5,5,7.0,7.0,0.0,7.0,7.0,7.0,0.7571975877428747,0.7571975877428747,0.0,0.7571975877428747
classification,lr,gamma,lgbm,1,5,5,5,3.0,3.0,0.0,3.0,3.0,3.0,0.7579971795997084,0.7579971795997084,0.0,0.7579971795997084
classification,lr,gamma,pi,1,5,5,5,12.0,12.0,0.0,12.0,12.0,12.0,0.7505258093802313,0.7505258093802313,0.0,0.7505258093802313
classification,lr,gamma,ptest_mc,1,5,5,5,9.0,9.0,0.0,9.0,9.0,9.0,0.7542460040539196,0.7542460040539196,0.0,0.7542460040539196
classification,lr,gamma,ptest_rdc,1,5,5,5,10.0,10.0,0.0,10.0,10.0,10.0,0.7534913828116876,0.7534913828116876,0.0,0.7534913828116876
classification,lr,gamma,r_cforest,1,5,5,5,11.0,11.0,0.0,11.0,11.0,11.0,0.7508796958797,0.7508796958797,0.0,0.7508796958797
classification,lr,gamma,r_ctree,1,5,5,5,15.0,15.0,0.0,15.0,15.0,15.0,0.5939260624387895,0.5939260624387895,0.0,0.5939260624387895
classification,lr,gamma,rf,1,5,5,5,3.0,3.0,0.0,3.0,3.0,3.0,0.7579971795997084,0.7579971795997084,0.0,0.7579971795997084
classification,lr,gamma,rfe,1,5,5,5,8.0,8.0,0.0,8.0,8.0,8.0,0.7545294303561363,0.7545294303561363,0.0,0.7545294303561363
classification,lr,gamma,xgb,1,5,5,5,3.0,3.0,0.0,3.0,3.0,3.0,0.7579971795997084,0.7579971795997084,0.0,0.7579971795997084
classification,lr,gisette,boruta,5,"5,10,25,50,100",5,100,12.0,7.0,-5.0,10.6,7.0,12.0,0.6868333333333334,0.9433666666666667,0.2565333333333333,0.8350266666666666
classification,lr,gisette,cat,5,"5,10,25,50,100",5,100,7.0,3.0,-4.0,3.8,3.0,7.0,0.8581,0.9634999999999999,0.10539999999999994,0.91576
classification,lr,gisette,cif,5,"5,10,25,50,100",5,100,8.0,5.0,-3.0,6.0,5.0,8.0,0.8512333333333334,0.9521333333333334,0.10089999999999999,0.9015533333333334
classification,lr,gisette,cit,5,"5,10,25,50,100",5,100,3.0,12.0,9.0,9.6,3.0,12.0,0.8661,0.9038333333333334,0.037733333333333396,0.8777533333333334
classification,lr,gisette,cpi,5,"5,10,25,50,100",5,100,13.0,13.0,0.0,13.0,13.0,13.0,0.6233,0.898,0.27470000000000006,0.7561533333333335
classification,lr,gisette,et,5,"5,10,25,50,100",5,100,6.0,9.0,3.0,7.2,5.0,9.0,0.8582666666666667,0.9418333333333334,0.08356666666666668,0.89908
classification,lr,gisette,lgbm,5,"5,10,25,50,100",5,100,1.0,2.0,1.0,1.4,1.0,2.0,0.8746,0.9653333333333333,0.09073333333333322,0.9221666666666668
classification,lr,gisette,pi,5,"5,10,25,50,100",5,100,11.0,6.0,-5.0,8.8,6.0,11.0,0.7804000000000001,0.9451666666666667,0.16476666666666662,0.8747333333333334
classification,lr,gisette,ptest_mc,5,"5,10,25,50,100",5,100,10.0,11.0,1.0,8.4,4.0,11.0,0.8428999999999999,0.9337333333333333,0.09083333333333343,0.8937666666666667
classification,lr,gisette,ptest_rdc,5,"5,10,25,50,100",5,100,9.0,10.0,1.0,9.2,9.0,10.0,0.8454,0.9388333333333334,0.09343333333333337,0.8943266666666666
classification,lr,gisette,r_cforest,5,"5,10,25,50,100",5,100,14.0,14.0,0.0,14.0,14.0,14.0,0.5529333333333334,0.828,0.27506666666666657,0.6901266666666667
classification,lr,gisette,r_ctree,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.5347083333333333,0.8114583333333334,0.27675000000000005,0.6644333333333334
classification,lr,gisette,rf,5,"5,10,25,50,100",5,100,5.0,8.0,3.0,6.6,5.0,8.0,0.8588666666666667,0.9424666666666667,0.08360000000000001,0.8993800000000001
classification,lr,gisette,rfe,5,"5,10,25,50,100",5,100,4.0,4.0,0.0,4.8,4.0,8.0,0.8646666666666667,0.9578,0.09313333333333329,0.9088200000000001
classification,lr,gisette,xgb,5,"5,10,25,50,100",5,100,2.0,1.0,-1.0,1.6,1.0,2.0,0.8717,0.9662666666666666,0.09456666666666658,0.9213533333333335
classification,lr,glass,boruta,2,"5,10",5,10,12.5,8.0,-4.5,10.25,8.0,12.5,0.8356944444444444,0.9035833333333333,0.06788888888888889,0.8696388888888889
classification,lr,glass,cat,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.8556825396825397,0.9035833333333333,0.04790079365079358,0.8796329365079365
classification,lr,glass,cif,2,"5,10",5,10,5.0,8.0,3.0,6.5,5.0,8.0,0.8596507936507937,0.9035833333333333,0.04393253968253963,0.8816170634920635
classification,lr,glass,cit,2,"5,10",5,10,15.0,8.0,-7.0,11.5,8.0,15.0,0.7822738095238095,0.9035833333333333,0.12130952380952376,0.8429285714285715
classification,lr,glass,cpi,2,"5,10",5,10,14.0,8.0,-6.0,11.0,8.0,14.0,0.7937619047619048,0.9035833333333333,0.10982142857142851,0.848672619047619
classification,lr,glass,et,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.8538055555555555,0.9035833333333333,0.04977777777777781,0.8786944444444444
classification,lr,glass,lgbm,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.8619999999999999,0.9035833333333333,0.041583333333333417,0.8827916666666666
classification,lr,glass,pi,2,"5,10",5,10,1.0,8.0,7.0,4.5,1.0,8.0,0.872595238095238,0.9035833333333333,0.030988095238095315,0.8880892857142857
classification,lr,glass,ptest_mc,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.8545396825396824,0.9035833333333333,0.04904365079365092,0.8790615079365078
classification,lr,glass,ptest_rdc,2,"5,10",5,10,10.0,8.0,-2.0,9.0,8.0,10.0,0.8514563492063492,0.9035833333333333,0.05212698412698413,0.8775198412698413
classification,lr,glass,r_cforest,2,"5,10",5,10,2.0,8.0,6.0,5.0,2.0,8.0,0.8654007936507937,0.9035833333333333,0.038182539682539596,0.8844920634920634
classification,lr,glass,r_ctree,2,"5,10",5,10,12.5,8.0,-4.5,10.25,8.0,12.5,0.8356944444444444,0.9035833333333333,0.06788888888888889,0.8696388888888889
classification,lr,glass,rf,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.8626111111111111,0.9035833333333333,0.04097222222222219,0.8830972222222222
classification,lr,glass,rfe,2,"5,10",5,10,11.0,8.0,-3.0,9.5,8.0,11.0,0.8426904761904761,0.9035833333333333,0.06089285714285719,0.8731369047619046
classification,lr,glass,xgb,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.8564126984126985,0.9035833333333333,0.04717063492063478,0.8799980158730158
classification,lr,isolet,boruta,5,"5,10,25,50,100",5,100,14.0,15.0,1.0,14.8,14.0,15.0,0.1893967840069535,0.8253511516731855,0.635954367666232,0.46358122555410686
classification,lr,isolet,cat,5,"5,10,25,50,100",5,100,2.0,1.0,-1.0,2.6,1.0,4.0,0.4966723163841808,0.9433767926988266,0.44670447631464577,0.7728135593220339
classification,lr,isolet,cif,5,"5,10,25,50,100",5,100,10.0,5.0,-5.0,7.4,5.0,10.0,0.2930930030421556,0.9296075619295958,0.6365145588874402,0.6952123424598001
classification,lr,isolet,cit,5,"5,10,25,50,100",5,100,8.0,7.0,-1.0,5.6,1.0,8.0,0.3833985223815732,0.9233272490221642,0.539928726640591,0.7252113863537593
classification,lr,isolet,cpi,5,"5,10,25,50,100",5,100,12.0,14.0,2.0,13.2,12.0,14.0,0.250935245545415,0.8621108213820078,0.6111755758365928,0.5635368970013037
classification,lr,isolet,et,5,"5,10,25,50,100",5,100,11.0,10.0,-1.0,10.4,9.0,12.0,0.28752411994784877,0.9139096045197741,0.6263854845719253,0.637612777053455
classification,lr,isolet,lgbm,5,"5,10,25,50,100",5,100,6.0,3.0,-3.0,3.2,1.0,6.0,0.38751629726206,0.939942199043894,0.552425901781834,0.7511591481964364
classification,lr,isolet,pi,5,"5,10,25,50,100",5,100,7.0,8.0,1.0,8.2,7.0,10.0,0.38418948283355064,0.9196753585397652,0.5354858757062146,0.7033652325076053
classification,lr,isolet,ptest_mc,5,"5,10,25,50,100",5,100,13.0,13.0,0.0,12.4,11.0,13.0,0.23924119947848763,0.8674741416775315,0.6282329421990438,0.6108961321164712
classification,lr,isolet,ptest_rdc,5,"5,10,25,50,100",5,100,15.0,12.0,-3.0,13.4,12.0,15.0,0.156748370273794,0.9090112994350282,0.7522629291612342,0.532238852672751
classification,lr,isolet,r_cforest,5,"5,10,25,50,100",5,100,3.0,11.0,8.0,9.0,3.0,11.0,0.40057496740547593,0.9106853541938288,0.5101103867883529,0.6745049109083008
classification,lr,isolet,r_ctree,5,"5,10,25,50,100",5,100,9.0,9.0,0.0,8.0,6.0,9.0,0.3382000579458207,0.9186607272200492,0.5804606692742285,0.701513399971027
classification,lr,isolet,rf,5,"5,10,25,50,100",5,100,5.0,6.0,1.0,6.2,5.0,8.0,0.39012299000434597,0.9234245980008692,0.5333016079965232,0.7211998261625381
classification,lr,isolet,rfe,5,"5,10,25,50,100",5,100,1.0,4.0,3.0,2.6,1.0,5.0,0.5106093003042155,0.9343476749239461,0.42373837461973063,0.7804612777053455
classification,lr,isolet,xgb,5,"5,10,25,50,100",5,100,4.0,2.0,-2.0,3.0,2.0,4.0,0.39100391134289436,0.9405080399826162,0.5495041286397219,0.7388067796610169
classification,lr,letter,boruta,2,"5,10",5,10,15.0,15.0,0.0,15.0,15.0,15.0,0.1502378817912497,0.5158771072950185,0.36563922550376876,0.33305749454313405
classification,lr,letter,cat,2,"5,10",5,10,8.0,6.0,-2.0,7.0,6.0,8.0,0.5095597631585269,0.7133032237001155,0.20374346054158854,0.6114314934293212
classification,lr,letter,cif,2,"5,10",5,10,11.0,7.0,-4.0,9.0,7.0,11.0,0.48051239499890985,0.7131869512417112,0.2326745562428013,0.5968496731203106
classification,lr,letter,cit,2,"5,10",5,10,12.0,11.0,-1.0,11.5,11.0,12.0,0.4758889704206969,0.7103269347045811,0.2344379642838842,0.593107952562639
classification,lr,letter,cpi,2,"5,10",5,10,5.5,3.0,-2.5,4.25,3.0,5.5,0.5152410601033445,0.7134155779588301,0.19817451785548568,0.6143283190310873
classification,lr,letter,et,2,"5,10",5,10,7.0,12.0,5.0,9.5,7.0,12.0,0.5142766143847175,0.7075484931002645,0.19327187871554696,0.610912553742491
classification,lr,letter,lgbm,2,"5,10",5,10,4.0,3.0,-1.0,3.5,3.0,4.0,0.5163681533245227,0.7134155779588301,0.19704742463430747,0.6148918656416764
classification,lr,letter,pi,2,"5,10",5,10,5.5,3.0,-2.5,4.25,3.0,5.5,0.5152410601033445,0.7134155779588301,0.19817451785548568,0.6143283190310873
classification,lr,letter,ptest_mc,2,"5,10",5,10,10.0,13.0,3.0,11.5,10.0,13.0,0.48507521232396267,0.7026072943908979,0.2175320820669352,0.5938412533574302
classification,lr,letter,ptest_rdc,2,"5,10",5,10,13.0,14.0,1.0,13.5,13.0,14.0,0.47375978905880684,0.683267259874843,0.2095074708160362,0.5785135244668249
classification,lr,letter,r_cforest,2,"5,10",5,10,1.0,10.0,9.0,5.5,1.0,10.0,0.5410684167058115,0.7124593867120156,0.17139097000620407,0.6267639017089135
classification,lr,letter,r_ctree,2,"5,10",5,10,14.0,3.0,-11.0,8.5,3.0,14.0,0.40658188106981236,0.7134155779588301,0.3068336968890178,0.5599987295143213
classification,lr,letter,rf,2,"5,10",5,10,3.0,9.0,6.0,6.0,3.0,9.0,0.5190252411490323,0.712537551576613,0.19351231042758077,0.6157813963628227
classification,lr,letter,rfe,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.4982322537600368,0.7128165319371508,0.21458427817711395,0.6055243928485938
classification,lr,letter,xgb,2,"5,10",5,10,2.0,3.0,1.0,2.5,2.0,3.0,0.536061717486366,0.7134155779588301,0.17735386047246415,0.624738647722598
classification,lr,madelon,boruta,5,"5,10,25,50,100",5,100,11.0,13.0,2.0,9.4,3.5,13.0,0.6046,0.5558,-0.048800000000000066,0.58388
classification,lr,madelon,cat,5,"5,10,25,50,100",5,100,5.0,6.0,1.0,7.1,1.0,12.0,0.6113000000000001,0.5631,-0.04820000000000002,0.58632
classification,lr,madelon,cif,5,"5,10,25,50,100",5,100,6.0,4.5,-1.5,8.1,4.5,11.0,0.6103999999999999,0.5655,-0.04489999999999994,0.58614
classification,lr,madelon,cit,5,"5,10,25,50,100",5,100,8.0,1.0,-7.0,3.6,1.0,8.0,0.606,0.5695,-0.03649999999999998,0.59276
classification,lr,madelon,cpi,5,"5,10,25,50,100",5,100,14.0,7.0,-7.0,12.6,7.0,14.0,0.5276000000000001,0.5619,0.034299999999999886,0.5392600000000001
classification,lr,madelon,et,5,"5,10,25,50,100",5,100,1.0,8.0,7.0,5.4,1.0,9.0,0.6164999999999999,0.5615000000000001,-0.05499999999999983,0.59018
classification,lr,madelon,lgbm,5,"5,10,25,50,100",5,100,9.0,12.0,3.0,7.1,3.5,12.0,0.6053000000000001,0.5604,-0.04490000000000005,0.58792
classification,lr,madelon,pi,5,"5,10,25,50,100",5,100,10.0,2.0,-8.0,7.6,2.0,13.0,0.6047,0.5687000000000001,-0.03599999999999992,0.58538
classification,lr,madelon,ptest_mc,5,"5,10,25,50,100",5,100,12.5,14.0,1.5,10.9,2.0,14.0,0.6025,0.5529999999999999,-0.0495000000000001,0.5797800000000001
classification,lr,madelon,ptest_rdc,5,"5,10,25,50,100",5,100,2.0,9.5,7.5,7.7,2.0,11.0,0.6137,0.5611,-0.05259999999999998,0.58746
classification,lr,madelon,r_cforest,5,"5,10,25,50,100",5,100,4.0,3.0,-1.0,3.2,2.0,5.0,0.6114999999999999,0.5664,-0.04509999999999992,0.5928799999999999
