task,downstream_model,dataset,method_base,n_k,supported_k,start_k,end_k,start_rank,end_rank,delta_rank,mean_rank,best_rank,worst_rank,start_score,end_score,delta_score,mean_score
classification,knn,isolet,ptest_rdc,5,"5,10,25,50,100",5,100,15.0,12.0,-3.0,13.6,12.0,15.0,0.15670925684485007,0.8657570621468926,0.7090478053020426,0.49860225988700557
classification,knn,isolet,r_cforest,5,"5,10,25,50,100",5,100,4.0,9.0,5.0,8.4,4.0,11.0,0.38310734463276835,0.8771264667535854,0.49401912212081706,0.6571027379400262
classification,knn,isolet,r_ctree,5,"5,10,25,50,100",5,100,9.0,11.0,2.0,9.2,8.0,11.0,0.29306678255830804,0.8664080834419817,0.5733413008836736,0.6531403737505432
classification,knn,isolet,rf,5,"5,10,25,50,100",5,100,3.0,6.0,3.0,5.4,3.0,7.0,0.39010604085180356,0.9067175141242937,0.5166114732724901,0.7076182529335072
classification,knn,isolet,rfe,5,"5,10,25,50,100",5,100,1.0,4.0,3.0,1.8,1.0,4.0,0.495735332464146,0.9237944372012169,0.42805910473707093,0.7660051282051282
classification,knn,isolet,xgb,5,"5,10,25,50,100",5,100,5.0,2.0,-3.0,4.2,2.0,5.0,0.3619839200347675,0.9270995219469796,0.5651156019122121,0.708503607127336
classification,knn,letter,boruta,2,"5,10",5,10,15.0,15.0,0.0,15.0,15.0,15.0,0.2227605792295924,0.8200215625747788,0.5972609833451864,0.5213910709021856
classification,knn,letter,cat,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.8118637884172526,0.952212189217291,0.1403484008000384,0.8820379888172718
classification,knn,letter,cif,2,"5,10",5,10,2.0,1.0,-1.0,1.5,1.0,2.0,0.8142442371890053,0.9525055916066417,0.13826135441763643,0.8833749143978236
classification,knn,letter,cit,2,"5,10",5,10,9.0,11.0,2.0,10.0,9.0,11.0,0.8054237300771958,0.950594781049672,0.14517105097247618,0.8780092555634339
classification,knn,letter,cpi,2,"5,10",5,10,4.5,6.0,1.5,5.25,4.5,6.0,0.8136867351583865,0.9524108125254904,0.1387240773671039,0.8830487738419385
classification,knn,letter,et,2,"5,10",5,10,3.0,12.0,9.0,7.5,3.0,12.0,0.8141687301542757,0.9501803523717023,0.13601162221742658,0.882174541262989
classification,knn,letter,lgbm,2,"5,10",5,10,6.0,2.5,-3.5,4.25,2.5,6.0,0.8134386457272637,0.95242036818722,0.13898172245995633,0.8829295069572418
classification,knn,letter,pi,2,"5,10",5,10,4.5,6.0,1.5,5.25,4.5,6.0,0.8136867351583865,0.9524108125254904,0.1387240773671039,0.8830487738419385
classification,knn,letter,ptest_mc,2,"5,10",5,10,14.0,13.0,-1.0,13.5,13.0,14.0,0.6720472906422077,0.94899027182108,0.2769429811788723,0.8105187812316439
classification,knn,letter,ptest_rdc,2,"5,10",5,10,13.0,14.0,1.0,13.5,13.0,14.0,0.686902516601495,0.9349975099823473,0.24809499338085228,0.8109500132919212
classification,knn,letter,r_cforest,2,"5,10",5,10,11.0,10.0,-1.0,10.5,10.0,11.0,0.8049764394562459,0.9506999372052551,0.14572349774900928,0.8778381883307504
classification,knn,letter,r_ctree,2,"5,10",5,10,12.0,2.5,-9.5,7.25,2.5,12.0,0.7130804518215225,0.95242036818722,0.2393399163656975,0.8327504100043712
classification,knn,letter,rf,2,"5,10",5,10,7.0,9.0,2.0,8.0,7.0,9.0,0.8119038844119179,0.9520229676578416,0.1401190832459237,0.8819634260348796
classification,knn,letter,rfe,2,"5,10",5,10,1.0,4.0,3.0,2.5,1.0,4.0,0.8177140189146641,0.9524142006874595,0.1347001817727954,0.8850641098010619
classification,knn,letter,xgb,2,"5,10",5,10,10.0,6.0,-4.0,8.0,6.0,10.0,0.8054187912157448,0.9524108125254904,0.14699202130974565,0.8789148018706177
classification,knn,madelon,boruta,5,"5,10,25,50,100",5,100,4.0,1.0,-3.0,3.2,1.0,7.0,0.797,0.6502,-0.14680000000000004,0.77808
classification,knn,madelon,cat,5,"5,10,25,50,100",5,100,8.0,4.0,-4.0,5.0,2.0,8.0,0.7602,0.6475,-0.11270000000000002,0.76608
classification,knn,madelon,cif,5,"5,10,25,50,100",5,100,6.0,7.0,1.0,8.2,6.0,10.0,0.7724,0.6433,-0.1291,0.74422
classification,knn,madelon,cit,5,"5,10,25,50,100",5,100,3.0,13.0,10.0,11.0,3.0,13.0,0.8003,0.5477,-0.25260000000000005,0.6471199999999999
classification,knn,madelon,cpi,5,"5,10,25,50,100",5,100,14.0,14.0,0.0,14.0,14.0,14.0,0.5133,0.5287000000000001,0.01540000000000008,0.5159
classification,knn,madelon,et,5,"5,10,25,50,100",5,100,10.0,6.0,-4.0,6.0,3.0,10.0,0.7423000000000001,0.6452,-0.09710000000000008,0.76338
classification,knn,madelon,lgbm,5,"5,10,25,50,100",5,100,2.0,8.5,6.5,4.3,2.0,8.5,0.8077,0.6404000000000001,-0.1672999999999999,0.7771
classification,knn,madelon,pi,5,"5,10,25,50,100",5,100,11.0,11.0,0.0,11.6,11.0,12.0,0.7054,0.5893999999999999,-0.1160000000000001,0.66186
classification,knn,madelon,ptest_mc,5,"5,10,25,50,100",5,100,13.0,10.0,-3.0,10.4,8.0,13.0,0.6892999999999999,0.5922,-0.09709999999999996,0.69594
classification,knn,madelon,ptest_rdc,5,"5,10,25,50,100",5,100,12.0,12.0,0.0,10.8,9.0,12.0,0.7029000000000001,0.5871,-0.11580000000000013,0.6934
classification,knn,madelon,r_cforest,5,"5,10,25,50,100",5,100,9.0,8.5,-0.5,6.9,4.0,9.0,0.746,0.6404000000000001,-0.10559999999999992,0.76098
classification,knn,madelon,r_ctree,5,"5,10,25,50,100",5,100,15.0,15.0,0.0,15.0,15.0,15.0,0.5075,0.513,0.00550000000000006,0.50376
classification,knn,madelon,rf,5,"5,10,25,50,100",5,100,7.0,5.0,-2.0,4.8,2.0,7.0,0.7618,0.6474,-0.11440000000000006,0.7682800000000001
classification,knn,madelon,rfe,5,"5,10,25,50,100",5,100,5.0,2.0,-3.0,5.4,1.0,11.0,0.7870999999999999,0.648,-0.1390999999999999,0.7550399999999999
classification,knn,madelon,xgb,5,"5,10,25,50,100",5,100,1.0,3.0,2.0,3.4,1.0,8.0,0.8140999999999999,0.6476999999999999,-0.1664,0.7794599999999999
classification,knn,musk,boruta,5,"5,10,25,50,100",5,100,12.0,4.0,-8.0,5.8,1.0,12.0,0.8445496704790862,0.9165089209288527,0.07195925044976648,0.8905451165431396
classification,knn,musk,cat,5,"5,10,25,50,100",5,100,1.0,3.0,2.0,2.2,1.0,4.0,0.88452173710032,0.9166618580695439,0.03214012096922392,0.8983987748333689
classification,knn,musk,cif,5,"5,10,25,50,100",5,100,4.0,11.0,7.0,8.6,4.0,11.0,0.8811631010601236,0.9085272502182196,0.02736414915809593,0.891699529556939
classification,knn,musk,cit,5,"5,10,25,50,100",5,100,14.0,7.0,-7.0,9.4,6.0,14.0,0.8377971974463313,0.910383472247447,0.07258627480111568,0.881634757267865
classification,knn,musk,cpi,5,"5,10,25,50,100",5,100,10.0,8.0,-2.0,11.4,8.0,14.0,0.8622155759758517,0.9096218837657168,0.0474063077898651,0.8837395981089162
classification,knn,musk,et,5,"5,10,25,50,100",5,100,8.0,2.0,-6.0,6.6,2.0,11.0,0.8735983758788528,0.9171377664112437,0.043539390532390865,0.8917063884934585
classification,knn,musk,lgbm,5,"5,10,25,50,100",5,100,5.0,10.0,5.0,8.0,3.0,13.0,0.8802758359866578,0.9091890216873612,0.028913185700703337,0.892551304328169
classification,knn,musk,pi,5,"5,10,25,50,100",5,100,13.0,5.0,-8.0,10.6,5.0,13.0,0.8418723652816478,0.9161422089048569,0.0742698436232091,0.8817082584687375
classification,knn,musk,ptest_mc,5,"5,10,25,50,100",5,100,7.0,1.0,-6.0,3.6,1.0,7.0,0.8753653399575607,0.9195420804541178,0.044176740496557065,0.8963892805935257
classification,knn,musk,ptest_rdc,5,"5,10,25,50,100",5,100,9.0,14.0,5.0,8.4,3.0,14.0,0.8665656966247256,0.9067417318287575,0.0401760352040319,0.8901080660753863
classification,knn,musk,r_cforest,5,"5,10,25,50,100",5,100,11.0,9.0,-2.0,8.4,7.0,11.0,0.8622064336114527,0.9092152329978305,0.04700879938637781,0.8892465252954269
classification,knn,musk,r_ctree,5,"5,10,25,50,100",5,100,15.0,6.0,-9.0,11.6,6.0,15.0,0.8205160908325702,0.9147147511092751,0.09419866027670498,0.8740066407706759
classification,knn,musk,rf,5,"5,10,25,50,100",5,100,2.0,13.0,11.0,8.4,2.0,14.0,0.8824666355601838,0.9068641727861505,0.024397537225966714,0.8910206306813185
classification,knn,musk,rfe,5,"5,10,25,50,100",5,100,6.0,15.0,9.0,9.0,4.0,15.0,0.879849310107064,0.9039850526396543,0.02413574253259032,0.8913027205183909
classification,knn,musk,xgb,5,"5,10,25,50,100",5,100,3.0,12.0,9.0,8.0,3.0,12.0,0.8816480575385284,0.9081993103659717,0.026551252827443306,0.8920809234421527
classification,knn,orlraws10P,boruta,5,"5,10,25,50,100",5,100,10.0,8.0,-2.0,8.5,6.5,10.0,0.6779999999999999,0.91,0.2320000000000001,0.8315999999999999
classification,knn,orlraws10P,cat,5,"5,10,25,50,100",5,100,9.0,7.0,-2.0,7.5,6.0,9.0,0.774,0.9179999999999999,0.1439999999999999,0.8564
classification,knn,orlraws10P,cif,5,"5,10,25,50,100",5,100,7.0,3.0,-4.0,5.2,3.0,7.0,0.782,0.9420000000000001,0.16000000000000003,0.8772
classification,knn,orlraws10P,cit,5,"5,10,25,50,100",5,100,4.0,14.0,10.0,9.2,4.0,14.0,0.82,0.762,-0.05799999999999994,0.8024000000000001
classification,knn,orlraws10P,cpi,5,"5,10,25,50,100",5,100,11.0,13.0,2.0,12.9,11.0,15.0,0.6759999999999999,0.77,0.09400000000000008,0.7236
classification,knn,orlraws10P,et,5,"5,10,25,50,100",5,100,8.0,5.0,-3.0,5.4,4.0,8.0,0.778,0.93,0.15200000000000002,0.8756
classification,knn,orlraws10P,lgbm,5,"5,10,25,50,100",5,100,5.0,1.0,-4.0,2.6,1.0,5.0,0.8,0.95,0.1499999999999999,0.8936
classification,knn,orlraws10P,pi,5,"5,10,25,50,100",5,100,12.0,11.0,-1.0,12.1,11.0,13.0,0.65,0.7979999999999999,0.1479999999999999,0.7300000000000001
classification,knn,orlraws10P,ptest_mc,5,"5,10,25,50,100",5,100,15.0,9.0,-6.0,12.6,9.0,15.0,0.542,0.88,0.33799999999999997,0.6968
classification,knn,orlraws10P,ptest_rdc,5,"5,10,25,50,100",5,100,14.0,10.0,-4.0,11.6,10.0,14.0,0.636,0.846,0.20999999999999996,0.7464000000000001
classification,knn,orlraws10P,r_cforest,5,"5,10,25,50,100",5,100,13.0,12.0,-1.0,12.4,11.0,14.0,0.64,0.782,0.14200000000000002,0.7264
classification,knn,orlraws10P,r_ctree,5,"5,10,25,50,100",5,100,1.0,15.0,14.0,8.6,1.0,15.0,0.83,0.74,-0.08999999999999997,0.8048
classification,knn,orlraws10P,rf,5,"5,10,25,50,100",5,100,2.5,4.0,1.5,2.9,2.0,4.0,0.828,0.9359999999999999,0.10799999999999998,0.8948
classification,knn,orlraws10P,rfe,5,"5,10,25,50,100",5,100,2.5,6.0,3.5,6.3,2.5,8.0,0.828,0.92,0.09200000000000008,0.8664
classification,knn,orlraws10P,xgb,5,"5,10,25,50,100",5,100,6.0,2.0,-4.0,2.2,1.0,6.0,0.7959999999999999,0.946,0.15000000000000002,0.8987999999999999
classification,knn,page-blocks,boruta,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.7965010844085424,0.8014415265544923,0.004940442145949908,0.7989713054815173
classification,knn,page-blocks,cat,2,"5,10",5,10,12.0,8.0,-4.0,10.0,8.0,12.0,0.7885920346288937,0.8014415265544923,0.012849491925598588,0.795016780591693
classification,knn,page-blocks,cif,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.8058717175144675,0.8014415265544923,-0.004430190959975211,0.8036566220344799
classification,knn,page-blocks,cit,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.7958655508445299,0.8014415265544923,0.0055759757099623775,0.7986535386995111
classification,knn,page-blocks,cpi,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.790151851076533,0.8014415265544923,0.011289675477959338,0.7957966888155126
classification,knn,page-blocks,et,2,"5,10",5,10,5.0,8.0,3.0,6.5,5.0,8.0,0.8029953077887878,0.8014415265544923,-0.0015537812342955037,0.80221841717164
classification,knn,page-blocks,lgbm,2,"5,10",5,10,13.0,8.0,-5.0,10.5,8.0,13.0,0.7873384448589325,0.8014415265544923,0.01410308169555985,0.7943899857067124
classification,knn,page-blocks,pi,2,"5,10",5,10,11.0,8.0,-3.0,9.5,8.0,11.0,0.7893592510213813,0.8014415265544923,0.012082275533111031,0.7954003887879368
classification,knn,page-blocks,ptest_mc,2,"5,10",5,10,1.0,8.0,7.0,4.5,1.0,8.0,0.8091095596086069,0.8014415265544923,-0.007668033054114565,0.8052755430815496
classification,knn,page-blocks,ptest_rdc,2,"5,10",5,10,14.0,8.0,-6.0,11.0,8.0,14.0,0.7710574218540693,0.8014415265544923,0.030384104700422965,0.7862494742042808
classification,knn,page-blocks,r_cforest,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.804512168103905,0.8014415265544923,-0.0030706415494127226,0.8029768473291987
classification,knn,page-blocks,r_ctree,2,"5,10",5,10,15.0,8.0,-7.0,11.5,8.0,15.0,0.7157337509304821,0.8014415265544923,0.08570777562401022,0.7585876387424872
classification,knn,page-blocks,rf,2,"5,10",5,10,2.0,8.0,6.0,5.0,2.0,8.0,0.8065289306157299,0.8014415265544923,-0.005087404061237644,0.8039852285851111
classification,knn,page-blocks,rfe,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.7938992547881785,0.8014415265544923,0.007542271766313835,0.7976703906713354
classification,knn,page-blocks,xgb,2,"5,10",5,10,10.0,8.0,-2.0,9.0,8.0,10.0,0.7895859425258611,0.8014415265544923,0.011855584028631183,0.7955137345401767
classification,knn,pendigits,boruta,2,"5,10",5,10,15.0,15.0,0.0,15.0,15.0,15.0,0.7457943919663497,0.960637052104189,0.21484266013783937,0.8532157220352694
classification,knn,pendigits,cat,2,"5,10",5,10,7.0,7.0,0.0,7.0,7.0,7.0,0.8713613166960534,0.9807813726001777,0.10942005590412429,0.9260713446481156
classification,knn,pendigits,cif,2,"5,10",5,10,3.0,3.0,0.0,3.0,3.0,3.0,0.88212884489342,0.982538526718114,0.10040968182469401,0.932333685805767
classification,knn,pendigits,cit,2,"5,10",5,10,10.0,4.0,-6.0,7.0,4.0,10.0,0.8626991524500924,0.9812945912618308,0.1185954388117384,0.9219968718559617
classification,knn,pendigits,cpi,2,"5,10",5,10,12.0,1.0,-11.0,6.5,1.0,12.0,0.8518420817654524,0.9834569727382565,0.1316148909728041,0.9176495272518544
classification,knn,pendigits,et,2,"5,10",5,10,8.0,12.0,4.0,10.0,8.0,12.0,0.8680996466719209,0.977047053463425,0.10894740679150416,0.9225733500676729
classification,knn,pendigits,lgbm,2,"5,10",5,10,13.0,9.0,-4.0,11.0,9.0,13.0,0.8501904712364826,0.9799296701958644,0.1297391989593818,0.9150600707161736
classification,knn,pendigits,pi,2,"5,10",5,10,2.0,2.0,0.0,2.0,2.0,2.0,0.8967073907319528,0.983146439016237,0.08643904828428417,0.939926914874095
classification,knn,pendigits,ptest_mc,2,"5,10",5,10,6.0,13.0,7.0,9.5,6.0,13.0,0.8735689254394443,0.97596555597397,0.10239663053452563,0.9247672407067071
classification,knn,pendigits,ptest_rdc,2,"5,10",5,10,11.0,14.0,3.0,12.5,11.0,14.0,0.8585130011331854,0.9723367952852285,0.11382379415204313,0.915424898209207
classification,knn,pendigits,r_cforest,2,"5,10",5,10,9.0,11.0,2.0,10.0,9.0,11.0,0.8632180922686937,0.9783252872325615,0.11510719496386779,0.9207716897506276
classification,knn,pendigits,r_ctree,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.8764687414715917,0.9805185028297848,0.1040497613581931,0.9284936221506883
classification,knn,pendigits,rf,2,"5,10",5,10,5.0,6.0,1.0,5.5,5.0,6.0,0.8752187967340163,0.9808832165952935,0.10566441986127728,0.9280510066646549
classification,knn,pendigits,rfe,2,"5,10",5,10,1.0,5.0,4.0,3.0,1.0,5.0,0.9073457890217472,0.9812504699695246,0.07390468094777736,0.9442981294956359
classification,knn,pendigits,xgb,2,"5,10",5,10,14.0,10.0,-4.0,12.0,10.0,14.0,0.847350018266212,0.979397436135891,0.132047417869679,0.9133737272010516
classification,knn,pixraw10P,boruta,5,"5,10,25,50,100",5,100,12.0,8.5,-3.5,9.1,7.0,12.0,0.8059999999999999,0.96,0.15400000000000003,0.9103999999999999
classification,knn,pixraw10P,cat,5,"5,10,25,50,100",5,100,9.5,2.5,-7.0,4.2,2.0,9.5,0.88,0.98,0.09999999999999998,0.9480000000000001
classification,knn,pixraw10P,cif,5,"5,10,25,50,100",5,100,5.5,2.5,-3.0,4.7,2.5,7.0,0.9159999999999999,0.98,0.06400000000000006,0.9512
classification,knn,pixraw10P,cit,5,"5,10,25,50,100",5,100,7.5,13.0,5.5,10.2,7.5,13.0,0.912,0.9440000000000001,0.03200000000000003,0.9204000000000001
classification,knn,pixraw10P,cpi,5,"5,10,25,50,100",5,100,14.5,13.0,-1.5,14.2,13.0,14.5,0.6579999999999999,0.9440000000000001,0.28600000000000014,0.792
classification,knn,pixraw10P,et,5,"5,10,25,50,100",5,100,1.0,4.0,3.0,3.0,1.0,5.0,0.944,0.978,0.03400000000000003,0.9603999999999999
classification,knn,pixraw10P,lgbm,5,"5,10,25,50,100",5,100,3.5,7.0,3.5,4.1,1.0,7.0,0.9179999999999999,0.9620000000000001,0.04400000000000015,0.9527999999999999
classification,knn,pixraw10P,pi,5,"5,10,25,50,100",5,100,14.5,13.0,-1.5,14.2,13.0,14.5,0.6579999999999999,0.9440000000000001,0.28600000000000014,0.792
classification,knn,pixraw10P,ptest_mc,5,"5,10,25,50,100",5,100,11.0,11.0,0.0,11.1,10.5,12.0,0.8320000000000001,0.946,0.11399999999999988,0.8952
classification,knn,pixraw10P,ptest_rdc,5,"5,10,25,50,100",5,100,13.0,15.0,2.0,13.4,13.0,15.0,0.746,0.8959999999999999,0.1499999999999999,0.8256
classification,knn,pixraw10P,r_cforest,5,"5,10,25,50,100",5,100,9.5,10.0,0.5,10.3,9.0,12.0,0.88,0.948,0.06799999999999995,0.9155999999999999
classification,knn,pixraw10P,r_ctree,5,"5,10,25,50,100",5,100,3.5,1.0,-2.5,3.6,1.0,7.0,0.9179999999999999,0.9840000000000001,0.06600000000000017,0.9524000000000001
classification,knn,pixraw10P,rf,5,"5,10,25,50,100",5,100,7.5,5.0,-2.5,4.8,2.0,7.5,0.912,0.972,0.05999999999999994,0.9507999999999999
classification,knn,pixraw10P,rfe,5,"5,10,25,50,100",5,100,2.0,6.0,4.0,5.8,2.0,10.0,0.922,0.968,0.04599999999999993,0.9408000000000001
classification,knn,pixraw10P,xgb,5,"5,10,25,50,100",5,100,5.5,8.5,3.0,7.3,5.5,9.0,0.9159999999999999,0.96,0.04400000000000004,0.9404
classification,knn,spam,boruta,4,"5,10,25,50",5,50,14.0,11.0,-3.0,11.75,9.0,14.0,0.6011347020779977,0.9116803951768554,0.3105456930988577,0.8019266980039113
classification,knn,spam,cat,4,"5,10,25,50",5,50,3.0,6.0,3.0,3.0,1.0,6.0,0.8661438674924824,0.9118784798582734,0.045734612365791016,0.9025337389951713
classification,knn,spam,cif,4,"5,10,25,50",5,50,11.0,3.0,-8.0,7.0,3.0,11.0,0.7149479584050448,0.9145222387415147,0.19957428033646996,0.8531493889125907
classification,knn,spam,cit,4,"5,10,25,50",5,50,6.0,2.0,-4.0,6.0,2.0,10.0,0.8287379098957789,0.9160710499029322,0.08733314000715331,0.8828013259304117
classification,knn,spam,cpi,4,"5,10,25,50",5,50,8.0,12.0,4.0,9.25,6.0,12.0,0.7667555336416393,0.9101717891600704,0.14341625551843107,0.869911522078899
classification,knn,spam,et,4,"5,10,25,50",5,50,10.0,10.0,0.0,8.5,4.0,10.0,0.7287948467243187,0.9116903041579779,0.1828954574336592,0.8647437905570472
classification,knn,spam,lgbm,4,"5,10,25,50",5,50,2.0,4.0,2.0,3.25,2.0,5.0,0.8695157210866994,0.912573152309346,0.0430574312226466,0.9025480869380634
classification,knn,spam,pi,4,"5,10,25,50",5,50,7.0,7.0,0.0,8.25,7.0,12.0,0.7895248143529945,0.9118776268904115,0.12235281253741703,0.8754881745754474
classification,knn,spam,ptest_mc,4,"5,10,25,50",5,50,12.0,13.0,1.0,11.75,9.0,13.0,0.6737825629907721,0.9070682404990571,0.233285677508285,0.8421118981206226
classification,knn,spam,ptest_rdc,4,"5,10,25,50",5,50,15.0,15.0,0.0,15.0,15.0,15.0,0.49585951627950026,0.8956826957943007,0.39982317951480045,0.6592562915215634
classification,knn,spam,r_cforest,4,"5,10,25,50",5,50,9.0,1.0,-8.0,5.75,1.0,12.0,0.7503952055496399,0.9164078109323941,0.1660126053827542,0.8614924361569167
classification,knn,spam,r_ctree,4,"5,10,25,50",5,50,13.0,14.0,1.0,13.75,13.0,14.0,0.6323008443893218,0.9050715315459767,0.272770687156655,0.796576127369349
classification,knn,spam,rf,4,"5,10,25,50",5,50,5.0,5.0,0.0,5.75,5.0,8.0,0.8601084250856204,0.9121424656430654,0.052034040557445094,0.897562000642464
classification,knn,spam,rfe,4,"5,10,25,50",5,50,1.0,9.0,8.0,6.25,1.0,9.0,0.8820650207235776,0.9118366263454467,0.02977160562186909,0.8977656163976356
classification,knn,spam,xgb,4,"5,10,25,50",5,50,4.0,8.0,4.0,4.75,3.0,8.0,0.8641944275957392,0.9118721642392501,0.04767773664351094,0.9008135239652305
classification,knn,vowel-context,boruta,2,"5,10",5,10,1.0,8.0,7.0,4.5,1.0,8.0,0.9032323232323233,0.9527272727272728,0.04949494949494948,0.927979797979798
classification,knn,vowel-context,cat,2,"5,10",5,10,6.0,8.0,2.0,7.0,6.0,8.0,0.8973737373737375,0.9527272727272728,0.055353535353535266,0.9250505050505051
classification,knn,vowel-context,cif,2,"5,10",5,10,5.0,8.0,3.0,6.5,5.0,8.0,0.9004040404040404,0.9527272727272728,0.05232323232323233,0.9265656565656566
classification,knn,vowel-context,cit,2,"5,10",5,10,13.0,8.0,-5.0,10.5,8.0,13.0,0.8870707070707071,0.9527272727272728,0.06565656565656564,0.91989898989899
classification,knn,vowel-context,cpi,2,"5,10",5,10,2.0,8.0,6.0,5.0,2.0,8.0,0.9028282828282828,0.9527272727272728,0.04989898989899,0.9277777777777778
classification,knn,vowel-context,et,2,"5,10",5,10,10.0,8.0,-2.0,9.0,8.0,10.0,0.8933333333333334,0.9527272727272728,0.05939393939393933,0.9230303030303031
classification,knn,vowel-context,lgbm,2,"5,10",5,10,8.0,8.0,0.0,8.0,8.0,8.0,0.8963636363636364,0.9527272727272728,0.056363636363636394,0.9245454545454546
classification,knn,vowel-context,pi,2,"5,10",5,10,3.0,8.0,5.0,5.5,3.0,8.0,0.9018181818181819,0.9527272727272728,0.050909090909090904,0.9272727272727272
classification,knn,vowel-context,ptest_mc,2,"5,10",5,10,9.0,8.0,-1.0,8.5,8.0,9.0,0.8949494949494949,0.9527272727272728,0.05777777777777782,0.9238383838383839
classification,knn,vowel-context,ptest_rdc,2,"5,10",5,10,14.0,8.0,-6.0,11.0,8.0,14.0,0.8848484848484849,0.9527272727272728,0.06787878787878787,0.9187878787878788
classification,knn,vowel-context,r_cforest,2,"5,10",5,10,12.0,8.0,-4.0,10.0,8.0,12.0,0.890909090909091,0.9527272727272728,0.06181818181818177,0.9218181818181819
classification,knn,vowel-context,r_ctree,2,"5,10",5,10,15.0,8.0,-7.0,11.5,8.0,15.0,0.8533333333333333,0.9527272727272728,0.09939393939393948,0.9030303030303031
classification,knn,vowel-context,rf,2,"5,10",5,10,11.0,8.0,-3.0,9.5,8.0,11.0,0.8925252525252526,0.9527272727272728,0.060202020202020146,0.9226262626262627
classification,knn,vowel-context,rfe,2,"5,10",5,10,4.0,8.0,4.0,6.0,4.0,8.0,0.901010101010101,0.9527272727272728,0.05171717171717172,0.9268686868686868
classification,knn,vowel-context,xgb,2,"5,10",5,10,7.0,8.0,1.0,7.5,7.0,8.0,0.8967676767676768,0.9527272727272728,0.05595959595959599,0.9247474747474748
classification,knn,warpAR10P,boruta,5,"5,10,25,50,100",5,100,10.0,4.0,-6.0,7.8,4.0,10.0,0.4893333333333333,0.8320000000000001,0.3426666666666668,0.6828
classification,knn,warpAR10P,cat,5,"5,10,25,50,100",5,100,8.0,9.0,1.0,8.8,8.0,9.0,0.58,0.7253333333333333,0.14533333333333331,0.6629333333333334
classification,knn,warpAR10P,cif,5,"5,10,25,50,100",5,100,2.0,1.0,-1.0,1.4,1.0,2.0,0.6679999999999999,0.8606666666666666,0.19266666666666665,0.7881333333333334
