experiment,task,dataset_type,variant,n_features,n_samples,spread_at_10_mean,spread_at_10_std,lr_ba_mean,lr_ba_std,knn_ba_mean,knn_ba_std,elapsed_seconds_mean,elapsed_seconds_std,mean_depth_mean,mean_depth_std,max_depth_mean,max_depth_std,mean_features_used_mean,mean_features_used_std,ridge_r2_mean,ridge_r2_std,knn_r2_mean,knn_r2_std
real_ablation,clf,real_openml_optdigits,cit,64,5620,0.8031746031746032,0.07814941984184867,0.8395968889065543,0.007932671107275923,0.8866310386342191,0.012500179001881747,3.367449532999308,0.27335375838931353,14.0,1.0954451150103321,14.0,1.0954451150103321,36.8,1.9390719429665315,,,,
real_ablation,reg,real_diabetes,cif_default,10,442,1.0,0.0,,,,,4.266264491199399,0.042930043565488595,5.224,0.00800000000000023,9.0,0.0,4.544,0.010198039027185352,0.49031110122552946,0.005727349382128128,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,cif_no_scan,10,442,1.0,0.0,,,,,11.819114946399349,0.5563514637980981,5.542,0.013266499161421611,11.0,0.0,5.294,0.010198039027185352,0.49031110122552946,0.005727349382128138,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,cif_no_mute,10,442,1.0,0.0,,,,,4.144989734198316,0.04131056137724241,5.263999999999999,0.00799999999999983,9.0,0.0,4.5840000000000005,0.010198039027185352,0.49031110122552946,0.005727349382128128,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,cif_no_bootstrap,10,442,1.0,0.0,,,,,3.3226336058025483,0.14049640680189626,4.268,0.007483314773548008,7.0,0.0,3.5879999999999996,0.003999999999999915,0.49031110122552946,0.005727349382128153,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,cif_no_bonferroni,10,442,1.0,0.0,,,,,4.479211064602714,0.1304202585355919,5.58,0.024494897427831914,8.2,0.39999999999999997,5.086,0.0205912602819742,0.49031110122552946,0.0057273493821281525,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,cif_optimized,10,442,1.0,0.0,,,,,1.8030831058014882,0.05581391954937894,4.486,0.02059126028197387,9.0,0.0,3.754,0.029393876913397992,0.49031110122552946,0.0057273493821281335,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,rf,10,442,1.0,0.0,,,,,0.12328351200558245,0.004491342414924906,0.0,0.0,0.0,0.0,10.0,0.0,0.49031110122552946,0.005727349382128146,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,et,10,442,1.0,0.0,,,,,0.0774020756041864,0.0017272713825823062,0.0,0.0,0.0,0.0,10.0,0.0,0.49031110122552946,0.005727349382128145,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_diabetes,cit,10,442,1.0,0.0,,,,,0.23797404559736607,0.006445154831156414,5.0,0.0,5.0,0.0,4.0,0.0,0.49031110122552946,0.005727349382128145,0.39308831455638293,0.02728849009036207
real_ablation,reg,real_california,cif_default,8,2000,1.0,0.0,,,,,58.075899847998514,1.5439055921058955,9.258,0.0193907194296649,13.0,0.0,7.064,0.004898979485566687,0.6476648772320641,0.0029719550593026783,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,cif_no_scan,8,2000,1.0,0.0,,,,,56.366448977796246,0.5895415238015023,9.427999999999999,0.011661903789690353,14.0,0.0,6.292,0.011661903789690353,0.647664877232064,0.0029719550593026714,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,cif_no_mute,8,2000,1.0,0.0,,,,,57.577707344800004,1.7143320132604374,9.308,0.019390719429665745,13.0,0.0,7.064,0.004898979485566687,0.6476648772320641,0.0029719550593026783,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,cif_no_bootstrap,8,2000,1.0,0.0,,,,,65.04068236000312,1.6754548312204045,8.044,0.01854723699099174,12.0,0.0,5.844,0.004898979485566252,0.6476648772320641,0.0029719550593027186,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,cif_no_bonferroni,8,2000,1.0,0.0,,,,,58.069707274998656,1.7371388023845797,9.876000000000001,0.018547236990991815,12.6,0.48989794855663565,7.172,0.007483314773547723,0.6476648772320641,0.0029719550593026783,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,cif_optimized,8,2000,1.0,0.0,,,,,34.00986700180219,0.5732875541649283,7.742,0.02227105745131995,13.4,1.2,6.12,0.0141421356237309,0.6476648772320641,0.0029719550593027186,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,rf,8,2000,1.0,0.0,,,,,0.13632578540418763,0.002887512711070162,0.0,0.0,0.0,0.0,8.0,0.0,0.647664877232064,0.0029719550593026883,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,et,8,2000,1.0,0.0,,,,,0.10041609239706303,0.031120751719423217,0.0,0.0,0.0,0.0,8.0,0.0,0.647664877232064,0.0029719550593026883,0.6833143886820215,0.0057056749911524075
real_ablation,reg,real_california,cit,8,2000,1.0,0.0,,,,,20.709234946395735,0.21865280956513988,8.4,0.48989794855663565,8.4,0.48989794855663565,6.4,0.48989794855663565,0.6476648772320641,0.002971955059302705,0.6833143886820215,0.0057056749911524075
