type,es,vm,alpha,time,iteration,n_features
clf,False,True,0.01,3.2634172439575195,1,1050
reg,False,True,0.01,2.0264596939086914,2,1050
clf,False,True,0.01,3.241438627243042,2,1050
reg,False,True,0.01,2.018214225769043,3,1050
clf,False,True,0.01,3.2265048027038574,3,1050
reg,False,True,0.01,2.041973829269409,4,1050
clf,False,True,0.01,3.1245763301849365,4,1050
reg,False,True,0.01,2.0259079933166504,5,1050
clf,False,True,0.01,3.133063793182373,5,1050
reg,False,True,0.05,2.320385456085205,1,1050
clf,False,True,0.05,3.5428009033203125,1,1050
reg,False,True,0.05,2.438774824142456,2,1050
clf,False,True,0.05,3.5492684841156006,2,1050
reg,False,True,0.05,2.3594067096710205,3,1050
clf,False,True,0.05,3.5453429222106934,3,1050
reg,False,True,0.05,2.326951742172241,4,1050
clf,False,True,0.05,3.4495744705200195,4,1050
reg,False,True,0.05,2.3256049156188965,5,1050
clf,False,True,0.05,3.4522950649261475,5,1050
reg,False,True,0.95,2.4401235580444336,1,1050
clf,False,True,0.95,3.5626933574676514,1,1050
reg,False,True,0.95,2.4454152584075928,2,1050
clf,False,True,0.95,3.5532355308532715,2,1050
reg,False,True,0.95,2.434068441390991,3,1050
clf,False,True,0.95,3.556187152862549,3,1050
reg,False,True,0.95,2.452935218811035,4,1050
clf,False,True,0.95,3.5586345195770264,4,1050
reg,False,True,0.95,2.3343398571014404,5,1050
clf,False,True,0.95,3.5470831394195557,5,1050
reg,False,False,0.01,2.039846658706665,1,1050
clf,False,False,0.01,3.2451179027557373,1,1050
reg,False,False,0.01,2.02244234085083,2,1050
clf,False,False,0.01,3.2451560497283936,2,1050
reg,False,False,0.01,2.0243613719940186,3,1050
clf,False,False,0.01,3.1431772708892822,3,1050
reg,False,False,0.01,2.0198750495910645,4,1050
clf,False,False,0.01,3.239389657974243,4,1050
reg,False,False,0.01,1.919658899307251,5,1050
clf,False,False,0.01,3.2426655292510986,5,1050
reg,False,False,0.05,2.2280569076538086,1,1050
clf,False,False,0.05,3.55353045463562,1,1050
reg,False,False,0.05,2.354947566986084,2,1050
clf,False,False,0.05,3.446169853210449,2,1050
reg,False,False,0.05,2.333176851272583,3,1050
clf,False,False,0.05,3.5540835857391357,3,1050
reg,False,False,0.05,2.2253689765930176,4,1050
clf,False,False,0.05,3.5448789596557617,4,1050
reg,False,False,0.05,2.3366196155548096,5,1050
clf,False,False,0.05,3.443969249725342,5,1050
reg,False,False,0.95,2.3254926204681396,1,1050
clf,False,False,0.95,3.5401101112365723,1,1050
reg,False,False,0.95,2.3248870372772217,2,1050
clf,False,False,0.95,3.5697171688079834,2,1050
reg,False,False,0.95,2.329859733581543,3,1050
clf,False,False,0.95,3.5475544929504395,3,1050
reg,False,False,0.95,2.324921131134033,4,1050
clf,False,False,0.95,3.549638509750366,4,1050
reg,False,False,0.95,2.337810516357422,5,1050
clf,False,False,0.95,3.558159112930298,5,1050
