type,es,vm,alpha,time,iteration,n_features
reg,False,False,0.01,1.4188361167907715,1,550
clf,False,False,0.01,2.3219094276428223,1,550
reg,False,False,0.01,1.5102941989898682,2,550
clf,False,False,0.01,2.3079168796539307,2,550
reg,False,False,0.01,1.5095787048339844,3,550
clf,False,False,0.01,2.3234870433807373,3,550
reg,False,False,0.01,1.499767780303955,4,550
clf,False,False,0.01,2.41662859916687,4,550
reg,False,False,0.01,1.5026438236236572,5,550
clf,False,False,0.01,2.315049648284912,5,550
reg,False,False,0.05,1.8126349449157715,1,550
clf,False,False,0.05,2.638540744781494,1,550
reg,False,False,0.05,1.8126027584075928,2,550
clf,False,False,0.05,2.646458625793457,2,550
reg,False,False,0.05,1.8134853839874268,3,550
clf,False,False,0.05,2.6370387077331543,3,550
reg,False,False,0.05,1.8274154663085938,4,550
clf,False,False,0.05,2.746367931365967,4,550
reg,False,False,0.05,1.832082986831665,5,550
clf,False,False,0.05,2.6290807723999023,5,550
reg,False,False,0.95,1.9378137588500977,1,550
clf,False,False,0.95,2.748030185699463,1,550
reg,False,False,0.95,1.9313831329345703,2,550
clf,False,False,0.95,2.751124143600464,2,550
reg,False,False,0.95,1.9446723461151123,3,550
clf,False,False,0.95,2.7495076656341553,3,550
reg,False,False,0.95,1.9482738971710205,4,550
clf,False,False,0.95,2.7534189224243164,4,550
reg,False,False,0.95,1.840174674987793,5,550
clf,False,False,0.95,2.7537899017333984,5,550
reg,True,True,0.01,1.139552354812622,1,600
clf,True,True,0.01,1.4513676166534424,1,600
reg,True,True,0.01,1.1542413234710693,2,600
clf,True,True,0.01,1.4302451610565186,2,600
reg,True,True,0.01,1.039919376373291,3,600
clf,True,True,0.01,1.5308513641357422,3,600
reg,True,True,0.01,1.0237555503845215,4,600
clf,True,True,0.01,1.4275426864624023,4,600
reg,True,True,0.01,1.019728183746338,5,600
clf,True,True,0.01,1.5380029678344727,5,600
reg,True,True,0.05,1.1376099586486816,1,600
clf,True,True,0.05,1.347391128540039,1,600
reg,True,True,0.05,1.1461894512176514,2,600
clf,True,True,0.05,1.3656108379364014,2,600
reg,True,True,0.05,1.1397690773010254,3,600
clf,True,True,0.05,1.3464832305908203,3,600
reg,True,True,0.05,1.0354335308074951,4,600
clf,True,True,0.05,1.336116075515747,4,600
reg,True,True,0.05,1.051236629486084,5,600
clf,True,True,0.05,1.353555679321289,5,600
reg,True,True,0.95,0.9538576602935791,1,600
clf,True,True,0.95,0.9397759437561035,1,600
reg,True,True,0.95,0.9429440498352051,2,600
clf,True,True,0.95,0.952357292175293,2,600
reg,True,True,0.95,0.9437518119812012,3,600
clf,True,True,0.95,0.9520163536071777,3,600
reg,True,True,0.95,0.978104829788208,4,600
clf,True,True,0.95,0.9557962417602539,4,600
reg,True,True,0.95,0.9480664730072021,5,600
clf,True,True,0.95,0.9602565765380859,5,600
reg,True,False,0.01,1.0410737991333008,1,600
clf,True,False,0.01,1.4419243335723877,1,600
reg,True,False,0.01,1.0219807624816895,2,600
clf,True,False,0.01,1.4260590076446533,2,600
reg,True,False,0.01,1.1184697151184082,3,600
clf,True,False,0.01,1.425144910812378,3,600
reg,True,False,0.01,1.1195740699768066,4,600
clf,True,False,0.01,1.4561374187469482,4,600
reg,True,False,0.01,1.030027151107788,5,600
clf,True,False,0.01,1.4208440780639648,5,600
reg,True,False,0.05,1.0238213539123535,1,600
clf,True,False,0.05,1.3323523998260498,1,600
reg,True,False,0.05,1.0276103019714355,2,600
clf,True,False,0.05,1.3431618213653564,2,600
reg,True,False,0.05,1.0296809673309326,3,600
clf,True,False,0.05,1.3439033031463623,3,600
reg,True,False,0.05,1.1386792659759521,4,600
clf,True,False,0.05,1.345907211303711,4,600
reg,True,False,0.05,1.0497462749481201,5,600
clf,True,False,0.05,1.3641514778137207,5,600
reg,True,False,0.95,0.9529271125793457,1,600
clf,True,False,0.95,0.9826538562774658,1,600
reg,True,False,0.95,0.9404850006103516,2,600
clf,True,False,0.95,0.9723427295684814,2,600
reg,True,False,0.95,0.9541895389556885,3,600
clf,True,False,0.95,0.964080810546875,3,600
reg,True,False,0.95,0.9517867565155029,4,600
clf,True,False,0.95,0.9712057113647461,4,600
reg,True,False,0.95,0.9584901332855225,5,600
clf,True,False,0.95,1.0031726360321045,5,600
reg,False,True,0.01,1.631932258605957,1,600
clf,False,True,0.01,2.548172950744629,1,600
reg,False,True,0.01,1.530698299407959,2,600
clf,False,True,0.01,2.4291908740997314,2,600
reg,False,True,0.01,1.5287485122680664,3,600
clf,False,True,0.01,2.433580160140991,3,600
reg,False,True,0.01,1.6112995147705078,4,600
clf,False,True,0.01,2.4287734031677246,4,600
reg,False,True,0.01,1.6242680549621582,5,600
clf,False,True,0.01,2.460805654525757,5,600
reg,False,True,0.05,1.9483537673950195,1,600
clf,False,True,0.05,2.846115827560425,1,600
reg,False,True,0.05,1.9382221698760986,2,600
clf,False,True,0.05,2.7591521739959717,2,600
reg,False,True,0.05,1.9339485168457031,3,600
clf,False,True,0.05,2.74578857421875,3,600
reg,False,True,0.05,1.9351966381072998,4,600
clf,False,True,0.05,2.8595080375671387,4,600
reg,False,True,0.05,1.9266853332519531,5,600
clf,False,True,0.05,2.8545899391174316,5,600
reg,False,True,0.95,1.930086374282837,1,600
clf,False,True,0.95,2.8414711952209473,1,600
reg,False,True,0.95,1.9457519054412842,2,600
clf,False,True,0.95,2.8639941215515137,2,600
reg,False,True,0.95,2.035989761352539,3,600
clf,False,True,0.95,2.864431858062744,3,600
reg,False,True,0.95,1.9406085014343262,4,600
clf,False,True,0.95,2.873584270477295,4,600
reg,False,True,0.95,2.038386583328247,5,600
clf,False,True,0.95,2.856578826904297,5,600
reg,False,False,0.01,1.6358635425567627,1,600
clf,False,False,0.01,2.4499754905700684,1,600
reg,False,False,0.01,1.6212184429168701,2,600
clf,False,False,0.01,2.433864116668701,2,600
reg,False,False,0.01,1.5157487392425537,3,600
clf,False,False,0.01,2.433173656463623,3,600
reg,False,False,0.01,1.5244853496551514,4,600
clf,False,False,0.01,2.4363901615142822,4,600
reg,False,False,0.01,1.5351834297180176,5,600
clf,False,False,0.01,2.4307854175567627,5,600
reg,False,False,0.05,1.8217084407806396,1,600
clf,False,False,0.05,2.7330870628356934,1,600
reg,False,False,0.05,1.931896686553955,2,600
clf,False,False,0.05,2.7725980281829834,2,600
reg,False,False,0.05,1.8485677242279053,3,600
clf,False,False,0.05,2.748058557510376,3,600
reg,False,False,0.05,1.8393278121948242,4,600
clf,False,False,0.05,2.764909505844116,4,600
reg,False,False,0.05,1.8397586345672607,5,600
clf,False,False,0.05,2.7510616779327393,5,600
reg,False,False,0.95,1.935502052307129,1,600
clf,False,False,0.95,2.8388452529907227,1,600
reg,False,False,0.95,1.9417786598205566,2,600
clf,False,False,0.95,2.8609204292297363,2,600
reg,False,False,0.95,1.9316473007202148,3,600
clf,False,False,0.95,2.851156234741211,3,600
reg,False,False,0.95,1.9460949897766113,4,600
clf,False,False,0.95,2.852642297744751,4,600
reg,False,False,0.95,1.938709020614624,5,600
clf,False,False,0.95,2.843716859817505,5,600
reg,True,True,0.01,1.1325523853302002,1,650
clf,True,True,0.01,1.5447893142700195,1,650
reg,True,True,0.01,1.1162364482879639,2,650
clf,True,True,0.01,1.5281596183776855,2,650
reg,True,True,0.01,1.1256184577941895,3,650
clf,True,True,0.01,1.5303492546081543,3,650
reg,True,True,0.01,1.016097068786621,4,650
clf,True,True,0.01,1.5327706336975098,4,650
reg,True,True,0.01,1.1244113445281982,5,650
clf,True,True,0.01,1.4290645122528076,5,650
reg,True,True,0.05,1.1282000541687012,1,650
clf,True,True,0.05,1.4470722675323486,1,650
reg,True,True,0.05,1.1312742233276367,2,650
clf,True,True,0.05,1.3436229228973389,2,650
reg,True,True,0.05,1.1340980529785156,3,650
clf,True,True,0.05,1.3457472324371338,3,650
reg,True,True,0.05,1.152050495147705,4,650
clf,True,True,0.05,1.3513383865356445,4,650
reg,True,True,0.05,1.1385371685028076,5,650
clf,True,True,0.05,1.3265655040740967,5,650
reg,True,True,0.95,0.9467689990997314,1,650
clf,True,True,0.95,0.9467949867248535,1,650
reg,True,True,0.95,0.9445526599884033,2,650
clf,True,True,0.95,0.9659740924835205,2,650
reg,True,True,0.95,0.9555716514587402,3,650
clf,True,True,0.95,0.9712705612182617,3,650
reg,True,True,0.95,0.8454630374908447,4,650
clf,True,True,0.95,0.9551286697387695,4,650
reg,True,True,0.95,0.9367232322692871,5,650
clf,True,True,0.95,0.9740645885467529,5,650
reg,True,False,0.01,1.0553722381591797,1,650
clf,True,False,0.01,1.5434775352478027,1,650
reg,True,False,0.01,1.1365547180175781,2,650
clf,True,False,0.01,1.5446436405181885,2,650
reg,True,False,0.01,1.116807222366333,3,650
clf,True,False,0.01,1.5397636890411377,3,650
reg,True,False,0.01,1.0296556949615479,4,650
clf,True,False,0.01,1.526491641998291,4,650
reg,True,False,0.01,1.1372666358947754,5,650
clf,True,False,0.01,1.5305101871490479,5,650
reg,True,False,0.05,1.0256197452545166,1,650
clf,True,False,0.05,1.3301012516021729,1,650
reg,True,False,0.05,1.1342856884002686,2,650
clf,True,False,0.05,1.341247320175171,2,650
reg,True,False,0.05,1.1521937847137451,3,650
clf,True,False,0.05,1.3385841846466064,3,650
reg,True,False,0.05,1.1429431438446045,4,650
clf,True,False,0.05,1.3435213565826416,4,650
reg,True,False,0.05,1.1755921840667725,5,650
clf,True,False,0.05,1.366575002670288,5,650
reg,True,False,0.95,0.9701745510101318,1,650
clf,True,False,0.95,0.9720540046691895,1,650
reg,True,False,0.95,0.936133623123169,2,650
clf,True,False,0.95,0.957024335861206,2,650
reg,True,False,0.95,0.8590188026428223,3,650
clf,True,False,0.95,0.9624056816101074,3,650
reg,True,False,0.95,0.9401381015777588,4,650
clf,True,False,0.95,0.9671304225921631,4,650
reg,True,False,0.95,0.9038646221160889,5,650
clf,True,False,0.95,0.9734189510345459,5,650
reg,False,True,0.01,1.666510820388794,1,650
clf,False,True,0.01,2.5724101066589355,1,650
reg,False,True,0.01,1.639925479888916,2,650
clf,False,True,0.01,2.63291597366333,2,650
reg,False,True,0.01,1.7223050594329834,3,650
clf,False,True,0.01,2.736467123031616,3,650
reg,False,True,0.01,1.635143518447876,4,650
clf,False,True,0.01,2.5531067848205566,4,650
reg,False,True,0.01,1.634418249130249,5,650
clf,False,True,0.01,2.6269376277923584,5,650
reg,False,True,0.05,1.9491474628448486,1,650
clf,False,True,0.05,2.8455917835235596,1,650
reg,False,True,0.05,1.9391257762908936,2,650
clf,False,True,0.05,2.9514434337615967,2,650
reg,False,True,0.05,1.9449224472045898,3,650
clf,False,True,0.05,2.874279499053955,3,650
reg,False,True,0.05,1.9349207878112793,4,650
clf,False,True,0.05,2.852567672729492,4,650
reg,False,True,0.05,1.9532191753387451,5,650
clf,False,True,0.05,2.9653284549713135,5,650
reg,False,True,0.95,2.0507545471191406,1,650
clf,False,True,0.95,2.959646224975586,1,650
reg,False,True,0.95,2.0448529720306396,2,650
clf,False,True,0.95,2.9746620655059814,2,650
reg,False,True,0.95,2.037825584411621,3,650
clf,False,True,0.95,2.9540321826934814,3,650
reg,False,True,0.95,2.048612117767334,4,650
clf,False,True,0.95,2.9570298194885254,4,650
reg,False,True,0.95,2.0427892208099365,5,650
clf,False,True,0.95,2.9563651084899902,5,650
reg,False,False,0.01,1.6355369091033936,1,650
clf,False,False,0.01,2.7375903129577637,1,650
reg,False,False,0.01,1.626887559890747,2,650
clf,False,False,0.01,2.5466971397399902,2,650
reg,False,False,0.01,1.6166152954101562,3,650
clf,False,False,0.01,2.6329588890075684,3,650
reg,False,False,0.01,1.6257665157318115,4,650
clf,False,False,0.01,2.541494846343994,4,650
reg,False,False,0.01,1.6210987567901611,5,650
clf,False,False,0.01,2.533411741256714,5,650
reg,False,False,0.05,1.9333431720733643,1,650
clf,False,False,0.05,2.934605360031128,1,650
reg,False,False,0.05,1.9308972358703613,2,650
clf,False,False,0.05,2.8722760677337646,2,650
reg,False,False,0.05,1.9376728534698486,3,650
clf,False,False,0.05,2.855515718460083,3,650
reg,False,False,0.05,1.923321008682251,4,650
clf,False,False,0.05,2.8436005115509033,4,650
reg,False,False,0.05,1.9383103847503662,5,650
clf,False,False,0.05,2.84671688079834,5,650
reg,False,False,0.95,2.021444797515869,1,650
clf,False,False,0.95,2.946624755859375,1,650
reg,False,False,0.95,2.0231809616088867,2,650
clf,False,False,0.95,2.8573131561279297,2,650
reg,False,False,0.95,1.948451042175293,3,650
clf,False,False,0.95,2.947080612182617,3,650
reg,False,False,0.95,1.9331591129302979,4,650
clf,False,False,0.95,2.9416213035583496,4,650
reg,False,False,0.95,2.0473132133483887,5,650
clf,False,False,0.95,2.957888603210449,5,650
reg,True,True,0.01,2.750730514526367,1,700
clf,True,True,0.01,3.375200033187866,1,700
reg,True,True,0.01,1.1126039028167725,2,700
clf,True,True,0.01,1.523315191268921,2,700
reg,True,True,0.01,1.1106343269348145,3,700
clf,True,True,0.01,1.5221922397613525,3,700
reg,True,True,0.01,1.1127111911773682,4,700
clf,True,True,0.01,1.5177953243255615,4,700
reg,True,True,0.01,1.108842372894287,5,700
clf,True,True,0.01,1.5227267742156982,5,700
reg,True,True,0.05,1.1163597106933594,1,700
clf,True,True,0.05,1.4238488674163818,1,700
reg,True,True,0.05,1.0431442260742188,2,700
clf,True,True,0.05,1.3406469821929932,2,700
reg,True,True,0.05,1.1249048709869385,3,700
clf,True,True,0.05,1.3308401107788086,3,700
reg,True,True,0.05,1.1247553825378418,4,700
clf,True,True,0.05,1.3382399082183838,4,700
reg,True,True,0.05,1.1260368824005127,5,700
clf,True,True,0.05,1.3367648124694824,5,700
reg,True,True,0.95,0.8238790035247803,1,700
clf,True,True,0.95,0.943718671798706,1,700
reg,True,True,0.95,0.8407297134399414,2,700
clf,True,True,0.95,0.9557805061340332,2,700
reg,True,True,0.95,0.8378822803497314,3,700
clf,True,True,0.95,0.9480352401733398,3,700
reg,True,True,0.95,0.8386709690093994,4,700
clf,True,True,0.95,0.9442157745361328,4,700
reg,True,True,0.95,0.8474531173706055,5,700
clf,True,True,0.95,0.9471118450164795,5,700
reg,True,False,0.01,1.1411426067352295,1,700
clf,True,False,0.01,1.539442539215088,1,700
reg,True,False,0.01,1.124873161315918,2,700
clf,True,False,0.01,1.4196937084197998,2,700
reg,True,False,0.01,1.116764783859253,3,700
clf,True,False,0.01,1.4218194484710693,3,700
reg,True,False,0.01,1.0145831108093262,4,700
clf,True,False,0.01,1.5231051445007324,4,700
reg,True,False,0.01,1.0050454139709473,5,700
clf,True,False,0.01,1.5397872924804688,5,700
reg,True,False,0.05,1.1022307872772217,1,700
clf,True,False,0.05,1.3180129528045654,1,700
reg,True,False,0.05,1.0200040340423584,2,700
clf,True,False,0.05,1.333254337310791,2,700
reg,True,False,0.05,1.012249231338501,3,700
clf,True,False,0.05,1.3303279876708984,3,700
reg,True,False,0.05,1.0152437686920166,4,700
clf,True,False,0.05,1.3351294994354248,4,700
reg,True,False,0.05,1.0299160480499268,5,700
clf,True,False,0.05,1.3354346752166748,5,700
reg,True,False,0.95,0.8307409286499023,1,700
clf,True,False,0.95,0.9323930740356445,1,700
reg,True,False,0.95,0.8400752544403076,2,700
clf,True,False,0.95,0.9365122318267822,2,700
reg,True,False,0.95,0.8390517234802246,3,700
clf,True,False,0.95,0.9394457340240479,3,700
reg,True,False,0.95,0.9324305057525635,4,700
clf,True,False,0.95,0.9476463794708252,4,700
reg,True,False,0.95,0.8572595119476318,5,700
clf,True,False,0.95,0.940436840057373,5,700
reg,False,True,0.01,1.6372449398040771,1,700
clf,False,True,0.01,2.646919012069702,1,700
reg,False,True,0.01,1.7320945262908936,2,700
clf,False,True,0.01,2.7312114238739014,2,700
reg,False,True,0.01,1.6121973991394043,3,700
clf,False,True,0.01,2.732282876968384,3,700
reg,False,True,0.01,1.7120578289031982,4,700
clf,False,True,0.01,2.626208543777466,4,700
reg,False,True,0.01,1.613769292831421,5,700
clf,False,True,0.01,2.6217775344848633,5,700
reg,False,True,0.05,2.049316883087158,1,700
clf,False,True,0.05,2.9274775981903076,1,700
reg,False,True,0.05,2.0134670734405518,2,700
clf,False,True,0.05,2.935054302215576,2,700
reg,False,True,0.05,1.9260411262512207,3,700
clf,False,True,0.05,2.9304869174957275,3,700
reg,False,True,0.05,2.016707420349121,4,700
clf,False,True,0.05,2.927391767501831,4,700
reg,False,True,0.05,1.926858901977539,5,700
clf,False,True,0.05,2.9245049953460693,5,700
reg,False,True,0.95,2.025751829147339,1,700
clf,False,True,0.95,2.9324240684509277,1,700
reg,False,True,0.95,2.1275177001953125,2,700
clf,False,True,0.95,3.0489816665649414,2,700
reg,False,True,0.95,2.0302278995513916,3,700
clf,False,True,0.95,3.0356361865997314,3,700
reg,False,True,0.95,2.021188497543335,4,700
clf,False,True,0.95,3.045051097869873,4,700
reg,False,True,0.95,2.028989791870117,5,700
clf,False,True,0.95,2.9378671646118164,5,700
reg,False,False,0.01,1.6171092987060547,1,700
clf,False,False,0.01,2.6357228755950928,1,700
reg,False,False,0.01,1.713822364807129,2,700
clf,False,False,0.01,2.623765707015991,2,700
reg,False,False,0.01,1.6211202144622803,3,700
clf,False,False,0.01,2.627256393432617,3,700
reg,False,False,0.01,1.6174545288085938,4,700
clf,False,False,0.01,2.6265461444854736,4,700
reg,False,False,0.01,1.6110858917236328,5,700
clf,False,False,0.01,2.610044002532959,5,700
reg,False,False,0.05,1.9052486419677734,1,700
clf,False,False,0.05,2.921496868133545,1,700
reg,False,False,0.05,1.9398233890533447,2,700
clf,False,False,0.05,2.931309223175049,2,700
reg,False,False,0.05,1.920384168624878,3,700
clf,False,False,0.05,2.927966594696045,3,700
reg,False,False,0.05,1.927983283996582,4,700
clf,False,False,0.05,2.933865785598755,4,700
reg,False,False,0.05,1.9271202087402344,5,700
clf,False,False,0.05,2.942830801010132,5,700
reg,False,False,0.95,2.0300590991973877,1,700
clf,False,False,0.95,2.939681053161621,1,700
reg,False,False,0.95,2.0150978565216064,2,700
clf,False,False,0.95,2.9336304664611816,2,700
reg,False,False,0.95,2.02634859085083,3,700
clf,False,False,0.95,3.035566568374634,3,700
reg,False,False,0.95,2.0273895263671875,4,700
clf,False,False,0.95,3.037874937057495,4,700
reg,False,False,0.95,2.038184881210327,5,700
clf,False,False,0.95,2.9455008506774902,5,700
reg,True,True,0.01,1.125380039215088,1,750
clf,True,True,0.01,1.5447280406951904,1,750
reg,True,True,0.01,1.1127960681915283,2,750
clf,True,True,0.01,1.5155839920043945,2,750
reg,True,True,0.01,1.112696647644043,3,750
clf,True,True,0.01,1.5151698589324951,3,750
reg,True,True,0.01,1.11187744140625,4,750
clf,True,True,0.01,1.5118827819824219,4,750
reg,True,True,0.01,1.1033217906951904,5,750
clf,True,True,0.01,1.5220341682434082,5,750
reg,True,True,0.05,1.1168098449707031,1,750
clf,True,True,0.05,1.3275175094604492,1,750
reg,True,True,0.05,1.169344425201416,2,750
clf,True,True,0.05,1.3432540893554688,2,750
reg,True,True,0.05,1.1185224056243896,3,750
clf,True,True,0.05,1.33601713180542,3,750
reg,True,True,0.05,1.1157186031341553,4,750
clf,True,True,0.05,1.3361642360687256,4,750
reg,True,True,0.05,1.1226487159729004,5,750
clf,True,True,0.05,1.3291454315185547,5,750
reg,True,True,0.95,0.9166059494018555,1,750
clf,True,True,0.95,0.9444255828857422,1,750
reg,True,True,0.95,0.8247511386871338,2,750
clf,True,True,0.95,0.9350357055664062,2,750
reg,True,True,0.95,0.8434793949127197,3,750
clf,True,True,0.95,0.9460341930389404,3,750
reg,True,True,0.95,0.8419396877288818,4,750
clf,True,True,0.95,0.9408142566680908,4,750
reg,True,True,0.95,0.8300604820251465,5,750
clf,True,True,0.95,0.9343645572662354,5,750
reg,True,False,0.01,1.1359779834747314,1,750
clf,True,False,0.01,1.545680046081543,1,750
reg,True,False,0.01,1.1212759017944336,2,750
clf,True,False,0.01,1.5313572883605957,2,750
reg,True,False,0.01,1.1093668937683105,3,750
clf,True,False,0.01,1.623128890991211,3,750
reg,True,False,0.01,1.1017777919769287,4,750
clf,True,False,0.01,1.426624059677124,4,750
reg,True,False,0.01,1.1169543266296387,5,750
clf,True,False,0.01,1.508713722229004,5,750
reg,True,False,0.05,1.103769063949585,1,750
clf,True,False,0.05,1.3291015625,1,750
reg,True,False,0.05,1.0200393199920654,2,750
clf,True,False,0.05,1.3379325866699219,2,750
reg,True,False,0.05,1.1187858581542969,3,750
clf,True,False,0.05,1.4319801330566406,3,750
reg,True,False,0.05,1.1283864974975586,4,750
clf,True,False,0.05,1.4335687160491943,4,750
reg,True,False,0.05,1.0213046073913574,5,750
clf,True,False,0.05,1.3355176448822021,5,750
reg,True,False,0.95,0.8248565196990967,1,750
clf,True,False,0.95,0.9402627944946289,1,750
reg,True,False,0.95,0.8271911144256592,2,750
clf,True,False,0.95,0.9400734901428223,2,750
reg,True,False,0.95,0.8289918899536133,3,750
clf,True,False,0.95,0.9368469715118408,3,750
reg,True,False,0.95,0.8331620693206787,4,750
clf,True,False,0.95,0.9366490840911865,4,750
reg,True,False,0.95,0.8387839794158936,5,750
clf,True,False,0.95,0.9396522045135498,5,750
reg,False,True,0.01,1.7354724407196045,1,750
clf,False,True,0.01,2.740147113800049,1,750
reg,False,True,0.01,1.6294150352478027,2,750
clf,False,True,0.01,2.7269396781921387,2,750
reg,False,True,0.01,1.7129461765289307,3,750
clf,False,True,0.01,2.730154275894165,3,750
reg,False,True,0.01,1.7100038528442383,4,750
clf,False,True,0.01,2.710676431655884,4,750
reg,False,True,0.01,1.7238304615020752,5,750
clf,False,True,0.01,2.719830274581909,5,750
reg,False,True,0.05,2.0107808113098145,1,750
clf,False,True,0.05,3.0177152156829834,1,750
reg,False,True,0.05,2.0225977897644043,2,750
clf,False,True,0.05,3.045015573501587,2,750
reg,False,True,0.05,2.0268335342407227,3,750
clf,False,True,0.05,3.033510684967041,3,750
reg,False,True,0.05,2.0278024673461914,4,750
clf,False,True,0.05,3.046049118041992,4,750
reg,False,True,0.05,2.014634609222412,5,750
clf,False,True,0.05,3.0265743732452393,5,750
reg,False,True,0.95,2.1172165870666504,1,750
clf,False,True,0.95,3.034855365753174,1,750
reg,False,True,0.95,2.027860641479492,2,750
clf,False,True,0.95,3.036604166030884,2,750
reg,False,True,0.95,2.1243550777435303,3,750
clf,False,True,0.95,3.03509259223938,3,750
reg,False,True,0.95,2.1218509674072266,4,750
clf,False,True,0.95,3.0410492420196533,4,750
reg,False,True,0.95,2.1254403591156006,5,750
clf,False,True,0.95,3.032069444656372,5,750
reg,False,False,0.01,1.6165425777435303,1,750
clf,False,False,0.01,2.7334182262420654,1,750
reg,False,False,0.01,1.7061190605163574,2,750
clf,False,False,0.01,2.8081581592559814,2,750
reg,False,False,0.01,1.7155659198760986,3,750
clf,False,False,0.01,2.7217352390289307,3,750
reg,False,False,0.01,1.6070547103881836,4,750
clf,False,False,0.01,2.6114578247070312,4,750
reg,False,False,0.01,1.6089329719543457,5,750
clf,False,False,0.01,2.7150259017944336,5,750
reg,False,False,0.05,2.0132431983947754,1,750
clf,False,False,0.05,3.031558036804199,1,750
reg,False,False,0.05,2.0265190601348877,2,750
clf,False,False,0.05,3.0430972576141357,2,750
reg,False,False,0.05,2.028789758682251,3,750
clf,False,False,0.05,3.037825345993042,3,750
reg,False,False,0.05,2.0127310752868652,4,750
clf,False,False,0.05,3.056612730026245,4,750
reg,False,False,0.05,1.9213333129882812,5,750
clf,False,False,0.05,3.0479772090911865,5,750
reg,False,False,0.95,2.0136027336120605,1,750
clf,False,False,0.95,3.0433316230773926,1,750
reg,False,False,0.95,2.034369707107544,2,750
clf,False,False,0.95,3.0371737480163574,2,750
reg,False,False,0.95,2.0245981216430664,3,750
clf,False,False,0.95,3.045106887817383,3,750
reg,False,False,0.95,2.1189162731170654,4,750
clf,False,False,0.95,3.031608819961548,4,750
reg,False,False,0.95,2.032435894012451,5,750
clf,False,False,0.95,3.0629191398620605,5,750
reg,True,True,0.01,1.1333544254302979,1,800
clf,True,True,0.01,1.53334379196167,1,800
reg,True,True,0.01,1.1168365478515625,2,800
clf,True,True,0.01,1.528242826461792,2,800
reg,True,True,0.01,1.1086194515228271,3,800
clf,True,True,0.01,1.5212657451629639,3,800
reg,True,True,0.01,1.1188607215881348,4,800
clf,True,True,0.01,1.535876750946045,4,800
reg,True,True,0.01,1.123741626739502,5,800
clf,True,True,0.01,1.5284154415130615,5,800
reg,True,True,0.05,1.111820936203003,1,800
clf,True,True,0.05,1.4252831935882568,1,800
reg,True,True,0.05,1.1321723461151123,2,800
clf,True,True,0.05,1.4307382106781006,2,800
reg,True,True,0.05,1.123626470565796,3,800
clf,True,True,0.05,1.3393096923828125,3,800
reg,True,True,0.05,1.1235599517822266,4,800
clf,True,True,0.05,1.4309566020965576,4,800
reg,True,True,0.05,1.1307263374328613,5,800
clf,True,True,0.05,1.4303889274597168,5,800
reg,True,True,0.95,0.8227219581604004,1,800
clf,True,True,0.95,0.9368939399719238,1,800
reg,True,True,0.95,0.8244619369506836,2,800
clf,True,True,0.95,0.9476504325866699,2,800
reg,True,True,0.95,0.836477518081665,3,800
clf,True,True,0.95,0.93471360206604,3,800
reg,True,True,0.95,0.8487741947174072,4,800
clf,True,True,0.95,0.958493709564209,4,800
reg,True,True,0.95,0.8384144306182861,5,800
clf,True,True,0.95,0.9335579872131348,5,800
reg,True,False,0.01,1.1308577060699463,1,800
clf,True,False,0.01,1.5362663269042969,1,800
reg,True,False,0.01,1.1225123405456543,2,800
clf,True,False,0.01,1.516676425933838,2,800
reg,True,False,0.01,1.105799913406372,3,800
clf,True,False,0.01,1.542038917541504,3,800
reg,True,False,0.01,1.1063668727874756,4,800
clf,True,False,0.01,1.5206854343414307,4,800
reg,True,False,0.01,1.1181252002716064,5,800
clf,True,False,0.01,1.5330085754394531,5,800
reg,True,False,0.05,1.1262025833129883,1,800
clf,True,False,0.05,1.3317899703979492,1,800
reg,True,False,0.05,1.1144027709960938,2,800
clf,True,False,0.05,1.4468858242034912,2,800
reg,True,False,0.05,1.120251178741455,3,800
clf,True,False,0.05,1.4288947582244873,3,800
reg,True,False,0.05,1.1237306594848633,4,800
clf,True,False,0.05,1.4344205856323242,4,800
reg,True,False,0.05,1.1224007606506348,5,800
clf,True,False,0.05,1.3451390266418457,5,800
reg,True,False,0.95,0.8166658878326416,1,800
clf,True,False,0.95,0.9382936954498291,1,800
reg,True,False,0.95,0.9251632690429688,2,800
clf,True,False,0.95,0.9338946342468262,2,800
reg,True,False,0.95,0.837672233581543,3,800
clf,True,False,0.95,0.9507613182067871,3,800
reg,True,False,0.95,0.8308112621307373,4,800
clf,True,False,0.95,0.9442791938781738,4,800
reg,True,False,0.95,0.9298603534698486,5,800
clf,True,False,0.95,0.9455640316009521,5,800
reg,False,True,0.01,1.8371751308441162,1,800
clf,False,True,0.01,2.8468375205993652,1,800
reg,False,True,0.01,1.8301689624786377,2,800
clf,False,True,0.01,2.723543167114258,2,800
reg,False,True,0.01,1.816129207611084,3,800
clf,False,True,0.01,2.9237401485443115,3,800
reg,False,True,0.01,1.9097554683685303,4,800
clf,False,True,0.01,2.8251733779907227,4,800
reg,False,True,0.01,1.8165030479431152,5,800
clf,False,True,0.01,2.836301803588867,5,800
reg,False,True,0.05,2.1196401119232178,1,800
clf,False,True,0.05,3.0259358882904053,1,800
reg,False,True,0.05,2.117738962173462,2,800
clf,False,True,0.05,3.1430768966674805,2,800
reg,False,True,0.05,2.110415458679199,3,800
clf,False,True,0.05,3.132056474685669,3,800
reg,False,True,0.05,2.1136202812194824,4,800
clf,False,True,0.05,3.136488437652588,4,800
reg,False,True,0.05,2.1172854900360107,5,800
